ORF,As,Ca,Cd,Cl, Co,Cu,Fe, K,Mg,Mn,Mo,Na,Ni,P,S,Se,Zn
YGL063W,-0.105323908,0.11405866,-0.053261739,-0.262500773,1.326942652,0.180450167,0.734559748,0.693616714,0.989006517,0.448614609,0.87221462,2.284220119,0.449768141,1.193827448,0.057376061,-0.226143414,-0.099652006
YGL064C,-0.330561055,0.158135699,0.132909782,0.355763878,-0.27809134,0.291565491,0.58015483,0.781209042,0.021762989,0.7387963,0.705770708,0.493288346,0.138057598,0.321661421,0.044551412,-0.077812339,0.336919858
YGL065C,1.461273623,1.268403015,-0.44946343,-0.273803868,-0.899433664,-0.123550293,0.063029651,-1.253304452,-0.694545946,1.605590323,-0.389374987,-0.575180086,-0.48633051,-0.876657387,-0.215631389,-0.668466707,0.072074967
YGL066W,-1.359100336,-1.262223741,0.011317854,-0.217692032,0.594378048,0.17745712,-0.051844767,-0.681156018,1.138037322,-1.138827266,-0.219531316,0.124832375,0.144632473,-0.703493637,-1.121217223,-1.459228478,-4.708265529
YGL067W,0.402351486,-0.201885951,1.01013087,0.343633182,1.723355008,0.061293866,-0.217482492,0.149100297,0.728502637,0.361355801,0.295179026,-4.685874731,0.339906665,-0.234953707,0.293946305,0.160870658,0.29536531
YGL068W,-0.554516794,-0.05831996,-0.70846734,-1.414012812,-0.577727978,1.62213669,-0.661128737,-2.186017552,-1.475574575,0.119083328,-0.171958544,-0.770896955,-0.873681535,-2.168180524,-1.000063954,0.774271459,-0.239227506
YGL069C,-1.215631527,0.065885573,-0.277696509,-0.703780199,0.263549146,-0.389846078,-0.814497895,0.538230441,0.472825869,0.206899443,-0.62314911,1.424320704,0.39756107,0.377330274,0.313508721,0.861654454,-0.008440487
YGL070C,-0.062096158,-0.538155706,-0.086135723,0.446380767,-0.160491329,0.974137056,0.467685647,0.144760488,0.093093803,-0.594612574,0.964272192,-0.289324057,-0.145892726,-0.208399957,-0.110273699,0.010546039,0.65104585
YGL071W,-0.446171628,0.636488821,0.5574956,-0.085018186,0.121157271,0.655578938,1.839870352,-0.294502511,0.44047821,1.002509308,0.738680384,0.576597532,0.327270146,0.648716048,0.54020808,-1.46338013,0.768121415
YGL072C,2.496350496,-0.92761359,0.243353335,1.542834295,0.420120523,-1.077980187,-0.896760012,0.436508159,0.271433679,-0.167193354,-0.291766227,-0.085890506,0.140943004,0.34697061,-0.935588151,-0.007009463,-0.425887904
YGL073W,-0.279073215,-1.597184127,0.202464252,-1.219051917,0.998980391,-3.141129844,0.694962182,-2.334183106,1.580714051,-0.080432387,1.414499419,0.482569746,2.770450379,-1.787476405,-1.36914336,-1.796597911,-0.377771237
YGL074C,1.18819748,0.641704717,-0.491488772,-0.261985354,-0.234566603,2.204523422,0.226950625,-1.040859255,-0.054035183,2.070229818,-0.119983282,-0.726217619,0.125251882,-0.885429192,0.306067221,-0.699602454,0.30739587
YGL075C,0.042735004,0.411889325,0.33896114,-0.127293211,0.040419678,-0.35058321,-0.480886257,0.045788024,-0.367432378,-0.42836326,-0.234203388,-0.140177294,0.041829327,0.200744312,-0.344836552,-0.350484733,0.402256218
YGL076C,-1.390175574,-1.266452783,-1.939019167,0.482554245,-1.376437307,1.503505766,0.927725738,0.363428239,-0.317257266,-2.02357354,0.586321069,0.378352835,-0.137955687,0.39721506,-0.02056072,-2.323579244,-1.213873707
YGL077C,-0.967469683,-1.006640037,-3.146099686,0.304890785,-2.468538995,-0.177576093,-0.735728328,0.588215232,-0.655564666,-0.815400406,-2.166363535,-0.164552083,-1.270835889,0.882204953,-0.237162548,-0.387258785,-0.059948705
YGL078C,0.942367931,-0.052306277,-0.484213564,1.686239501,-0.219279817,-0.085176936,2.197251722,0.691720608,0.854039395,0.240912611,1.724887868,0.890754346,0.58695082,0.665799239,1.277381671,1.12305916,-0.157283644
YGL079W,0.305248595,-0.694450375,0.732591616,-0.80391607,0.683503526,0.953340458,0.162578776,0.443429637,1.546863691,0.164491826,0.535849841,0.20753457,0.720037542,0.503872139,0.576861365,-1.029981982,0.21828692
YGL080W,0.195581308,0.020217866,-0.014179811,-0.117498474,-0.23076621,-0.553120429,-0.67855767,-0.205162191,0.260455627,0.030772811,-0.939928642,-0.153283924,-0.444800279,-0.661630703,-0.68698882,0.437692932,-0.225765926
YGL081W,-0.553411979,0.358672876,-0.178218555,-1.247153495,-0.292464581,0.497789699,-0.060105357,-0.500874515,-0.504488282,-0.500777496,1.278259672,-0.039259559,-0.083977273,-0.548021175,-0.412322355,1.37561104,-0.441570348
YGL082W,-0.671278332,0.92319881,0.808068806,0.33513801,2.404813749,0.599728641,0.450279641,2.4796135,2.954091553,1.436293441,0.092102949,0.525392929,1.507707445,2.830082742,0.991717228,0.473123574,0.519135785
YGL083W,-0.644837468,-0.593963264,-2.317374335,1.258439797,-1.543836805,0.132601651,2.86040012,-0.796830004,-5.018261919,-6.729071806,-0.217589689,1.342577504,-3.788536043,-2.48772319,-1.480835309,-3.511545166,2.935202179
YGL084C,-0.354830439,-0.045978605,-0.946312927,-0.197338568,0.060582288,-1.335492851,-0.718418852,-0.521936072,-0.811557899,-0.448630117,-0.982198735,-0.954720789,-0.695168741,0.124386449,-0.080540837,-0.81106758,-0.219435664
YGL085W,0.149503957,-1.388420923,-0.08079825,0.872299329,-0.538198039,-0.667831329,-0.250183968,0.062457657,0.021729637,0.032797127,-0.255978754,-0.737818239,-0.331632961,-0.355147292,-0.41393783,0.199422839,-0.622728101
YGL086W,-0.110688604,-0.463420134,-0.389529691,-1.66828515,-0.693244383,-0.583909366,0.177388395,-0.786831289,-0.63714775,-0.018528546,0.172341918,-0.455360188,-0.377372349,-0.643347993,-0.402984948,0.340443304,-0.166672853
YGL087C,-0.004912222,-0.201359894,-0.051640308,-1.262980612,0.142228407,-0.154283134,0.015427433,-0.613689212,0.030206489,0.905621078,0.201355257,-0.781567683,-0.160678929,-0.619907133,-0.406015191,-0.393808601,-0.030883949
YGL088W,-1.203045084,-0.444734802,-0.74450149,1.363506106,-0.623518313,-0.269040326,-0.105274904,-0.681136601,-0.783714887,-0.29322196,0.285309061,-0.378728032,-0.51679866,-0.405974831,-1.063610712,0.603929693,-0.905513242
YGL089C,-0.077921154,-0.203438912,0.705930179,-1.004974573,1.002969511,-1.56602726,0.493041654,2.333491864,1.295173499,0.086609398,0.459416425,0.199194577,0.788304007,2.533111124,0.583237805,0.44337398,-0.012766205
YGL090W,0.681104494,0.485241848,-4.1220215,0.325862715,-4.29036787,2.797498913,1.322618618,-1.414074355,-1.589719573,-4.240603528,0.552081123,0.505988347,-1.246107062,0.138900765,-0.070590772,0.325948942,-0.736261125
YGL092W,-0.319091022,0.687661141,0.970845242,-2.738674553,0.401347162,-0.716913363,-1.033321577,-0.440405779,0.199749079,1.027525221,-0.330649323,-1.144209299,0.037026054,-0.76430821,-0.961851817,-1.790139841,-0.055139965
YGL093W,1.77662033,0.334331692,-0.575330919,0.716457312,-0.332381296,0.29174588,-0.024094295,0.044751556,0.007014053,0.208582944,0.844113469,0.492742217,-0.328498193,-0.472999101,-0.618336304,0.037929336,-0.607135231
YGL094C,0.177844625,0.601035274,-0.261232154,0.877188888,-0.104611502,0.302230247,0.270882665,0.96203829,0.313967743,0.221557291,0.473238509,0.398221981,0.291020864,0.305180851,1.193374014,-0.018695684,0.416283036
YGL095C,0.616374078,0.571848154,0.870201924,1.077006843,0.266887838,0.613567158,-0.121034491,0.546288041,0.069637726,1.10624488,0.004003022,-0.010052603,-0.004177595,1.111912851,0.739884202,1.317200266,0.695807695
YGL096W,-2.565050637,-2.879481695,-4.016505636,0.25603139,-5.858621817,1.053197489,0.179467115,1.292849514,-2.574639991,-2.547640726,0.556946146,1.935195031,-0.036783616,0.261882634,-1.410949855,-2.515439947,0.080402039
YGL097W,0.892005946,0.582416595,0.397185027,-0.204669955,0.629097904,1.194025261,0.111123014,0.938132741,0.830478065,1.48400399,0.07304081,0.266307658,0.437148493,1.172316139,1.080886251,0.072293067,0.975938706
YGL098W,-0.317783114,-0.503618392,-0.231184678,-0.341111542,-0.166023999,-0.502724486,0.286435121,-0.013035747,-0.142010492,0.226192224,0.082027531,-0.314742549,-0.248479846,-0.020198282,-0.211666812,0.046722317,-0.290135345
YGL099W,-0.816486088,-0.538013528,0.05111122,0.067089372,0.302330721,0.363436002,0.459073826,-0.4668786,0.923682324,-0.235076921,-0.153447052,-0.577930899,0.092675978,0.23116196,0.000599731,-0.202854395,0.174930107
YGL101W,-1.016463932,-0.530540625,-3.417350933,0.311972051,-4.598371996,-0.06420537,0.86090059,0.312846931,-2.373653909,-3.187247616,0.510495133,0.324255193,-1.313915914,-0.319318366,-0.475319383,-0.465823421,0.844560507
YGL102C,-0.600340755,0.168059535,-0.634933358,-0.793962233,-0.085640824,0.384316918,-1.13300774,-0.690676365,0.291656364,-0.624159586,-0.80646799,0.230598047,-0.030754733,-0.579020898,-0.34542934,-0.358547971,-0.47515109
YGL103W,-1.070718219,0.201850991,-0.984283049,4.714287095,-0.443448049,-0.090828245,-0.08634819,-0.474626321,-0.344329781,-0.634352087,0.507433069,-0.17040345,-0.267931249,-0.377246756,-0.302719817,0.451548245,-0.469559466
YGL104C,-1.467334841,0.208621793,-3.536796689,-0.679012703,-4.544544619,1.943492545,0.394167938,0.668830258,-1.99853648,-2.224268762,0.603187517,0.950147862,-0.812421165,0.281258417,-0.359945202,-0.50651889,0.478656856
YGL105W,0.597506366,-0.119082464,-0.595670615,-0.170672721,-0.25962893,-0.705731873,0.289036912,-0.064742425,-0.229012519,1.149688995,0.436894887,0.115698908,-0.509335505,-0.309871673,0.405874525,-0.279301349,0.145954286
YGL106W,-0.28495239,0.349483409,0.443355825,0.425774295,0.236166467,-0.192468458,-0.122463796,1.290022665,0.769945482,0.729419062,0.255651483,0.138020819,-0.019598602,0.712260229,1.377192841,0.03493543,0.449958832
YGL107C,0.374804862,-0.046349943,0.446742661,-0.326218832,0.17021812,0.469258855,0.085416545,0.172360484,0.715272866,0.439659031,0.11694304,-1.077717757,0.566485747,0.1606229,0.68148187,-0.071145682,0.176456593
YGL108C,-0.619385213,-0.74879248,-0.768503467,-0.645152466,-0.132311744,-0.63925323,-0.556623334,-2.38197025,-0.750635495,1.401440437,1.318957016,-0.334727821,-0.406078573,-2.082844731,-0.606886595,-0.425971761,-1.090488918
YGL109W,0.730012731,0.783206226,-0.606995281,0.311841838,-0.005674078,1.1176521,0.722293231,-0.067865348,-1.260146943,-0.669389507,-0.583858499,0.407850281,-0.594625596,-0.626398536,-0.619706368,-0.544132549,0.042628311
YGL110C,-0.812907945,-0.362951017,-0.071899524,-0.122567438,-0.182788118,-0.394308815,-0.0303232,-0.07136458,-0.355391516,-0.108446401,-0.366231777,-0.34454338,0.03501033,-0.136273254,-0.613458827,0.102482405,-0.745428183
YGL111W,-0.064148907,1.023713085,-0.06157089,0.169374776,0.674657754,0.156199464,1.190146255,0.708001388,1.034086475,-0.038201795,1.117651868,0.355863008,0.83758848,0.906179623,0.743998674,1.421808281,-0.301918967
YGL112C,1.041124862,-0.593599892,0.555769637,0.14190879,1.120875446,1.107421286,0.33434539,0.853698411,2.08318623,0.168848035,0.023813095,1.203382967,0.861169374,0.62984057,0.574527966,0.129987039,-3.595854019
YGL113W,0.174943803,-0.270873547,0.196986534,0.6931718,0.651900475,0.374984506,0.270945134,0.153869102,-0.017654281,0.200032939,0.274446616,-0.506091188,-0.131536246,0.116713254,-0.215470743,0.012425639,-0.209272156
YGL114W,1.530708811,0.909103874,0.3878148,0.75046162,0.296163328,0.786849933,0.400970731,0.233804115,-0.431729556,1.065537854,0.632691178,0.243774906,0.217421707,0.381840158,0.164626746,1.153440581,1.213942393
YGL115W,-1.395832436,-0.332594593,-0.247766608,-0.281850643,-0.623922608,0.019102722,-0.682266622,0.026829533,-1.275157509,-1.888523263,-0.110973053,-0.138996249,-0.781331577,-0.441450218,-1.452727365,0.681402569,-0.568022094
YGL116W,0.448256034,0.061077149,0.127356833,0.601714229,0.79474108,1.026460755,0.643021559,0.861880353,0.854571473,0.018230378,0.144572809,-1.561162468,0.091471222,1.146111432,1.324179429,0.131050792,0.670926281
YGL118C,0.377544724,0.217625522,0.058266954,0.987845468,-0.28786936,-0.194860647,-0.149074939,0.125127227,0.403060502,0.63640699,0.081400767,0.213466542,0.651502581,0.322525024,0.776104118,-0.837482728,0.232653115
YGL119W,0.595965247,-0.280898278,0.178389037,-0.713900661,-0.219461263,0.354543425,0.005823341,-0.395746363,0.262519915,0.732476057,0.047349384,0.099214419,0.371874284,-0.298861143,0.134175675,-0.131508839,-0.050609518
YGL120C,0.552445579,0.154416667,3.201005715,0.626674782,0.680867383,-0.032667007,-0.488226095,0.539210135,0.020510461,0.377353009,-0.420371946,-0.501154151,0.127042825,0.61033892,0.237423259,0.91241812,0.4051652
YGL121C,-0.828242021,0.202384736,0.645394769,1.278324121,0.35651055,-0.017607632,0.262268128,0.884925246,0.340501172,-1.167618975,-0.746396673,1.154192373,2.08151233,1.221189688,0.540657606,-0.099055373,-0.134882541
YGL122C,1.235952925,0.274291565,1.359541699,1.398692062,0.022171972,0.121379793,0.995630053,-0.573432778,1.083391409,2.273756672,0.949171071,0.176409951,0.166857459,0.245393396,-0.112556215,-0.177483755,0.842428808
YGL123C-A,-0.896046206,-0.005100715,0.589484809,0.70621948,0.425340477,-0.852548486,0.010097956,0.726914529,0.088086835,-0.783767771,-0.222049196,-0.764690589,0.12671038,0.665683057,0.145600866,0.131207718,-0.16868991
YGL123W,0.069527238,0.47322318,0.122310654,-0.033893581,-0.335630402,-0.170283417,0.008530016,0.528526489,0.064820827,0.953619787,-0.143046165,-0.082213811,0.055252634,0.056433395,0.439134418,0.673060218,-0.051082255
YGL124C,0.805354883,0.049836852,0.560357218,-0.012862408,0.396155223,0.355352673,1.377560573,0.194218632,-0.379333655,0.235251054,1.837709471,0.244641403,-0.429246821,0.330651255,0.379909765,0.239895427,0.857760042
YGL126W,1.526691464,-0.027966534,0.91344545,1.853495538,0.764747943,0.662066797,0.437308058,0.82438002,0.834712037,-0.621640136,0.42401129,0.23508777,0.662954208,0.745137509,0.46969135,0.287141896,0.951174668
YGL127C,-0.668266212,-0.659442897,-0.080679172,-0.166281845,-0.34881005,-0.356760418,0.413252151,-0.780529836,-0.572682702,0.98331839,0.884155428,0.122809265,-0.584511054,-1.369011162,-0.399728018,-0.208403364,-0.379838754
YGL128C,0.412456486,0.468663758,0.135088522,-0.087806877,0.007995344,0.530525463,0.096557743,-0.252301143,-0.342567907,0.293240395,0.407868122,-0.662434302,-0.240811261,0.017660438,-0.711592843,-2.328701484,0.009474391
YGL130W,0.324499029,-1.437084709,0.422104364,1.583860908,0.239423084,1.123884778,-0.167595789,-0.233449049,1.721039417,-0.701666756,-0.528279004,1.496485963,1.39459756,0.401575896,-0.523597109,-0.106941538,-5.292304093
YGL131C,1.066421633,0.341785348,-0.10458563,0.464398095,-0.297001916,0.060740357,-0.191642192,0.387951702,-0.321285357,-0.390229119,-0.279313855,-0.35178364,-0.264817708,0.410499497,-0.162711439,1.086557162,-0.631836147
YGL132W,0.448476742,0.022476576,-0.401048566,0.001389217,-0.737144099,1.023772685,-0.059898365,-0.41011835,-0.691582778,0.028392913,0.647988978,-0.119579525,-0.309824955,-0.476168131,-0.287096863,-0.746286129,-0.196035362
YGL133W,-0.748740576,2.639124056,-0.215907367,-1.01146597,0.02364545,-0.247627376,-0.387622318,-0.144502508,-0.999324493,-0.408996603,-0.057633769,0.460667558,-0.539022566,-0.550711919,-0.841105114,-1.608289044,0.101772856
YGL134W,-1.419059943,-0.151182807,0.394134434,-1.189842897,-0.307146538,-0.021379951,-1.02231158,0.064696997,-0.720762344,0.092488174,-0.784839113,-1.278743637,-0.678694203,-0.600384644,-0.751053708,0.199629863,-0.19269933
YGL135W,0.1663979,0.388939896,1.477071794,0.862120061,2.411389107,2.701860815,-0.020854112,1.473738845,2.169458543,0.439789233,0.52116541,1.908993872,1.078290564,1.351931855,1.647886425,0.61073886,0.737173941
YGL136C,-1.371363433,-0.59519351,-0.781557342,-0.412319502,-0.302587173,-0.560640922,-0.380574531,-1.280304577,-1.071860106,-0.728309178,-0.387473569,-0.351487366,-0.759342548,-0.870612074,-0.223476131,-0.196548693,-0.706549796
YGL137W,-0.875932705,0.208583762,-0.668996035,-0.255278529,-0.58644892,-0.256287228,-1.003596897,0.286406511,-0.650023871,-0.59812438,-0.055937937,0.070948232,0.095682306,-0.773669384,-0.739593875,-1.941117578,-0.821275732
YGL138C,0.358020447,0.074930398,0.014773217,-0.509284355,0.327146383,-0.362258859,-0.025843122,-0.470581042,0.263022429,-0.096144786,-0.094232608,-0.52912368,-0.026886157,-0.713650811,0.064887115,0.616125655,-0.276532482
YGL139W,0.006618933,1.022799006,0.107734742,0.34099631,0.531236496,-0.257871978,0.502684336,-0.283314926,0.305537416,-0.094821895,0.346928713,0.802213816,0.486129872,0.211292548,0.433793381,-0.13132312,0.403961596
YGL141W,0.840920662,0.685013851,0.271084263,0.290328212,-0.359873817,-0.49116317,0.058004823,0.421332207,0.217881408,0.620424989,0.042588719,6.009953905,-0.07642058,0.151709942,2.353260117,1.202054258,0.050728852
YGL142C,-0.769551934,0.424600427,-0.962228458,0.200969946,0.043825607,-0.680842796,-0.036746497,-0.965789673,-0.968895611,-0.320345802,-0.443457306,-0.120488736,-0.10914964,-0.996005729,-0.654674734,0.166698057,-0.263992782
YGL143C,0.529336044,-0.268728749,0.434632936,-0.419899518,1.40215478,-1.315006313,0.085579201,1.154934279,2.178443261,-0.069498997,-0.206281382,-0.513136495,0.962919198,1.99525001,0.125368103,0.144075487,0.412288925
YGL144C,-1.955074167,0.248692017,-0.90086631,-0.329702174,-1.162923786,-0.873612788,-0.817323496,-2.30786745,-1.709200568,-1.159741824,-0.016399916,-1.164628312,-1.121232739,-1.789534233,-1.960590739,-0.237246784,-0.848133434
YGL145W,0.896197022,0.328856425,0.212217226,0.490143029,0.409499448,0.004583158,2.768270226,0.65638485,0.306458842,0.058932497,2.579312466,-0.241137081,0.577820741,0.522328274,0.176251556,0.604134536,-0.102107345
YGL146C,0.35620215,0.018836064,0.520038284,0.642723252,0.793309877,0.159616637,0.079225184,1.296236651,1.445629802,-0.583711201,-0.437897142,0.073006974,0.452496101,1.356423945,1.13232519,0.755068956,0.724354029
YGL147C,-0.584433122,0.772666938,0.188603014,1.058379781,-0.953401275,-0.637245147,-0.855389943,0.813618328,-0.829867192,0.228596686,-0.48300566,-0.263623794,-0.63550917,-0.434916396,-0.65209806,-0.449842272,0.184328728
YGL148W,-0.318748771,0.253357787,0.434018896,0.09027273,-0.113650429,-0.532307014,-0.082532953,-0.367034124,0.028371302,0.625083973,-0.103798105,-0.083791309,-0.086919258,-0.596628312,-0.598423558,-0.106427466,-0.574976644
YGL149W,0.55050685,-0.293852844,0.547440382,-0.828231358,0.369642488,-0.557553469,0.156573611,0.264356767,0.634514236,0.028013135,0.2687695,0.520068349,0.518048656,0.45718317,-0.07613198,-0.851235309,-0.376670939
YGL151W,0.348480185,0.81016037,-1.293391767,-0.287115836,-1.525787461,-0.393511499,-1.334022396,-2.673667992,-1.7346257,0.005726431,-0.664741227,-0.862294358,-0.963832064,-3.108336626,-0.991721899,-0.582307698,-0.153173481
YGL152C,0.740159462,-0.216192277,-0.624293733,0.185837526,-0.457243267,-0.345409522,-0.137231147,-1.113170238,-0.294491232,-1.075252364,-0.068317347,-0.286151078,-0.228638441,-0.523096617,-0.723213095,1.316062124,-1.028751247
YGL153W,0.401926507,0.39133858,0.656629911,0.548983118,1.058119962,0.122668646,1.118344134,0.980021659,0.713676648,0.308137858,0.80613275,0.37131742,0.164944019,0.753870741,0.700394612,1.023741376,0.040013011
YGL154C,-0.960450189,0.279701948,-0.751635856,-0.637622412,-0.393489003,-0.590463444,0.997719665,-1.072258345,-0.815193245,-0.900743382,1.094596669,0.638805759,-0.153518843,-0.515423099,-1.2286867,0.61116525,-0.853307129
YGL155W,0.239144057,-1.5707784,-0.484481239,-0.505756484,0.063704775,0.104002419,-0.264729964,-0.520769237,-0.44068256,0.385677009,-0.244618294,-0.523514607,-0.174667029,-0.515932099,0.670825161,-0.804813765,-0.057299893
YGL156W,0.551977474,-0.048294836,-0.274579556,0.389166734,-0.061696984,0.383275342,-0.463373999,-1.076045925,-1.007999071,0.122693683,0.006540797,-0.371749792,-1.114663426,-0.970836177,-0.521529217,0.634419573,0.210215118
YGL157W,-1.526543532,-1.157173972,0.153981901,-1.005469635,0.473419767,0.107093716,-0.194334339,-0.164081632,0.279902307,0.446302807,-0.044994912,-0.379390971,-0.128791259,-0.457166267,-0.240056168,-0.341513774,-0.239566817
YGL158W,-0.160769903,-1.697366185,0.344994129,-2.304939607,-0.006412755,-0.069555657,-0.368027371,-0.423021569,0.293253658,0.224423763,0.637198158,-0.003423309,-0.0789181,-0.220277944,-1.305266107,-1.049857612,-0.229586107
YGL159W,-0.195611115,0.543329407,0.447870633,1.091870998,0.321519917,0.098265486,-0.743820532,1.421417686,-0.000635958,0.379085134,-0.494223951,0.099415625,0.167732444,0.050766169,0.385139122,-0.005819185,0.318355007
YGL160W,1.132716152,0.0597566,-0.181538586,-0.022884003,0.489234,-0.988761403,1.290331208,1.516450791,1.096781614,0.396019899,0.929998644,1.147411762,0.668641854,0.780629188,0.422676117,0.053984062,-0.303324861
YGL161C,-0.321758965,0.009588592,0.151610175,0.366543525,0.075432227,-0.507582493,0.147826297,0.199761298,0.076323905,-0.558169424,-0.19500539,-0.08918376,0.295855058,0.453563991,0.668970171,0.803678098,0.071138645
YGL162W,-1.23559779,-1.575367001,0.208715736,-0.594801463,1.483292582,0.350444688,0.517365153,0.356059501,2.098882267,-0.571532362,-0.662960298,0.191468424,1.316312442,0.070413778,-1.181630081,-3.66397881,-3.31323353
YGL163C,-2.484316576,2.885173295,-1.605754931,4.229124649,-1.709847259,0.464412236,0.542842554,-1.950684929,-1.717152146,-1.814059925,0.314439854,0.027535954,0.456631955,-0.350939781,1.05720518,-0.006835689,0.521734945
YGL164C,-2.261779625,-1.452412251,-0.706990451,-1.234287587,0.220301616,-2.259962487,0.409013287,-0.193547453,-0.242529681,-0.637252608,-0.450476157,-1.584930482,-0.949289152,0.081587413,-1.250381093,-0.049731589,-0.683938078
YGL165C,-0.301225508,-0.519009649,-0.122312841,-0.089538813,-0.105592893,-0.465257643,-0.092455355,0.353037949,0.096675016,-0.543481411,-0.142977172,-0.007196743,-0.058159594,-0.24230033,-0.253565001,-1.646834783,-0.407944462
YGL166W,-0.85050213,-1.655713513,-2.975995674,-1.134301881,-1.701205798,1.510320916,1.016571177,0.564866373,-1.44806062,-1.322048413,-0.429082033,0.488678599,-0.481129319,-0.048847231,-0.792076167,-1.220667339,0.07715219
YGL167C,-0.548335691,0.955120432,-0.986578214,0.218128156,-1.090256026,-1.008461853,1.352855015,-0.680302895,-0.991431277,-0.830562004,1.052100729,-1.710748963,-0.602754287,-0.602325437,-0.919490908,0.875788736,-0.232847896
YGL169W,-0.28634552,-1.30174558,0.134057353,-0.024014022,0.839624083,0.347600939,-0.481760496,-0.34437181,0.088231822,-0.71647953,-1.060802551,-2.797052984,-0.702138595,-0.215149129,-0.540419973,-0.915581197,-0.05408926
YGL170C,0.030104664,0.148416336,-0.050031971,-0.042824975,-0.58266583,0.716952512,0.8228798,-0.885236136,-0.328884078,0.218336334,0.23181103,-0.103325032,0.417473488,-0.046926977,-0.446275788,0.648591661,0.203233686
YGL171W,-0.183943725,-0.110720848,-0.747118637,0.421338909,-1.164497211,-0.765554533,-0.922123001,-2.709292276,-1.670731976,0.025924925,-0.549581049,-0.304113851,-1.243000462,-2.229604183,-0.618863165,-0.220825535,-0.528328356
