ORF,As,Ca,Cd,Cl, Co,Cu,Fe, K,Mg,Mn,Mo,Na,Ni,P,S,Se,Zn
YNL152W,-1.172722589,0.035228727,-4.402407301,-0.522038497,-4.070289787,-0.484306445,-0.067678432,0.569901522,-2.255426954,-0.83261454,0.397402997,0.713742774,-0.556954901,0.254865833,-0.787857198,-1.280319928,0.010303761
YNL153C,-1.77534126,-1.466740968,-5.143987681,-0.98366755,-5.011580154,1.033246671,0.19311825,-0.903977815,-3.668141933,-4.263606453,-0.030445915,-0.001475143,-2.17916073,-0.661176067,-1.445779714,-2.036643451,-0.321316586
YNL154C,-2.611430176,0.473832833,-1.354322883,0.60914196,-1.732141251,-0.215288394,1.917866033,-0.705187992,-0.765650978,-1.316604681,3.177261544,0.010053646,-1.166347125,-0.655385438,-1.168459549,-0.360966151,-0.082505572
YNL155W,0.148984856,1.000122554,0.051668176,0.621400227,0.208212142,0.939347104,0.898635191,-0.030359147,0.25163722,0.066995282,1.865429414,0.282475613,0.487005105,0.62474076,0.477373452,0.083604909,1.124415885
YNL156C,-0.285155805,-0.327808614,-0.849967937,-0.405776572,-0.159354966,-0.377375292,-0.518459242,-1.311098663,-0.536038019,-0.369005945,0.134768996,-0.217480017,-0.362916488,-0.620862712,-1.355385836,-0.040496096,-0.660586108
YNL157W,-0.9893466,-0.043075711,-0.174598904,-0.840767373,-0.136080271,-1.103156309,-1.008385474,-0.851025648,0.01333844,0.472830299,-1.067926218,-1.318579529,2.145638011,-0.694254984,-1.589352967,0.099313258,-0.606227798
YNL158W,-0.328998202,0.140254371,-4.839446061,-0.899171637,-2.165811491,1.139053682,0.689363066,1.326139085,-0.798145115,-1.024520531,0.938223738,0.746243695,-0.31807306,2.030729283,-0.152664747,-0.867289458,0.041580179
YNL159C,0.52595804,0.029941247,-1.504150206,1.045847489,-1.491350395,1.464357471,0.994949982,1.391336747,-0.106617605,-0.109437037,0.427356285,0.187191327,-0.017210101,1.364777969,0.659706128,-0.944889649,0.948861373
YNL160W,0.120750284,0.157210581,-0.389551999,-0.283691006,-0.443246108,0.081145777,-0.538178896,-0.967935279,-0.726591265,0.319879706,-0.386809153,-0.128032992,0.057939855,-1.235645952,-0.074762977,0.229245596,-0.188805897
YNL161W,0.376640523,0.791000559,0.373956626,-0.131419702,-0.148284963,0.446302782,1.894084649,1.173193522,0.474190964,0.401551527,1.11823609,-1.083243645,0.195230865,0.426662019,0.517396864,0.714873069,0.425583277
YNL162W-A,0.718401382,0.336744168,-0.094757277,-0.073808293,-0.009314694,0.117006709,-0.619986989,-0.223651532,-0.420339623,0.65576816,-0.517335889,3.132795545,-0.243447273,-0.369176953,0.492578808,0.449720361,0.290962783
YNL163C,-0.528554457,0.030760169,-0.305868681,-0.90738205,-0.458522995,-0.505393308,0.534195379,-0.109017916,0.092267417,0.396977466,0.256028447,-0.076313591,0.487894527,-0.432803855,-0.104289313,0.155322499,0.000912856
YNL164C,-0.558086287,0.556352365,0.389383457,0.363734682,0.190119987,0.415892322,0.312993061,1.551392583,0.343959558,-0.207253557,-0.105828508,-1.282541068,-0.131045813,1.342432765,0.713262293,0.713271342,1.238066119
YNL165W,-2.906944199,0.079877841,-5.031916929,-0.287313373,-5.648791368,2.386081071,0.289991806,-0.609042071,-3.717312904,-2.684668796,0.01082007,1.932096475,-0.822826576,-1.565305834,-0.975639504,-2.063455957,0.838721256
YNL166C,0.142694616,0.279823249,0.087709553,0.420204197,0.223807729,-0.077415315,-0.618299819,-0.083561993,0.240692984,0.385619072,-0.452216203,0.40041502,0.091280367,0.084556175,0.577688567,0.077258276,0.131400711
YNL167C,-0.860625159,0.955137983,-1.400125266,-0.106734426,-0.943300557,0.554040449,0.596718387,-1.121546339,-1.224869407,-0.980948209,2.095019227,0.145770039,-0.665032967,-1.137597235,-1.566653505,-0.160049928,-0.445658291
YNL168C,-0.497039994,0.18771989,0.916207989,0.418224697,0.41532516,-0.427569176,0.490142879,1.449987783,1.24203586,0.379161753,0.17019434,0.038979497,0.432249345,1.597275726,0.920596265,1.172158275,-0.13808869
YNL169C,1.506350697,0.606693427,0.772814291,0.411218545,0.33771301,-0.128343958,0.198984748,0.083040895,0.888392521,0.959899991,0.258253467,0.535113039,0.512708666,1.062753537,1.721425496,0.675884683,0.611026461
YNL170W,-0.490998838,-0.184250459,-0.287303262,-0.215978921,-0.138801308,-0.05238491,0.072177947,-0.342381337,-0.676529386,-0.896969373,-0.286002695,-0.396354028,-0.357993753,-0.723840981,-0.667117044,-0.458247535,0.088824057
YNL171C,-0.068579814,0.050603888,0.258070495,-0.12149152,0.40911721,0.747668614,0.332177343,0.271952979,1.525604603,0.202174791,0.019576163,0.01568208,0.568400378,-0.152815952,-0.267191408,0.726971063,-0.323828314
YNL173C,0.606118324,1.361098635,9.926296713,2.2009969,3.491948816,1.556862334,1.200044313,1.941062776,0.53075339,8.937109745,-0.613487236,0.006826494,0.914347566,2.247678455,1.023443542,-1.165631195,1.297655029
YNL174W,0.402831704,-0.157117739,-0.167742757,0.423456586,0.293802124,-0.478847159,-0.314048119,-0.386687883,-0.051485143,-0.719754823,-0.550495218,-0.239666903,-0.104685167,-0.693570357,-1.048708352,-0.785079445,-0.348808738
YNL175C,-0.201872506,0.059500119,0.284996765,-0.403975128,0.234902429,0.653469691,0.090571255,1.175390237,0.475209062,1.117102837,0.156367691,-0.411508843,1.418347714,0.434626858,0.418785468,0.488538071,1.668254982
YNL176C,-0.317948731,-0.531851647,-3.622271755,0.864226252,-2.723601332,3.404597428,0.347376573,-0.456337243,-1.989367652,-1.002202034,-0.745010427,0.205643582,-1.503534963,0.99716743,0.049898989,0.052906825,0.407494369
YNL177C,-2.518467359,-1.365636414,-1.74501144,-2.180770134,1.056158197,-1.161642288,-0.593382851,-3.515364999,-1.880689162,-2.396511451,1.222689965,-0.793910432,-0.358098983,-3.629932841,-2.610724054,-0.315134768,-1.161947573
YNL178W,-0.305676011,2.949152441,0.22099288,0.484504516,0.702443364,0.968540661,-2.009014069,-0.237603537,1.264924914,-0.642606305,-2.147847642,0.662606733,0.942954035,0.172106104,-0.788853067,-1.133007054,-1.277898904
YNL179C,0.29409085,0.153177292,-0.024471317,0.204759839,0.101056321,0.12338161,0.913941327,0.247572761,0.097527696,0.378711648,1.070984119,0.192487904,0.35923472,0.215350027,0.598660971,0.373095143,0.393626916
YNL180C,-1.330865173,-0.128540521,-2.632318417,0.002835136,-4.35658645,2.621243444,1.149093533,-0.14172769,-1.139530468,-1.349981536,-0.122543436,0.141568161,-0.1865999,0.483317867,0.285336954,-0.720674243,0.65394016
YNL181W,0.284649519,0.835945439,2.551308892,-0.077483172,2.325314213,1.460646371,0.92622433,0.606150129,0.073237223,-0.919556027,0.308987924,0.186644634,-0.145396162,0.443779937,0.155408927,-0.28349632,0.687036353
YNL182C,-0.193751188,0.086103644,-0.512728622,-1.160771497,-0.839216074,1.076778079,0.446732825,-0.362274154,-1.308141958,-0.559381116,0.133287901,-0.009619953,-0.81855339,-1.238805121,-0.499736498,-0.085031297,0.258001088
YNL183C,0.598779416,-1.145759739,-2.934859784,-0.35144521,-4.71551494,0.485916068,0.828349936,-2.019628296,-3.26740555,-2.777832852,2.046374445,0.367631399,-1.81168698,-0.898948357,-1.467044294,-1.642164955,1.154407985
YNL184C,-0.823170989,0.418773246,-1.367894587,-1.534216569,1.340003272,-2.279463957,-0.090164465,2.347166373,2.048626156,0.11469196,1.297205342,0.312316819,0.345465942,2.54769118,0.63072813,0.885842369,-0.263719763
YNL185C,-1.497760855,-0.57109047,-0.541837638,0.920122091,-0.481444964,-1.2943814,3.312343091,-0.822151882,-0.808903011,-0.41075957,3.529038303,-0.07888213,-0.490225409,-0.739363865,-0.231331884,-0.357044547,-0.047098665
YNL186W,0.677778926,0.480848127,-2.618981763,3.130779041,-4.580886425,1.673082153,3.792605343,-1.174019457,-0.559160131,-0.228193369,3.097566508,0.718998748,-1.514255894,1.417849488,1.049123565,0.714653625,0.302675085
YNL187W,-0.530879299,-1.494557823,0.620448348,-0.990136478,0.63694583,0.084063647,-0.158036102,1.379830371,0.91632902,-0.20542698,0.071218425,0.196137701,0.469346141,0.768033237,-0.599037896,0.206927769,-0.094242126
YNL188W,0.784958435,0.438430661,0.680097283,1.41350584,0.817617745,0.132184489,0.207815609,1.174589688,0.456424257,0.122764786,0.128366451,0.290667489,0.863712615,1.890657799,0.962576538,1.172093745,1.448179045
YNL189W,-1.486647242,1.797202511,0.494420326,-0.223776911,-0.57106772,0.105417683,-0.271542588,0.00485654,-0.724156804,-0.020694532,-0.942342274,-0.621196275,-0.566231695,-0.863272042,-0.200754159,-0.167600265,0.452277286
YNL190W,-0.275064308,-0.315116924,-3.981772211,0.311161958,-1.17398489,2.74795249,-0.315843395,0.510837242,-0.684841367,-1.988812985,-0.075055177,0.91482007,-0.288021737,-0.047983907,-1.065361557,0.402670591,0.186333166
YNL191W,-0.497353953,-0.883398948,1.098799835,-0.023890459,1.287739737,0.503885334,0.197354376,-0.751259835,0.793886872,-1.210902292,-0.552683479,0.036111681,0.500874436,-0.131730752,-0.865632609,-0.540729269,0.485590969
YNL192W,-0.15012025,0.122043843,-1.145257314,-2.758885363,-0.868627056,-0.998955507,-0.792172781,-0.219050322,-0.83700531,-0.104766047,-0.51639509,-0.207410393,-0.442390368,-0.65397919,-0.435295199,0.75540007,-0.046320298
YNL195C,-0.061605828,-0.212489732,0.017500393,0.588790329,0.084976574,-0.115681751,0.713227038,-0.078737794,0.574053714,-0.017922858,0.730574638,-0.09999971,-0.122558661,0.243061448,0.16591534,-0.082070113,0.273759531
YNL196C,0.103907531,0.318340012,0.656507682,-0.085100365,0.112442806,-0.080889039,0.092839291,0.215830175,0.716942113,0.213279681,0.526319319,-0.350438605,0.049419503,0.623823099,0.095488238,1.386061186,0.245526512
YNL197C,-2.99621417,2.831612166,0.099241306,3.629203499,-0.459488782,-0.702684494,-0.28955154,-1.00066501,-1.535068687,0.210457644,-0.638743282,-0.571363787,0.219180491,-1.283797023,0.654728974,0.312287758,-0.146548269
YNL198C,-0.438779616,-0.159772081,0.186276438,0.077124942,-0.227005126,-0.525822422,-1.036775098,0.446785515,0.146102464,0.400231084,-0.359315888,-1.951625467,0.117606687,0.119839921,0.081277641,1.026081278,0.036208097
YNL199C,0.060993945,0.008150164,0.862758678,-0.666845314,1.545466255,0.66951765,-0.107065061,-1.262478426,0.843541315,0.545681945,-0.904431851,0.266438105,0.284137032,0.101723016,-0.32991908,-0.036211527,-0.093017943
YNL200C,0.458851192,1.030646381,-0.557651733,-0.084105739,-0.664199011,-0.310681107,-0.245227588,-1.866466082,-1.186681215,-0.769048378,-0.239981282,-0.305876174,-0.554353072,-1.503877328,0.233039771,0.04849651,-0.246720316
YNL201C,1.149311371,-0.699706624,1.099475267,0.504020129,1.236612779,3.281764874,0.628246892,1.623993095,1.928489921,-0.187752211,-0.17892281,0.864473126,1.325985906,1.552270041,0.331515355,-0.775694337,-3.018434253
YNL202W,0.792995158,-0.035686637,-1.747350098,0.379007905,-1.656897941,0.69303712,-0.635842642,-2.258324205,-1.814202142,0.400867877,-0.048288384,-0.334831082,-0.881830749,-2.415225283,-0.951000147,-0.097823324,-0.771832707
YNL203C,-1.388864148,-0.021045092,-0.148928071,-1.6003215,-0.07719457,-0.485374753,0.49072344,-0.485803644,-0.362496379,0.124308189,-0.186051341,-0.560715842,-0.172768252,-0.432226175,0.250068146,1.316166441,-0.290315595
YNL204C,-0.785289059,-0.122462425,0.556380498,0.281180012,0.735555957,0.103423335,0.165437658,-0.155945978,0.255355411,0.150516965,-0.299244897,0.218009645,-0.154894164,0.294396959,0.306316098,-1.635803369,0.816136146
YNL205C,1.066538192,0.709095019,0.354206282,0.318614812,0.042743675,1.094911227,-0.078952217,1.325449459,0.640068539,0.54203983,0.036428696,-0.056163981,0.050038304,0.943751229,0.216497325,0.973754422,-0.166170366
YNL206C,-0.570092798,-0.602056251,-0.899844617,-1.965604168,-0.640754779,0.587686279,-0.326473711,-1.04768536,-0.829392997,-0.446590201,0.813888548,-1.044220195,-0.533620996,-1.52333014,-2.040784436,0.490434134,-0.342523109
YNL207W,-0.374526751,-0.233801383,0.162208423,-0.147640585,0.341276503,-0.111909145,0.157561325,-1.164426009,-0.118027061,0.097261347,0.076170066,-0.311730987,-0.007932709,-0.598905162,-0.136282735,-0.843195215,0.403050332
YNL209W,-1.35438829,-0.93209356,-0.127266175,-2.709393768,0.011228168,-0.178711073,1.372261549,0.336943772,0.072712503,0.083630359,0.454131586,-0.673634415,-0.151576747,0.118261789,-0.847654672,-3.236665525,-0.046442271
YNL210W,-0.068031881,-0.100097245,-0.17773879,-0.168826791,-0.530904482,-0.195119725,-0.770292417,0.308069434,-0.010438884,-0.168899673,-0.413491543,-0.588222058,-0.13556751,-0.183963495,0.519587084,0.899398815,0.247056378
YNL211C,0.56312546,0.305681134,0.583580185,0.325075332,-0.035897215,0.413586316,0.478487589,0.316630029,0.335989472,0.241727461,0.520922175,0.061620711,0.402294987,0.810687729,0.955913452,-0.416044698,0.762214405
YNL212W,0.622029068,0.65964226,0.193002827,-0.343844506,-0.346309262,0.141540633,0.082708604,0.686551162,-0.419462429,1.087690556,-0.07391993,-0.422645965,0.121690875,0.657324625,0.479503153,0.645338555,1.061034221
YNL213C,-0.700742446,-0.198294388,-1.72221232,-0.032137587,-1.586498532,1.891362093,0.193313201,0.095050117,-1.160081528,-1.374716403,-0.023764028,0.527021011,-0.123343987,0.03826798,0.030450251,-0.44624732,0.434403974
YNL214W,0.958290261,0.454472281,0.677315112,-0.004038339,0.312357722,0.257779853,-0.028761794,-0.254314845,0.64097866,0.9808095,0.097091615,0.081525768,0.658751965,0.206606027,0.937190884,0.130610597,0.653927472
YNL215W,-6.986604128,0.171949442,-6.272922726,0.454147656,-6.476193427,2.944787726,0.674295285,0.078889283,-3.22329334,-3.879337131,-0.021696344,1.927824811,-0.31923929,-0.661344151,-0.097849216,-2.512511402,1.549989636
YNL216W,-0.940729936,0.420611831,-0.729601846,0.095008698,-1.685195694,-1.037424322,-0.616646224,0.048057368,-0.789498148,-1.701616399,-0.669147611,-0.407167818,-0.80466176,-0.545910596,-0.310629405,0.147184504,0.095678974
YNL217W,1.032293666,1.039718889,0.580162394,0.276931971,0.357405779,1.357842018,0.078007438,0.240737165,0.065220385,0.720232996,0.014040927,-0.368026386,0.292425537,-0.110988547,0.300115452,0.707242164,-0.31336597
YNL218W,-0.657640851,-1.090038002,-0.513592276,-0.187083588,-0.290865513,-0.557874273,0.341032511,-0.888458602,-0.292604472,-0.522583067,0.842372574,-0.378096878,-0.572038817,-0.929629371,-0.924791799,-1.036370734,-0.127568105
YNL219C,0.339069974,0.098733373,0.730921991,0.096630765,0.655324614,1.483943576,0.39915602,-0.732890608,1.406411799,1.181851413,-0.171946421,0.467858986,0.721129009,0.715459092,-0.024051331,0.640447497,-2.630949273
YNL220W,-0.825385448,-0.815407029,1.298339885,-0.165052312,1.876323398,0.985986993,0.892019374,1.484322988,1.456215477,0.480032839,0.973255894,-0.124255145,0.713838942,0.926465056,1.353618424,0.325887903,0.814389978
YNL221C,-0.533790237,-0.042313636,-0.599448831,0.580774103,-0.35181971,-0.042705585,0.109845522,-0.359798169,-0.394769084,-0.574789217,-0.10837005,0.256246445,-0.217581822,-0.162920564,0.128924667,0.629834309,-0.034794494
YNL222W,0.194015015,-0.109300157,0.126106649,0.071655082,0.071662511,0.108192293,-0.800969302,0.269480212,-0.288561903,-0.283120587,-0.998919808,-0.09604202,-0.249728083,0.00927385,0.036322167,-1.131131907,-0.485663817
YNL223W,0.521542085,-1.084550981,-0.099993806,-0.794800053,0.375482534,-0.080152975,0.520593941,0.270349244,0.071304223,0.948986161,0.558109218,-0.095529135,-0.304293324,-0.129109359,0.609681988,-0.482060985,0.115567971
YNL224C,-2.01920927,-0.391131856,-0.707106601,-1.519401469,-0.27114926,-0.642630758,-0.501892827,-2.160277388,-1.347552055,-0.6193553,-0.933098679,-1.087710603,-1.652535739,-1.985537932,-1.625759993,-2.049656863,-0.954942329
YNL225C,0.484376817,-0.556817713,0.450599928,-0.150787985,-0.037876502,-0.247327339,0.215662365,-0.225526211,-0.429633973,-0.137931551,0.338883113,0.250838921,-0.288325889,0.068995406,-0.208798085,-0.712541519,0.477298688
YNL226W,0.631895263,0.573935001,2.127869246,0.158204227,0.902898391,0.575702849,-0.167834477,0.325688207,0.18024167,-0.961170063,-0.436461954,-0.248641873,0.344277234,0.683419444,1.008544109,0.444782793,0.762716599
YNL227C,-0.450131469,-0.799290524,-0.387186312,0.031760272,-0.557492083,-0.67580604,0.068355346,-0.381213323,-0.191038461,0.906340007,0.27589605,-0.165737138,-0.336832379,-0.480267895,-0.5302102,-1.270478998,-0.280004031
YNL228W,-0.693959911,0.490951559,-0.094532454,0.119875629,0.69410539,0.857223174,0.199240025,-0.125789086,0.721035652,-0.545268234,-0.913119602,0.547614449,1.238216079,0.013377664,-0.386734765,-0.199385737,-1.642881222
YNL229C,0.121967973,0.32114029,0.426674248,0.463328745,-0.458374124,-0.643488774,-0.492794094,0.527010511,0.039016637,0.460043501,-0.979682494,-0.41861398,-0.419172111,-0.244308693,0.030179433,0.430392718,-0.433471822
YNL230C,-0.519741737,0.007051291,0.071127446,-0.010857086,0.655026607,1.325529609,0.076965659,-0.369065902,1.083576598,-0.147503414,-0.750381268,-0.07163616,0.509050481,-0.21730544,0.378236629,0.952840851,-0.374902068
YNL231C,-0.538849853,0.104648231,-0.182882361,-0.863652453,-0.021824874,-0.683898212,-0.470421976,0.540551134,0.224955352,0.201258406,0.198823422,3.728288579,-0.192600526,-0.218419654,-0.138977711,0.176500883,0.224530956
YNL232W,-1.174188771,0.257121165,0.081676309,-0.438379359,-0.162239034,-1.074517059,-0.322562273,-0.651678527,-0.627808931,0.591306015,0.623476696,-0.298457777,-0.77429833,-0.338341153,0.109101565,-1.131100194,0.028418585
YNL233W,0.575405736,-0.656283366,0.326522985,-0.129431109,0.07316114,-0.045696663,-0.089466581,-0.379379934,0.95012511,1.522012119,0.467345038,0.444690305,0.214982416,-0.18229085,0.832856807,0.152088862,-0.475881862
YNL234W,0.41885147,0.005547729,0.219850553,0.795767245,-0.537130724,0.776129171,0.879592521,-0.698952423,-1.403803117,-0.162250671,0.103639241,-0.269650444,-0.918592031,-1.043714954,-0.944056082,-0.094633258,0.421406552
YNL235C,0.207900607,0.499283775,0.145523945,-0.728534544,0.188481778,-0.267693629,0.549701995,-0.151440499,-0.282110865,0.219919924,0.860147348,0.300110542,-0.221706981,-0.073460134,0.254476365,-0.020266958,0.296335313
YNL236W,0.417995845,-0.279375999,0.659997884,0.075152303,0.797826471,0.583630002,2.137950134,0.407316444,1.702013076,0.161971228,0.454931273,0.735424918,0.59304417,0.983213991,0.774543543,0.347931145,0.636752873
YNL237W,-0.023141499,0.637156277,2.061263663,0.056164844,2.071927738,1.139864372,1.071872184,1.569412715,1.84858874,-0.219249686,0.331741843,0.98013732,1.456338424,1.486333092,1.042750481,-0.697982763,-2.983036966
YNL238W,0.619961119,0.095251759,0.599830451,-0.372236661,-0.324777624,-0.775105422,-0.034655392,-0.617958298,0.090926615,-3.180264608,0.160661157,-0.178473054,0.402142399,-0.188659358,-0.186161715,0.816482013,-0.131179624
YNL239W,0.170773125,-0.015388248,1.547158071,0.414593766,0.036331272,3.719554441,2.65383316,1.952079969,1.526874341,2.566099069,0.253796547,0.374043864,0.451673703,4.102966081,0.800133589,0.117838271,-1.142452304
YNL240C,1.327137168,0.186021377,-0.179795411,-0.543436982,-0.170317977,-0.360019889,0.014123647,0.570113062,0.211805081,0.295593594,0.047983951,-0.209163336,0.390457677,-0.319276449,0.850787688,1.332972466,-0.362584938
YNL241C,-1.177464262,-3.314908059,0.239228554,2.361641035,1.559508398,2.398160471,1.486926799,0.364792816,2.702594218,-1.405566854,-0.374051781,0.410379856,1.874269409,0.501450167,-0.180187218,-1.276814163,-5.538996842
YNL242W,0.005493883,-0.293255874,-0.753623057,-0.266713081,-0.362365571,-0.204701962,-0.398075319,-0.70340463,-1.329710195,-0.637482055,-0.082059365,0.494877414,-0.676942133,-0.781774442,-0.374759508,0.064524558,0.063068425
YNL243W,-0.34646798,-0.54586377,-0.046274146,-0.301747383,0.086504134,-0.468925245,-0.585639022,-0.628129301,-0.402511054,-0.469120088,-0.501649626,-0.490274782,-0.678845186,-0.74603134,-0.622034668,-0.273819565,-0.628439245
YNL244C,0.782306899,-1.606035587,0.378334778,-0.102262933,0.519320341,2.674552609,-0.046143608,-0.350631987,0.670759227,-0.416128844,-1.906680653,0.027316869,0.105139655,0.098568596,-0.22268382,0.304757446,-3.312860428
YNL245C,3.668077442,-0.208689331,0.858785809,1.453139576,0.399659401,2.613267269,-0.389633681,-1.047450056,0.62303211,0.498050903,-1.558493961,0.964467692,0.89630271,-1.128555803,-0.371819826,0.245596799,-1.842466365
YNL248C,0.628197041,0.089254675,0.094033013,-0.039652151,-0.256081662,-1.043898467,1.603574523,-0.531134678,0.377321897,0.708990487,0.588748232,-0.76981332,-0.121859258,-0.080918372,-0.081109529,-0.852818579,-0.096208414
YNL249C,1.041556607,-0.467571079,1.111181604,0.598249437,1.058608942,1.42606716,-0.717422177,0.241706669,2.074030518,-0.159695817,-0.729512402,-0.159173044,1.317231945,1.276867262,0.101287534,0.062817457,-1.106010523
YNL251C,0.821462485,0.048049854,0.516403558,-4.671200941,0.706476723,0.789083875,-0.187053995,0.898852565,0.863473137,0.033399893,-0.182990254,0.20375629,0.576937094,0.815031017,0.639461926,0.176011331,0.823504927
YNL252C,-1.37662721,0.139709558,-0.995247436,0.195318326,-0.851310235,-0.769371594,-1.851953639,-2.289785043,-1.059300324,-1.314465303,-0.876966724,0.501316061,-0.82530516,-1.478067125,-1.382192151,0.366475231,-1.016811367
YNL253W,-0.104239737,0.173954907,0.302701393,0.795700097,-0.863523111,-0.310749906,0.41302536,-0.687500391,-0.241711631,0.300088544,0.028200979,-0.545971089,-0.379681948,-0.963119953,0.039542349,0.421868797,0.182088956
YNL254C,-0.262260481,-0.001508127,0.316609231,-0.267665093,-0.07458125,-0.169988111,0.050477235,0.134574726,0.139018483,-0.269820446,0.186556164,0.001182395,0.116753934,0.535353279,0.181934873,-0.125296246,-0.092038757
YNL255C,-0.158084702,0.069651047,-0.202440782,-0.074891685,-0.242695572,-1.011415015,0.748543022,0.382455371,0.134964155,0.367900044,0.433504146,1.552015421,0.118730351,-0.108748324,0.340293283,0.180724875,-0.322988826
YNL256W,0.299339404,0.156876884,-0.226185138,-0.143128762,0.061695561,-0.728163627,-0.419934073,0.451623683,-0.161331359,0.585391301,0.046811074,-0.162773429,-0.035014004,-0.082356315,0.104988698,0.627646219,-0.466571288
YNL257C,1.040150334,0.115650963,0.36963771,0.011874602,0.615944885,0.320973437,0.58582626,-0.209851089,-0.378224154,1.766053343,0.434317365,-0.276865928,0.819393591,-0.089452799,-0.399077757,0.265782027,0.243197485
YNL258C,0.720621729,-0.423467783,0.197232796,-1.801096506,-0.361744439,-0.544762174,-0.633937415,1.074548259,-0.456546536,-1.186641787,-0.005732873,-0.900243959,-1.266562579,0.194621281,-0.90011221,1.535009898,0.021933006
YNL259C,-0.251019358,0.154316238,0.935487681,0.267711243,0.25601491,0.119418468,0.247185724,0.695365097,0.305024136,0.354161404,0.716512465,0.089066085,0.076979803,0.068842771,0.919751981,-0.623272178,0.738177271
YNL260C,0.403568055,0.489052205,0.079274662,-0.418080681,-0.392452755,-0.391173121,-1.75172314,0.244196527,-0.163444351,0.116579423,-1.399141067,-0.071055702,-0.263520525,-0.134103694,-0.253329223,0.712214487,-0.55226331
YNL261W,-0.501228807,1.484680233,0.920967401,0.453817189,0.763265013,-0.542484961,0.31069262,1.007773452,1.488895041,0.069629272,0.114742787,1.794528531,1.244881244,1.457774838,0.890898729,0.692180625,0.768821814
YNL263C,0.669760645,0.640873224,-0.119991089,-0.897299041,-0.255013274,2.187506826,-0.374841946,-1.228472731,-0.853472488,0.336099914,-0.943947124,0.015077033,-0.810431324,-1.204377253,-0.377718621,-0.171776859,0.540483075
YNL264C,1.394655206,1.186214932,0.907241426,0.262010248,0.286103837,-0.66556602,-0.93748632,-0.135997938,0.535356209,-0.104238679,-0.097952516,0.408342778,0.553963005,0.200811336,0.522422872,1.491819746,0.136837468
YNL265C,0.124263784,-0.998178394,1.369145738,0.219532262,1.301823662,1.197182855,0.5892577,0.154296073,2.57221763,0.717091686,0.943726598,1.968304876,1.65931225,1.12889762,0.702132398,-0.344685367,-3.965410659
YNL266W,-0.159968484,-0.33613942,0.339669439,-1.10188603,1.362720302,0.638688261,0.32154711,1.015152154,0.491127701,0.321471043,0.546196924,-0.18228674,0.189198346,0.210893212,0.321610458,-0.150476793,-0.083482313
YNL267W,-0.439438516,0.029641922,-0.228247518,-0.589254189,-0.935708572,-0.390676491,0.173482698,0.669299074,-0.113936399,0.729840989,0.125098671,0.444491596,0.087877206,-0.012637334,0.365004721,-0.10051067,0.076527784
YNL268W,-1.091287146,0.661998849,0.153317962,-2.638512731,-0.275304215,0.008994048,0.995833102,1.059338825,0.556101956,-0.232364372,0.51154537,-0.268454018,-0.347178487,0.100980914,0.340776238,0.084967733,0.536432756
YNL269W,1.860318706,0.418381619,0.84624827,0.35068505,0.016631031,-2.503172974,-0.63254933,0.127992977,-0.006150858,0.054950955,0.061319419,-0.214177879,0.068822304,-0.683372151,-0.287960811,-0.545542516,0.13415431
YNL270C,0.60729758,0.704449809,0.471811284,1.17272033,0.24516437,-0.25521846,0.071051092,-1.277563376,0.17244687,-0.034494989,-0.167679969,1.083237962,0.633430611,0.090339869,-0.776083745,0.003753361,0.392711138
YNL272C,0.539226569,-0.606500583,-0.41258388,0.147890232,0.035318567,-0.198011623,-1.216485199,-0.103540021,0.526341335,1.313117758,-0.50776079,-0.752248272,0.19476285,0.379317732,-0.214513327,1.880302587,-0.902659356
YNL273W,-0.101877527,-0.137266149,0.271316208,-0.087710031,-0.309300392,-1.105006679,-0.278746283,-0.227221743,-0.581162576,0.455567114,-0.532122102,-0.166210243,-0.287087415,0.098291082,-0.274701522,-1.943481931,0.190908539
YNL274C,0.285058842,-0.633352495,0.204865877,-0.09078324,0.380145174,-1.266059173,-0.667457734,0.439492391,0.551185415,-0.025263635,-0.241627902,-0.43816953,0.169097992,-0.159291359,0.190225471,1.042756123,0.029049386
YNL275W,-0.312681066,-1.175900378,-0.651307803,-0.47676664,-0.145549564,-1.200518676,-0.913147415,-0.942155106,-0.72179499,-1.113352272,0.19163965,0.068747844,-0.339455661,-1.350051375,-1.32284055,-1.880934007,-0.572306328
YNL276C,0.117972023,0.500358558,0.171499135,2.013795973,0.348100062,-0.014268507,-0.541575773,0.551581857,0.289280086,0.270003015,-0.277791135,0.380482862,0.285164577,0.414625152,0.607358082,0.230975592,0.032668849
YNL277W,0.112517406,-0.351179318,0.391289637,-0.632032351,-0.152042963,-0.154272164,-0.750526654,0.204293369,0.468947711,-0.067989771,-0.851544793,0.38956204,-0.211723316,0.136287573,0.611992815,-1.251705267,-0.553160464
YNL278W,1.06359789,1.230939856,0.819117906,0.142063663,0.426757182,0.041154894,3.055116058,0.000820398,1.069401264,1.512961825,-0.367008497,0.061334211,0.570913387,0.918673348,1.214943099,0.503413934,0.484458841
YNL279W,-0.503616851,-0.060175381,0.199514789,-0.259643233,-1.481371016,0.149847116,0.010298822,-1.44855666,-1.103346278,-0.199051571,-0.244883118,0.705234064,-0.423917061,-0.936413696,-0.604215671,-0.522626491,0.413789374
