ORF,Ca,Cd,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,S,Zn
YBL071W-A,0.937663866,0.065579099,0.566722173,0.272600076,0.987041723,0.816909986,-1.821889069,1.926785799,-0.459747708,-3.15720755,0.052805735,-2.187580673,-0.24515152,1.171047369
YBL072C,-1.284402017,-1.514119602,-1.77347132,-0.736442811,-0.630598318,-0.167840312,0.894165378,-1.542219386,-2.304074312,-0.766524427,-0.244688472,-1.331969969,-0.121891612,-0.623233769
YBL075C,-0.112685205,-0.139349344,-0.090297965,-0.14810164,-0.547065773,0.332352417,0.146463649,0.171874482,-0.001182131,0.067510072,-0.067950555,0.370825688,0.144265358,-0.307050533
YBL078C,-0.557855217,0.448157008,0.56767564,-0.195210077,0.009452486,-0.353358452,-0.212743451,-0.167319125,1.044274457,2.040057999,-0.043235447,-0.461280927,-0.358983876,0.26594343
YBL079W,-0.272779597,-0.249617126,-0.622082313,-0.724690293,-0.092474325,-0.391568432,0.046567016,-0.106944913,-0.245934462,0.875123374,-0.409832996,-0.261633295,-0.294699783,-0.26698419
YBL080C,-0.189969533,-0.064282903,0.668526669,-0.114089315,-0.072755036,-4.134243488,-0.150163989,-2.848975687,-1.457487978,-0.189798937,0.082967045,-0.382620514,0.724381418,-0.150696558
YBL081W,0.168030261,0.242012575,-0.247228506,0.109927037,0.285255079,0.524712491,-0.01240415,1.038496609,0.807568129,-1.098886822,-0.113020566,0.255628317,-0.201046947,-0.329003019
YBL082C,0.632786218,-0.382220389,-0.848468549,0.364271534,0.381812108,0.451931231,-2.29093943,1.746540306,-0.871729739,0.7754863,-0.641542876,-0.943233237,-0.000877828,0.186992076
YBL083C,1.056881994,-0.065834097,-0.824911379,1.265540862,0.553367188,0.66490414,-2.102579716,2.282887858,-0.319207675,0.625121465,-0.697248849,-1.146628655,-0.036167502,0.445398198
YBL085W,0.276093023,0.191481823,-0.083014919,0.461148209,0.084001192,0.544073428,0.421335688,0.589136049,0.727700926,-0.196691316,-0.05487805,0.395201081,-0.058369009,-0.038166633
YBL086C,0.131523145,-0.359860998,-0.071373404,1.049778316,0.338051276,0.007568285,0.446485845,0.468670184,0.943074697,1.044439121,0.332834202,0.688152386,0.622734436,0.537080554
YBL087C,-0.022138799,-0.438504949,-1.057365334,-0.673931716,-0.381758863,0.290198584,-0.29744903,-0.656795238,0.687379788,-0.259907425,-0.064904004,-0.700228688,-0.181322323,1.100064872
YBL088C,0.303095365,0.074685634,0.071299942,0.727643925,0.418754498,0.412859317,0.740582203,0.173760976,0.858525249,0.40043014,0.307165065,0.694431668,0.277683157,1.424060179
YBL089W,0.496114178,-0.138148989,0.480845422,-0.089539002,-0.037539806,0.145688871,0.593957179,-1.077783211,-1.540050936,-0.104759666,0.110328949,0.253834195,-0.01715605,1.219779571
YBL090W,-0.068894277,0.087692262,0.774035248,-0.78376079,0.029833824,-3.879821093,0.377276905,-2.417670761,0.068456131,-0.720467487,0.588412716,-0.304643137,1.197039855,-0.025603355
YBL091C,0.018288841,-0.32976496,-0.239084501,-0.172130755,-0.227433081,0.205292356,-0.532156062,-0.113281254,0.894961319,-0.043628745,-0.472802584,-0.012328726,-0.576849093,-0.49308787
YBL091C-A,-0.301539235,0.336863168,0.100226094,0.329264185,0.096357923,-0.12462867,0.236406302,0.079645135,0.10283477,0.341815198,0.044105112,0.434811629,0.266884363,0.297865349
YBL093C,1.459357079,-4.700705915,-10.73395769,0.411274518,0.613235624,-2.696049968,0.513532807,1.7099586,2.269740173,-1.021517848,-1.122942213,-0.449313511,-0.2581344,0.316316163
YBL094C,3.943184121,-1.316468671,0.156397555,1.264371555,0.322428067,-0.178851437,3.453675867,1.432645488,-0.456502575,0.133375205,1.003727339,4.486612314,0.611093754,1.534865449
YBL095W,-0.48640885,-0.170196903,-0.022598505,-0.068207363,-0.220788496,0.323445835,-0.021694295,-0.206152616,0.082800055,0.359947762,-0.027315343,-0.101455745,-0.288662212,-0.449087414
YBL096C,-0.44249779,-0.008242412,-0.258985048,-0.301419665,-0.311442089,0.429393042,0.29025062,-0.275010087,-0.729021844,0.189753504,-0.117464655,0.043259124,-0.532546758,-0.405646155
YBL098W,0.793237952,2.489362967,-0.128742859,0.408916768,0.121614072,-0.398450061,0.446921637,1.200004765,-1.22437159,-5.770929207,1.319041354,0.571228617,0.375611585,0.757816152
YBL099W,0.171377981,0.131377026,0.440256899,-0.021095025,-0.120105812,-2.693831707,-0.438626231,-1.42694604,-1.990769097,0.073519278,0.052090728,0.102744414,0.887249377,0.890301883
YBL100C,-0.044661078,0.284489123,1.483366619,-0.721858198,0.204106228,-2.206280365,0.954965339,-0.834704754,-2.515265829,0.792728836,0.357233379,1.377039856,1.460327909,0.356556226
YBL101C,0.053502839,1.403106784,-0.297826018,0.564437603,-0.151502166,0.520114815,-0.188335805,1.183574424,1.02253815,-0.140902979,0.027792463,0.795193314,-0.270845453,-0.227973296
YBL101W-C,-0.235331405,-0.024651743,0.078046034,-0.193320712,0.071929793,0.078398263,-0.124792307,0.552192754,-0.050041405,-0.169818117,-0.030132268,0.328992117,-0.090810612,-0.880660061
YBL102W,0.652220742,2.092752185,0.194962174,-0.296619823,-0.139242688,-0.678500143,0.11496704,1.576261121,-0.456257971,-2.143250953,0.993157768,-0.284856366,0.390222003,-0.655231271
YBL103C,2.51587348,2.100972182,2.031641469,1.547942208,0.235853621,-0.187786836,0.472784458,-0.981901986,1.747316608,1.254489474,0.611539493,-0.217009326,-0.438710396,1.034411092
YBL104C,-0.191433625,-0.297885968,-0.190771389,-0.564752051,-0.423656504,0.247182036,0.533747363,-0.331120023,-0.227593738,-0.03409657,-0.003279595,0.26331246,-0.020208253,-0.004252078
YBL106C,0.942217058,1.727377013,0.312863654,0.012311851,-0.482945313,-1.254455273,0.424647391,0.518764564,1.746424249,-0.215106507,0.530186848,0.681393477,0.654322583,-0.043117201
YBL107C,-0.255372631,-0.286017072,-0.485369775,-0.22976581,-0.553409532,0.014267708,0.390924821,-0.051915173,-0.240784072,0.040025272,-0.449819671,-0.499857961,-0.731822057,0.012633024
YBR001C,-0.335325904,-0.331343732,0.086816107,-0.66524493,-0.530797735,-0.269094316,0.249305739,-0.233832217,-0.186525588,0.322043982,-0.295226772,0.12359192,-0.359802365,-0.053778908
YBR003W,-0.219015127,0.140290583,0.212748664,-1.070404027,-0.00088614,-3.235215239,0.032016301,-2.435313185,-2.238160398,-0.662950836,0.009524487,-0.621697493,0.596583851,-0.066668185
YBR005W,0.135180526,0.210478418,0.104312078,0.102308053,-0.263432839,0.187513312,0.543906165,0.16760362,-0.32621016,0.094532657,0.209699367,0.169986763,-0.179010491,0.459833337
YBR006W,-0.102171414,0.138363781,0.191337182,-0.029415288,1.132954576,0.106026287,0.136916676,-0.006499499,-0.312390743,-0.282641058,0.037385285,0.387782865,-0.092195049,-0.023164304
YBR007C,-0.128772316,0.038196729,0.205581454,0.021223822,0.354860497,0.179903863,-0.288655529,-0.255776462,0.147739114,0.34578899,0.046734577,0.379462038,0.051367285,0.110961484
YBR008C,-0.635585165,-0.322954022,-0.363550102,-0.552485874,-0.29721272,0.168936198,-0.304356639,-0.260953616,0.00086627,0.085943005,-0.239675781,-0.219779291,-0.251507751,-0.573927084
YBR009C,-0.315928315,-0.37935443,-0.192795292,0.307811016,0.434204149,0.270081114,-0.187952191,0.145650083,0.378491436,-0.242846727,-0.035000279,-0.094300171,0.056195163,-0.180414184
YBR010W,-0.534687047,-0.65919361,-0.445472334,-0.414182592,-0.115745697,0.461764728,-0.569715953,-0.149271765,0.208556609,0.481982209,-0.093171995,-0.391139424,-0.022627214,-0.378399364
YBR012C,0.282103927,0.232387146,-0.680362599,0.046809269,0.192057451,-2.380752877,-0.476002978,-0.607354123,-2.206835719,-1.783530987,0.53414841,-0.784505883,0.813686231,-0.633892257
YBR013C,-0.177256324,0.118651681,0.259852783,0.158497479,-0.113498147,-0.020556911,0.037035461,-0.460210834,-0.896398506,-0.148257769,0.060817956,0.482735154,0.281479432,0.31675123
YBR014C,0.62649137,-0.366403571,-0.201356987,0.181295864,-0.087220425,-0.106435335,-2.340747925,-0.073348002,-0.131962931,0.295187949,-0.733450442,-1.184000196,-0.359236913,0.535268992
YBR015C,-0.282553675,-0.988979886,-0.682559898,1.049887608,-0.221419376,0.543524066,-0.20922546,1.48603126,0.918381575,0.964850349,-0.511789033,0.317397642,0.182145161,0.527992498
YBR016W,-0.045696702,0.036063878,-0.206908789,0.196089293,0.371775466,0.808447764,0.27249021,0.749505982,1.043339828,-0.447027223,-0.174978242,0.772258298,0.598132882,0.251140123
YBR018C,0.011620582,0.185543923,0.4993755,0.110032543,0.231428753,0.27471633,-0.001854769,0.249155771,0.182503127,0.35103173,-0.034213512,0.962146768,0.047204545,0.148954228
YBR019C,-0.144542173,-0.129629378,-0.037889559,-0.387249017,-0.16983953,-0.471589691,0.161865568,-0.44894507,-0.526632306,0.529731776,0.018002535,-0.411114729,-0.682706824,-0.501794342
YBR020W,0.568266796,2.089262392,0.512613233,-0.024944352,-0.149551205,0.065242748,-0.256062912,1.184597083,0.379900685,-1.322759544,0.069044825,0.041057808,0.001715471,-0.517680506
YBR021W,1.966951315,1.233095965,-0.853055168,0.264532463,0.046627989,-1.819091667,-0.57845093,0.736690252,2.29453681,-2.052987371,0.827292058,-0.340587315,0.105867034,1.045733619
YBR022W,0.010981937,-0.391861847,-0.700033254,-0.34582112,-0.218963981,0.143723975,-0.128035149,-0.216893314,-0.327994143,0.344411176,-0.369222618,-0.535048897,-0.599195964,-0.149031303
YBR023C,0.634152541,1.92591874,0.194419889,-0.122418766,0.339951717,0.35853197,0.239772052,1.363531545,1.738385481,-2.375767691,0.355434686,0.351018543,0.190499545,-0.30036621
YBR024W,-0.188849785,-0.278819381,-0.52459265,-0.288845968,-0.151571307,-0.23757753,0.020676329,-0.162906886,-0.613012978,0.514104318,-0.335467885,-0.267136716,-0.339025439,0.548319953
YBR025C,-0.417261569,-0.267977433,-0.749181783,-0.064529863,-0.00458864,0.352752117,-0.691511637,0.275464221,-1.166772738,0.34194096,-0.711219935,-0.626125186,-0.818343318,0.222195905
YBR026C,-0.473661257,1.301514667,0.975844921,0.853331035,0.725686661,-0.286617845,0.861931411,-1.065610958,-4.126299859,1.046084836,1.132458023,-0.420913713,0.158738579,0.770194201
YBR027C,0.02096323,-0.035281115,0.004600907,0.232079815,-0.20581055,0.790646401,-0.445978151,0.372856174,-0.565329106,-0.187231758,-0.421711494,0.266694332,-0.266732299,0.460577035
YBR028C,0.464612274,1.833618395,0.521214918,0.033747696,0.034548687,0.347238859,-0.24237509,0.733423845,-0.37266959,-1.052893605,0.087484881,0.085746416,-0.513925229,-0.193265439
YBR030W,-0.511625087,-0.28825534,-0.372249909,-0.114773572,-0.040147582,-0.002581348,-0.173996909,-0.333211484,0.002302396,0.484960739,-0.078301633,-0.015355188,-0.176270742,-0.276109954
YBR031W,-0.020379553,0.438736746,0.512135124,0.38262633,0.06636469,-0.217759008,0.281992528,-0.159093022,0.592614705,0.257595643,-0.002461618,0.926870746,0.703299937,0.016975626
YBR032W,-0.527150572,-0.496477439,0.587127605,0.226760322,-0.340402398,-0.256188515,0.57176401,-0.074838659,0.400539316,0.894919392,0.736969147,1.037578319,0.495200033,0.243064758
YBR033W,-0.33483342,-0.028630217,0.226366419,-0.138386217,-0.048337921,-0.426283777,0.500100104,-0.549187834,-0.271346623,0.821029163,0.307235682,0.135268999,0.519098815,0.049634892
YBR034C,0.222428741,2.955927514,0.597281573,0.00202611,0.385246987,0.083167062,0.00696039,1.205025937,0.825128488,-3.018138975,1.061034525,0.24130899,0.662565676,-0.277590718
YBR035C,-0.176951384,0.233713878,0.737518506,0.889816038,-0.689251729,1.518019764,-0.340245254,-0.671135824,-3.581165084,-1.654870247,0.367326753,0.304316383,-0.159545258,0.391524479
YBR036C,1.428452929,-3.364509925,-4.495839591,-0.982033285,0.213879272,-3.406251173,-2.558582507,-0.662135438,-0.160208513,-1.366772562,-1.472658093,-2.766097163,-0.443131522,-0.765229285
YBR037C,-0.562026223,0.326340467,0.399936488,-1.144686519,0.086974687,-3.262110289,-0.298352072,-2.267614669,-3.303332921,-1.111030114,0.038660354,-0.894108662,1.00855134,-1.193223469
YBR040W,-0.070089855,-0.251035628,-0.65272892,0.356194077,0.01315644,0.007445308,0.356421402,0.745533726,0.462611568,0.601027644,-0.297043655,0.565043142,0.072118768,0.07461933
YBR041W,-0.052500489,-0.279059827,-0.505231932,0.323063252,0.243545456,0.101299478,0.120151267,-0.918650466,0.493583926,0.10126983,-0.321190854,0.416022907,0.291264198,0.085756859
YBR042C,-0.538430113,-0.952533323,-1.624530066,-0.012166626,0.035817005,0.897487164,-1.119457474,1.261972949,-0.073695218,-0.930086073,-0.84831293,-0.46801424,-0.247215342,-0.076180528
YBR043C,0.048696829,-0.396435474,-0.466725141,5.510313124,-0.158829035,-0.196814178,-0.70755913,-0.216143201,0.456130332,0.057528921,-0.269011649,-0.61283822,0.087495135,-0.245354099
YBR044C,0.391169436,-0.061800025,-0.463454262,-0.453326438,0.320694731,-0.732043599,-0.045647715,0.242766687,1.178016115,0.781891013,-0.272280046,-0.388115426,-0.138051821,0.100800799
YBR045C,0.486519391,0.133898976,0.342797543,-0.027654785,-0.305949539,0.181470836,0.278171233,0.281888309,-0.345305985,0.228036404,0.120302497,0.29512049,-0.227637315,0.20242203
YBR046C,0.169127461,-0.025746431,0.107319391,-0.162576022,-0.436449201,0.127978209,0.350759308,0.132076186,-0.3651578,-0.087594175,-0.145192422,-0.08135125,0.241313541,0.249814427
YBR047W,0.388964041,0.269366933,0.202442887,0.363340197,0.065428621,0.076126709,0.237382347,0.551198925,0.574606277,0.06851861,0.236427404,0.689709619,0.459767862,0.435280098
YBR048W,0.66958181,0.010196194,0.060349414,0.78384975,0.277652548,0.58070943,0.416784759,0.307685303,0.424622593,0.378064284,-0.347689766,-0.360131894,-0.270472646,0.454215524
YBR050C,-0.198509727,-0.017872184,-0.10795826,0.035606389,0.376105126,-0.217869058,-0.159621176,-0.654335776,0.034744314,-0.071728725,0.139463696,-0.892369638,-0.283569918,-0.323719755
YBR051W,0.056754935,0.200215081,0.051140807,0.343161505,0.304346752,0.585313212,-0.058768277,0.279780948,0.027380498,-0.429166986,0.005275936,-0.026425461,-0.095633639,0.100728483
YBR052C,-0.189928851,-0.071904604,-0.14963415,-0.728593858,-0.13114992,0.174805251,-0.133143825,-0.084320374,-0.299875593,-0.241203474,-0.090722123,-0.238943542,-0.449808381,-0.264685149
YBR053C,-0.095962934,-0.183177531,-0.291897038,-0.540731227,-0.238708644,0.565107416,-0.276254633,0.173902483,-0.686117333,-0.660188305,-0.229233025,0.055867241,-0.19331073,-0.17574852
YBR054W,0.27638344,-0.364542098,-0.203124418,0.441165686,0.178786125,-0.341130752,0.032710774,-0.058648642,0.222517746,0.368503074,-0.105868049,0.00151211,1.273267687,-0.232603033
YBR056W,0.158413722,0.003810332,-0.091719117,-0.044905473,0.203912975,0.215678498,-0.059564818,0.366230606,-0.192075264,0.416036391,-0.023096424,0.041114736,2.282557991,0.204895347
YBR056W-A,0.074024383,0.230164909,-0.0653756,-0.070789978,-0.210783835,0.633202851,0.247154977,0.323924146,0.070958234,-0.122269991,-0.381785978,0.467332998,-0.112874796,-0.514486098
YBR057C,0.594836593,0.306387519,0.725675811,1.218346933,0.181934716,-0.314651309,0.320052486,-0.153703442,0.155782836,0.786338928,0.439637626,0.750523731,0.644747909,0.522375289
YBR058C,-0.013653898,0.549271728,0.394639643,0.082481931,0.238421486,-0.549534598,-0.292067294,-0.475226505,0.913288076,0.794370696,0.453301161,0.300290744,0.656322406,0.086580604
YBR058C-A,-0.100547767,-1.737858831,-1.104444226,1.303141406,2.509775019,-1.864632948,-1.653525739,-1.494219349,1.975840667,0.058672426,1.953274437,-2.12469072,-0.298059897,0.800984749
YBR059C,-0.088246481,-0.160158587,0.075011773,0.079613579,-0.016519298,0.730976774,-0.017241363,-1.007928676,-0.49589774,-0.460863535,-0.096262532,-0.261353115,0.313330224,0.016690779
YBR061C,-0.763146501,-0.176174766,-0.149012985,-0.157136536,-0.057896823,-0.5759012,0.131757765,-0.421051106,0.889990627,0.134017044,0.210900318,-0.384572003,-0.027713641,-0.092861523
YBR062C,-0.047099865,0.047172339,0.203248856,-0.132339624,-0.307766921,0.298995985,-0.065970168,-0.277336528,-0.31951077,-0.011118695,0.102939865,0.196308866,0.037272199,0.096686914
YBR063C,-0.168119008,0.079671111,0.214021352,-0.391140662,-0.142263509,0.204691366,0.037295465,-0.027558221,-0.370960524,-0.023577657,0.022431352,0.246138809,-0.29367644,0.095717967
YBR064W,-0.58120057,-0.262897143,-0.08425433,-0.78754967,-0.362809496,0.19744635,-0.425496992,-0.324722658,-0.67139005,-0.423712557,-0.179406486,-0.094735084,-0.278262535,-0.369909081
YBR065C,-0.187293522,-0.32994046,-0.361832999,-0.635182901,-0.107789928,-0.152599647,-0.46039532,-0.254376997,0.156969553,0.000927589,-0.302443671,-0.629505048,-0.364623457,-0.3625107
YBR066C,-0.447036734,0.125423947,0.525041474,0.375179633,0.247884609,0.330151049,0.624660493,-0.530667832,-0.272025735,0.689005159,0.209044987,0.470957859,-0.031221412,0.155744318
YBR067C,-0.331416144,-0.267529546,-0.105931699,0.011686339,0.024703204,0.245993435,-0.076394056,0.605825055,0.278620198,-0.041373183,-0.258126249,0.072900436,-0.029333479,0.043081517
YBR068C,-0.867229038,-0.316236945,0.352023955,0.017657745,0.571851981,0.064059861,0.085426304,-0.102483799,-1.234002556,0.365274122,0.062071789,-0.134271512,-0.164645972,0.218653523
YBR069C,0.044401311,0.788552478,-0.033585019,-0.659594278,-0.650641558,0.68272326,-0.406963324,-0.357655203,-1.336133136,0.369874057,0.209300382,-0.383712154,-0.724710102,-0.559567286
YBR071W,-0.069622039,-0.358681498,-0.492925858,-0.23923749,-0.335986042,-0.073389601,-0.101186736,0.407887319,0.159155893,0.273766706,-0.359615999,-0.373629521,-0.561618801,0.112937322
YBR072C-A,0.999473619,0.080391133,0.067702807,0.766176424,-0.241428143,0.07052389,0.100491357,0.048660506,-0.300340619,0.08773542,0.551639515,0.158391648,-0.021959818,0.691067309
YBR072W,-0.290057947,-0.49850016,-0.646493831,-0.596204434,-0.630584539,-0.010376824,-0.490835126,0.383934659,-0.01963383,-0.405531777,-0.667214987,-0.492124427,-0.85690449,-0.630169017
YBR073W,0.038220162,-0.36639705,-0.22750305,-0.049038875,-0.270338044,0.144265287,0.100613457,0.304142799,-0.167307161,-0.133164332,-0.386163533,-0.166282865,-0.431076381,-0.126114885
YBR074W,0.046525322,1.074649572,0.217668148,0.134286129,-0.347968978,0.027846438,-0.247975745,0.865092244,0.198937057,-0.516062992,0.150622367,0.061068826,0.046347045,0.035492896
YBR075W,-0.414089359,0.042198901,0.270463799,-0.326971225,-0.27200884,0.172728233,-0.085061036,-0.008255555,-0.385417221,0.102897502,0.231739744,-0.103859988,-0.068371998,0.060663907
YBR076W,-0.562334855,-0.260945087,-0.296287114,-0.636843545,0.475356413,-0.351180677,-0.399366201,-0.104651007,-0.388547984,0.290382383,-0.259338218,-0.389059067,-0.195710009,-0.24204369
YBR077C,-0.05598085,-2.085846759,-0.88797894,0.120929738,0.622902972,1.045861065,-0.031011036,-0.021903787,0.319819855,-3.177489179,-0.248970359,0.504287446,0.736238155,-0.37745455
YBR078W,1.177074624,-0.692943065,-0.596277054,1.270791419,0.901855241,1.596307736,-0.802265967,2.113255563,-0.238572569,0.504892212,-0.556419919,1.287152337,0.484197827,1.152230949
YBR081C,3.08161252,-3.110103439,-4.602962465,1.332093371,0.488705257,-2.408372497,-0.87055227,0.388053767,5.385320657,0.400782774,-1.083740948,-0.006856881,-0.69473228,0.984774098
YBR082C,0.110653024,0.619020497,-0.005641959,0.261459309,0.311758903,1.392190013,0.774210068,0.088523582,1.077477537,0.162553621,-0.447607848,1.003295808,-0.859695185,-0.344081327
YBR083W,-0.787332808,-0.582387507,-0.332204211,-0.715681149,-0.915238205,0.343711206,-0.662566097,-0.370012625,-0.738031404,0.006633574,-0.131826323,-0.064534626,-0.39546908,-0.20489216
