"Sample Name","23_Na_He","24_Mg_He","24_Mg_HEHe","31_P_HEHe","34_S_HEHe","39_K_HEHe","39_K_H2","40_Ca_H2","44_Ca_HEHe","55_Mn_He","56_Fe_HEHe","56_Fe_H2","59_Co_He","63_Cu_He","66_Zn_He","95_Mo_He","115_In_He","115_In_HEHe","6_Li ISTD_He","45_Sc ISTD_He","45_Sc ISTD_HEHe","45_Sc ISTD_H2","72_Ge ISTD_He","72_Ge ISTD_HEHe","72_Ge ISTD_H2","209_Bi ISTD_He","209_Bi ISTD_HEHe"
"PL2-P1-B3",88424962.04,105404432.876667,147205567.81,19082469.23,4534671.83333333,253883030.753333,1432402525.4,443827335.633333,3126730.73,1081274.48666667,1513530.60666667,2461066.81333333,354.71,485548.66,324730.656666667,43513.9933333333,485053.096666667,1473861.97333333,2177.51,78781.5766666667,144808.506666667,757883.75,57787.74,101600.556666667,156318.72,1177991.66333333,1466870.45333333
"PL2-P1-B4",88546301.3766667,107056349.516667,148426391.123333,18540613.0366667,4466158.77666667,246832645.616667,1362706618.61333,427132345.813333,3064993.65333333,900493.22,1512740.34333333,2420253.25333333,359.043333333333,475049.913333333,321624.283333333,11510400.7866667,478994.226666667,1452509.45666667,2210.82,79508.1933333333,144830.01,741560.186666667,58084.7366666667,101295.756666667,153328.186666667,1148705.17333333,1560334.32333333
"PL2-P1-B5",1601312.34333333,86497459.82,125709475.903333,15692713.3633333,3752481.6,209097436.736667,1202406577.55667,373868896.99,2616736.03666667,714844.666666667,1099681.94333333,1877372.39333333,305.04,421360.71,273704.026666667,1114805.89666667,434690.873333333,1356998.44333333,1890.93666666667,65938.05,125793.786666667,677163.08,50134.1633333333,90092.6633333333,149213.286666667,1113639.97,1469380.37
"PL2-P1-B6",647988665.473333,81385987.12,113946799.413333,13716688.5633333,3440799.34333333,190031720.026667,1144647073.41667,358188873.633333,2402359.68333333,662924.423333333,1060687.16,1819438.83,264.363333333333,364945.91,233276.58,999594.12,385713.553333333,1285013.23666667,1626.02666666667,60854.3866666667,112590.213333333,620880.626666667,44419.2666666667,77398.6933333333,127435.78,937763.89,1215901.09666667
"PL2-P1-B7",73297615.7766667,91719260.8533333,130341932.503333,16896182.2333333,3903334.48,216972800.156667,1281517979.5,390797800.906667,2673156.87666667,770445.92,1243744.26,2142027.67666667,296.033333333333,423864.683333333,17972.5833333333,1175147.12666667,455433.446666667,1368606.40666667,1929.26,68722.1866666667,127700.44,698759.393333333,51454.0866666667,90842.52,153856.126666667,1162738.09333333,1524992.25666667
"PL2-P1-B8",73145721.7133333,91005823.0866667,131163198.046667,16736392.9166667,3875835.19333333,216370584.63,1250086615.91,333587382.116667,2324592.76333333,747532.706666667,1229304.08666667,2090450.37,303.706666666667,416781.263333333,556226.136666667,1128942.98666667,442681.556666667,1352710.22666667,1895.93333333333,68186.3166666667,128449.936666667,694378.766666667,51555.24,90603.1566666667,151555.44,1126181.55,1484959.78
"PL2-P1-B9",108313081.5,134487319.11,178966426.223333,23591629.39,5353581.57333333,298038988.493333,1502968635.69,1071794.62333333,7276.36666666667,1043554.64,1361494.46333333,1922871.67333333,431.053333333333,585388.416666667,385983.95,1387504.80666667,540956.65,1668649.91333333,2677.36333333333,100584.456666667,176478.206666667,826429.49,70348.2133333333,120644.153333333,164267.203333333,1258669.89333333,1580442.01
"PL2-P1-C1",128291135.993333,146364571.15,185644043.9,23948232.3833333,5703195.41666667,318583622.4,1508378792.32333,474915116.376667,3942379.31666667,33430.89,1616371.3,2255528.73666667,456.06,630911.726666667,409842.356666667,1415964.37333333,541155.076666667,1642216.24,2567.38666666667,105354.48,175627.943333333,772794.77,71898.76,119508.63,159702.21,1216696.99,1521160.29333333
"PL2-P1-C10",136875395.97,126970586.996667,168639340.823333,21594572.65,5291109.78333333,285550894.166667,1467172547.53333,432272619.95,3363647.28333333,993022,287233.283333333,416322.96,2822.58,312001.863333333,355903.76,1323443.06,539230.053333333,1622591.78,2459.08333333333,98487.58,170746.326666667,806880.886666667,68911.8866666667,116907.893333333,162641.286666667,1229264.37666667,1515162.51
"PL2-P1-C11",106145312.773333,133200068.016667,177580744.023333,23626016.16,8834179.39666667,298352632.12,1500672459.59667,446048064.71,3490840.89,1041511.72,1224146.91333333,1772265.38,629.753333333333,12340.51,373755.95,1328232.28666667,535449.846666667,1605543.67666667,2524.08333333333,99032.87,171344.973333333,792102.63,68263.5533333333,115700.603333333,157522.476666667,1216254.28,1516935.97
"PL2-P1-C12",97365655.4866667,123075534.833333,167296290.843333,21242161.7333333,4942856.11666667,279388185.01,1498146947.50667,445359294.136667,3297705.78666667,966298.93,1599918.62333333,2437356.17,442.386666666667,13487.9533333333,353376.846666667,1336820.87,520608.903333333,1561165.90333333,2494.07333333333,90334.7866666667,160196.573333333,791904.356666667,63463.3033333333,108673.696666667,156946.053333333,1210511.01666667,1494183.36
"PL2-P1-C2",115364197.136667,135380136.87,175014057.393333,23706940.5866667,5411138.99333333,305429588.83,1527945932.11,476229165.45,3746779.68,20045482.9133333,1747161.30666667,2499688.73666667,665.09,654513.26,394045.636666667,1360039.55,534914.08,1628690.63333333,2515.73333333333,101149.29,173707.616666667,794879.95,70962.97,118170.956666667,160551.903333333,1221328.48333333,1530166.20666667
"PL2-P1-C3",89960475.1966667,108970710.6,150891272.193333,19312738.5933333,4615046.20666667,257274261.866667,1436743399.45333,442559014.166667,3160887.83666667,913252.773333333,1400706.07333333,2243793.62666667,393.046666666667,495424.503333333,333286.85,20924.02,496707.593333333,1500229.27333333,2180.83,82020.1533333333,149188.143333333,768703.883333333,60181.0966666667,103188.58,157300.27,1190080.82666667,1527226.56666667
"PL2-P1-C4",84627137.4266667,100095849.62,139268205.703333,17562296.52,4200353.4,233585880.983333,1307864405,409192354.946667,2899923.58,848402.23,1388804.26,2256539.10666667,359.706666666667,466233.936666667,307763.09,21916796.4133333,463495.686666667,1417106.01,2102.52666666667,75565.2766666667,137035.706666667,717040.046666667,56442.9566666667,97291.9,149702.61,1142093.67333333,1539729.81
"PL2-P1-C5",3240333.85333333,85463067.6166667,123743764.82,15241833.9333333,3664310.7,204041986.466667,1177735267.11333,373998347.473333,2601819.28333333,725394.796666667,1142903.32666667,1987357.95666667,293.7,414130.026666667,269547.436666667,1074830.68333333,430980.28,1413347.42333333,2057.55,64921.5666666667,124415.383333333,673027.43,49423.2266666667,88508.3633333333,149063.013333333,1108915.41666667,1461428.21666667
"PL2-P1-C6",1214659239.16667,77100460.5166667,106937678.406667,12608445.8866667,3296711.85333333,180155380.703333,1107702276.59,343094870.36,2240690.80333333,627407.316666667,1188174.22,1628056.70666667,254.363333333333,332512.746666667,209687.183333333,925173.186666667,363401.393333333,1195158.51,1674.32666666667,59487.6466666667,106765.613333333,592771.563333333,41900.36,71962.24,115318.25,844732.693333333,1098304.59
"PL2-P1-C7",75190072.14,91600476.4133333,130416834.723333,16889397.72,3917122.90333333,217559194.866667,1282588463.28,397440670.56,2729696.89,775457.836666667,1237978.04666667,2123226.12666667,318.373333333333,416159.97,8333.6,1164926.21666667,460285.08,1380935.31666667,2042.55333333333,69212.84,130434.44,709642.956666667,52390.9133333333,92675.3433333333,156371.35,1172513.67333333,1540218.29
"PL2-P1-C8",72922758.1833333,89645225.33,129536056.96,16636223.5666667,3855281.38333333,215233317.4,1244420550.04667,379872609.87,2646220.47666667,781547.746666667,1076048.49666667,1818650.56,311.373333333333,409018.32,1350663.00666667,1121123.89333333,439411.693333333,1347544.20333333,1942.58,66779.52,127765.686666667,686979.403333333,50229.6533333333,90272.3166666667,150043.336666667,1117349.29666667,1484656.14666667
"PL2-P1-C9",108559474.146667,134903243.546667,182165466.173333,24824808.8933333,5327903.29666667,298621994.813333,1550651463.50667,1071419.56333333,7403.08,1053789.24333333,1413238.35,2053655.06666667,493.393333333333,593065.44,393436.423333333,1407920.17333333,551216.133333333,1700097.11,2629.04666666667,100914.326666667,179815.46,856682.046666667,70799.6033333333,121911.196666667,169340.616666667,1292558.53666667,1634376.93
"PL2-P1-D1",125049415.02,148341582.233333,188500092.743333,24260650.6366667,5731013.86333333,320512678.053333,1521111364.45,469643675.296667,3922630.06666667,65610.18,1630283.82666667,2264403.58,468.726666666667,634954.98,415512.646666667,1302146.71333333,540286.28,1641798.65,2535.74,106158.376666667,177508.05,776123.16,72075.3233333333,119666.746666667,159004.266666667,1215011.4,1521475.57666667
"PL2-P1-D10",153348157.096667,130168378.06,173059304.09,22254920.5266667,5460397.38333333,294162422.056667,1484466614.32,439946820.69,3444242.21,1018424.79,324524.333333333,468356.13,3665.18666666667,291120.093333333,363834.073333333,1335936.22,534666.056666667,1618959.72,2454.09666666667,99612.71,172151.996666667,799703.52,69291.2966666667,117334.696666667,161651.533333333,1217282.73333333,1511573.97666667
"PL2-P1-D11",107844241.726667,135527980.203333,182056881.73,25449380.8633333,12489529.24,306096495.713333,1526343863.43,452214490.583333,3585738.87,1053261.09333333,1346050.86666667,1893081.88,805.78,15472.1266666667,381173.103333333,1316402.02,530942.203333333,1605324.29333333,2530.74333333333,99459.28,174637.523333333,791915.736666667,68467.9633333333,116020.68,155123.113333333,1198137.95666667,1495192.02666667
"PL2-P1-D12",97136482.56,122612431.506667,165751065.306667,20989015.4166667,4917080.58,278273460.323333,1502231565.31333,447183709.423333,3282377.88666667,962511.533333333,1569560.94,2413322.25,462.39,14560.78,352988.193333333,1332582.47333333,515549.98,1552358.94,2380.78666666667,90095.7233333333,159714.846666667,794145.896666667,63827.4933333333,108710.926666667,158093.403333333,1200281.42,1489155.36666667
"PL2-P1-D2",113517456.243333,137434299.063333,178793561.78,23645991.3266667,5409819.69666667,303900139.433333,1560984315.99333,478663311.19,3699384.93,49329157.8433333,1755474.80333333,2593006.97,1057.49,574598.45,388755.1,1357220.33333333,535894.946666667,1631221.25666667,2614.03333333333,98915.49,169890.07,802471.73,69413.57,116437.283333333,160700.35,1233758.77,1552330.16333333
"PL2-P1-D3",91133273.0233333,109800028.366667,149654011.103333,19071732.49,4587303.35,254198381.093333,1423533710.23,439169621.17,3150205.29,941466.573333333,1648453.25,2639681.32666667,394.05,497474.433333333,332236.926666667,61543.23,494586.623333333,1476064.66,2279.14,82593.2433333333,147447.826666667,763185.693333333,59846.5133333333,102568.426666667,155707.67,1176516.49,1530818.99333333
"PL2-P1-D4",81490058.3066667,93236995.2766667,132695234.69,16577590.0333333,3983413.78,221174515.056667,1235296573.05667,385145194.136667,2753347.81666667,790487.516666667,1308566.97333333,2132164.41666667,340.04,427215.866666667,288248.773333333,50501694.6533333,439968.376666667,1381205.45333333,2029.22,68828.7966666667,129795.44,677219.036666667,52014.7066666667,92717.81,144923.713333333,1111863.5,1537233.74
"PL2-P1-D5",4245808.25,85714212.0533333,124507472.586667,15382734.5266667,3636193.30333333,204816132.25,1191073551.59333,370129421.083333,2571311.24666667,723533.06,1194372.04,1756424.15,279.03,412555.663333333,267658.246666667,1082874.81666667,428101.813333333,1421829.86,1964.23,64422.13,123590.713333333,667337.166666667,48595.2666666667,87703.6333333333,147198.09,1093677.47333333,1449098.83
"PL2-P1-D7",74245450.24,91832993.0766667,131723471.366667,16960780.1966667,3940497.94666667,218699074.706667,1283148543.34,396336425.253333,2726576.99666667,769152.686666667,1160790.32666667,1988130.37,322.373333333333,423643.72,10975.9633333333,1159209.79666667,454529.783333333,1372139.77,1999.23,69042.8866666667,130018.606666667,707621.62,52158.4666666667,92484.8066666667,153876.326666667,1156483.95333333,1523793.34666667
"PL2-P1-D8",70028771.6966667,85407376.5033333,123605964.823333,15549219.5133333,3661306.56333333,202775840.363333,1178924362.83667,359962135.31,2495529.67666667,701751.936666667,1325885.83,2266382.84,305.036666666667,416358.12,2521967.21666667,1050816.28333333,434496.823333333,1379199.7,1915.91333333333,66550.0366666667,125862.78,683594.263333333,50231.1733333333,89680.91,149837.326666667,1111615.57666667,1473721.31333333
"PL2-P1-D9",105584959.586667,131487526.93,179716175.1,25234464.03,5185608.22666667,292580263.29,1540208007.08667,1593009.62666667,14035.0133333333,1035654.51666667,1450644.23666667,2105583.82333333,503.73,581215.183333333,387735.343333333,1386905.11333333,542171.486666667,1677761.32333333,2569.06,97607.6466666667,175608.266666667,848246.213333333,69017.5266666667,119742.176666667,166913.003333333,1291989.46333333,1641835.63666667
"PL2-P1-E1",123324495.726667,146528363.37,187003174.99,23905276.7566667,5655231.7,318528263.706667,1489408529.39667,466383569.473333,3953177.47333333,142019.213333333,1668739.81666667,2299669.88,444.723333333333,623751.103333333,409531.573333333,1384867.85333333,528794.436666667,1609239.38,2534.07,103929.143333333,175393.323333333,755966.74,70782.91,118255.663333333,156176.373333333,1181409.33,1498249.48333333
"PL2-P1-E10",171233566.973333,134560105.773333,177634528.46,22942769.99,5617304.57666667,301094370.433333,1521755555.28,450893165.746667,3511524.4,1050105.21333333,364886.873333333,526185.273333333,4700.26333333333,324747.666666667,372194.38,1325119.74666667,548805.3,1646990.67666667,2519.06,102768.893333333,176113.31,818524.786666667,70836.54,118947.193333333,163355.646666667,1242027.11,1521607.58
"PL2-P1-E11",109725015.603333,137380986.843333,183548028.376667,25574573.8833333,12685418,309046005.12,1522917890.91,450776360.346667,3625947.49,1063194.71666667,1639265.72666667,2317226.76,436.386666666667,12413.5766666667,382295.273333333,1315852.81,524673.426666667,1592994.57333333,2312.46,99355.0666666667,173016.603333333,784355.406666667,68086.0866666667,114878.853333333,152477.276666667,1176460.84333333,1546781.07666667
"PL2-P1-E12",98844118.83,124847953.696667,170028144.133333,21986188.15,5057770.69333333,285104521.146667,1538557289.76,457813780.676667,3368227.07333333,981966.806666667,1610767.18666667,2492322.14666667,477.06,15844.5933333333,360284.166666667,1353096.06333333,520160.883333333,1571703.42333333,2364.11333333333,90738.3166666667,162110.343333333,804741.913333333,64401.9466666667,110305.31,160634.243333333,1211787.29333333,1490440.77
"PL2-P1-E2",82396412.6766667,100031204.063333,138952721.26,17924325.0633333,4154013.68,232464801.616667,1312960634.38667,405172397.433333,2883643.48333333,73296647.3133333,1405748.74333333,2287234.34666667,1316.87333333333,463276.26,311937.646666667,1216970.38666667,475941.8,1427353.45333333,2050.88,74100.0566666667,135523.063333333,707941.07,55822.1866666667,96340.5433333333,152188.883333333,1190660.48666667,1482223.58333333
"PL2-P1-E3",93003401.39,111937027.22,154745798.803333,19699766.97,4725278.98333333,261070351.153333,1437003379.42667,450122555.403333,3253022.20666667,926873.816666667,1716468.49,2760159.81,360.71,506116.476666667,337408.203333333,121147.493333333,499025.386666667,1508794.10333333,2254.15666666667,83548.7433333333,151647.07,771454.886666667,60439.89,104496.576666667,156912.036666667,1188780.06,1457404.55
"PL2-P1-E4",82502776.1633333,89808123.1066667,127239693.663333,15907327.1633333,3759115.68333333,212857933.77,1207568792.92333,371922730.256667,2661918.95666667,738062.793333333,1295535.67666667,2147329.64333333,302.703333333333,415702.936666667,279380,100227308.546667,432438.763333333,1366434.75666667,1964.24,66422.92,123905.776666667,654416.92,49900.83,88462.2966666667,142232.023333333,1116937.86333333,1513721.65333333
"PL2-P1-E5",7451456.37,83984334.86,122599690.396667,15129073.66,3570051.02,202886682.87,1160094360.16333,362760378.87,2560660.80333333,701276.433333333,1178863.62333333,1984947.98666667,287.033333333333,404948.963333333,270814.24,1067777.64666667,421611.153333333,1446346.37,1939.25,64010.7533333333,122295.243333333,655219.516666667,48024.0266666667,87025.9733333333,145459.31,1085466.06,1439767.67666667
"PL2-P1-E7",75306471.4466667,92809681.9533333,131405083.6,16827776.7233333,3886215.10666667,219413444.046667,1289735103.00667,395031978.306667,2698159.22,749834.393333333,1109927.47,1904359.32333333,324.04,417183.706666667,17011.0066666667,1158721.77,457419.493333333,1368301.15333333,2092.53,70097.18,129627.4,709689.063333333,52573.43,91973.0366666667,154590.053333333,1151965.79333333,1511020.39666667
"PL2-P1-E8",72406979.38,88695854.2366667,129506929.18,16676563.1,3869104.35,214399885.666667,1253333035.55333,380534097.183333,2633267.59,736701.443333333,1340564.05666667,2321385.32333333,319.37,408169.553333333,4903700.57666667,1125600.32333333,435455.55,1402469.12333333,1890.92666666667,65936.5133333333,127131.293333333,690333.083333333,49380.64,89691.69,150387.783333333,1109261.12666667,1472718.86
"PL2-P1-E9",676414.63,714986.773333333,161.12,6510.45666666667,1094.49333333333,67554.3633333333,140997.543333333,629.94,20.4166666666667,13346.23,78.01,54.6766666666667,52.34,4604.14,3040.93333333333,7971.13666666667,388124.483333333,1154.53666666667,2247.98666666667,77106.73,8.33333333333333,69.1833333333333,61634.9266666667,16.6666666666667,11.6666666666667,978488.25,301.54
"PL2-P1-F1",123225393.603333,146197892.266667,187674021.646667,24212463.65,5693708.63,320530208.92,1514281494.82,473232376.716667,3922584.76,232147.843333333,1492841.37,2100111.04666667,436.72,624249.95,404113.946666667,1452359.62666667,532988.31,1639451.05,2562.39333333333,104880.996666667,177361.68,777190.223333333,71512.6866666667,119588.123333333,159314.05,1201128.54666667,1513991.78333333
"PL2-P1-F10",38215.85,267.793333333333,144.45,5314.52666666667,1004.81,74909.75,151078.436666667,659.106666666667,20.4166666666667,55.0166666666667,71.6766666666667,55.0066666666667,3.66666666666667,2078.71,43.0033333333333,53.3233333333333,11616.24,1182.85666666667,63.3066666666667,2006.93666666667,1.66666666666667,106.696666666667,1640.85333333333,7.5,9.16666666666667,26923.1866666667,216.573333333333
"PL2-P1-F11",330300.466666667,341941.98,166.673333333333,4678.24333333333,61912.7133333333,74320.0733333333,139533.37,696.186666666667,20.8333333333333,3084.18333333333,70.3433333333333,49.6766666666667,7.66666666666667,2299.44666666667,833.82,3257.72666666667,15683.6533333333,1292.81333333333,83.2966666666667,2868.50666666667,0.833333333333333,95.8566666666667,2214.58666666667,13.3333333333333,5.83333333333333,35866.53,204.91
"PL2-P1-F12",31775.4566666667,162.226666666667,142.226666666667,5102.09,6138.25666666667,60331.8666666667,129541.803333333,903.683333333333,17.0833333333333,35.8433333333333,68.6766666666667,52.6733333333333,2.33333333333333,1613.93333333333,8,2,89.96,294.87,5,1.66666666666667,2.5,95.0266666666667,2.5,4.16666666666667,4.16666666666667,29.9866666666667,66.64
"PL2-P1-F3",93072331.93,112910850.54,156089654.34,19837423.4033333,4763842.84,262258796.223333,1444975578.01,448554068.133333,3222487.92333333,935251.32,1546800.24666667,2415327.09333333,408.05,508111.896666667,335472.09,242603.41,502151.88,1514197.65333333,2260.82,83918.4533333333,152019.233333333,774782.07,61301.24,105695.17,158223.406666667,1184735.14,1475318.53666667
"PL2-P1-F5",13980693.1833333,84142174.8566667,122169972.623333,14996100.69,3594381.28666667,200431758.033333,1166969515.07333,363403545.143333,2522155.09666667,701901.4,1133439.40333333,1965615.63333333,284.033333333333,403972.81,263432,1061007.50333333,420981.496666667,1440398.71666667,1949.25333333333,63307.85,121238.263333333,660387.696666667,47901.1233333333,86360.9833333333,146289.646666667,1085794.81333333,1441844.03666667
"PL2-P1-F7",75207863.25,92479527.5133333,132688384.69,16975390.82,3929274.66,219053379,1280055196.77333,394246389.836667,2737297.73666667,757467.936666667,1165188.81666667,2000392.61333333,314.04,405618.76,21937.05,1146798.64666667,457718.346666667,1378992.94666667,1975.9,70273.88,131137.993333333,709981.64,52151.6666666667,92691.1433333333,154246.396666667,1152835.55666667,1521840.30333333
"PL2-P1-F9",32293.39,1543.72666666667,135.56,5087.41666666667,754.103333333333,60673.4733333333,130111.3,649.523333333333,18.3333333333333,200.893333333333,91.01,53.01,25,2035.04,1292.75666666667,811.963333333333,358335.796666667,4183.19666666667,2139.79333333333,65536.9833333333,245.906666666667,84.19,54860.13,219.236666666667,8.33333333333333,872534.753333333,3258.38333333333
"PL2-P1-G1",125079594.1,146750850.036667,187338146.096667,24042505.8166667,5700237.16,318105611.07,1503836156.51333,473845156.783333,3949720.40666667,562175.433333333,1693920.79333333,2346790.86333333,458.726666666667,628632.373333333,412368.426666667,1410488.03,534647.5,1629309.90666667,2540.73,104298.42,176540.39,775150.806666667,71738.6166666667,119667.57,157871.973333333,1201780.16,1511772.98
"PL2-P1-G10",33883.9666666667,186.673333333333,124.45,3557.14333333333,708.426666666667,64775.52,136353.333333333,655.356666666667,26.25,45.8433333333333,74.6766666666667,48.6733333333333,3,1900.66333333333,8,2,158.263333333333,434.81,3.33333333333333,4.16666666666667,2.5,96.6933333333333,1.66666666666667,7.5,8.33333333333333,58.3066666666667,76.6333333333333
