"Sample Name","23_Na_He","24_Mg_He","24_Mg_HEHe","31_P_HEHe","34_S_HEHe","39_K_HEHe","39_K_H2","40_Ca_H2","44_Ca_HEHe","55_Mn_He","56_Fe_HEHe","56_Fe_H2","59_Co_He","63_Cu_He","66_Zn_He","95_Mo_He","115_In_He","115_In_HEHe","6_Li ISTD_He","45_Sc ISTD_He","45_Sc ISTD_HEHe","45_Sc ISTD_H2","72_Ge ISTD_He","72_Ge ISTD_HEHe","72_Ge ISTD_H2","209_Bi ISTD_He","209_Bi ISTD_HEHe"
"PL1-P1-E5",103789139.906667,131103490.266667,154754931.026667,20350947.9333333,4719231.54,257089173.45,1521226039.11667,472602822.073333,3243781.56333333,1029041.13,1523338.40333333,2505595.97666667,412.72,60884.6566666667,380916.196666667,1371322.77,599171.233333333,1773104.94333333,2524.07,91631.7133333333,145296.456666667,788910.066666667,68274.5433333333,109450.41,182194.466666667,1491183.39,1928210.37
"PL1-P1-E3",114581510.103333,141227897.893333,167156301.953333,21188882.0733333,5105637.73,275530717.68,1489309897.43667,46385418.5633333,386383.976666667,1106642.26,1627959.24,2499082.30333333,401.05,593179.363333333,406270.213333333,1399177.58666667,605453.716666667,1878383.28666667,2722.35333333333,98002.9033333333,157995.993333333,793109.703333333,71714.4633333333,117368.376666667,177120.176666667,1506199.25333333,2026797.29333333
"PL1-P1-E2",81477043.1466667,101709101.816667,124350821.48,16109965.5933333,3816842.53666667,205462516.946667,1293840861.95333,401377091.846667,2639670.75,862854.003333333,1244782.11,2201436.49,360.71,458769.513333333,318915.256666667,1222475.34,551724.873333333,1609062.90666667,1907.58666666667,76268.9433333333,125102.626666667,717117.65,59739.32,96544.4333333333,178518.116666667,1420737.93,1829369.66666667
"PL1-P1-E1",89940227.8166667,112497959.436667,135834919.086667,17628584.15,4049371.09,223102970.11,1375802327.19333,427780098.173333,2866251.51666667,928625.266666667,1215259.93333333,2117401.88,459.723333333333,482440.846666667,344068.446666667,1281964.88666667,559267.013333333,1628339.22,2012.56333333333,80473.1233333333,130302.373333333,730068.536666667,61522.9066666667,98778.01,176666.07,1425370.44666667,1842452.15
"PL1-P1-D5",105542690.716667,131770179.146667,156056225.453333,20691681.51,4798374.75,260324612.11,1530432858.94667,474970326.143333,3279266.29666667,1030429.34333333,1388186.65333333,2284725.55333333,425.72,36577.4966666667,385570.313333333,1382615.95,602679.563333333,1791555.22666667,2399.11333333333,93189.09,148825.676666667,797924.413333333,68863.3266666667,111370.443333333,183352.266666667,1502967.82333333,1954839.80333333
"PL1-P1-D3",115907523.833333,144331592.293333,168802017.486667,21342828.1366667,5140308.24,278751091.273333,1505300927.90333,23321483.1833333,194348.233333333,1125430.22333333,1576180.48666667,2402963.58333333,440.053333333333,583781.89,414195.473333333,1434175.2,612110.02,1874601.99,2938.96666666667,99323.6066666667,158514.703333333,790697.93,72107.2533333333,117696.15,176580.243333333,1520069.12,2028456.91666667
"PL1-P1-D2",83931361.9466667,105546517.316667,128187329.2,16774072.5166667,3924713.37,211904783.986667,1330777303.75667,417353374.833333,2738810.02,894677.243333333,1216113.78666667,2173551.45333333,357.043333333333,474835.256666667,300047.816666667,1256066.65333333,552805.103333333,1589473.56,1890.92666666667,77518.2833333333,124692.65,712700.706666667,59699.19,95472,176298.063333333,1410305.61,1804848.24
"PL1-P1-D1",90930277.01,113968737.19,137026273.513333,17655597.6866667,4179725.75,222464786.95,1364092844.79333,426633301.526667,2868244.05333333,932597.38,1469561.95,2506664.89333333,455.726666666667,496336.136666667,345306.75,1282398.14666667,561130.64,1634651.39,2127.51666666667,81786.18,131081.356666667,729705.303333333,62208.53,99169.1333333333,174850.216666667,1426851.92,1837742.52333333
"PL1-P1-C6",98618026.03,123860809.266667,146893883.366667,19216782.9966667,4460989.88,244446155.876667,,,3057575.18,983425.223333333,1342236.61333333,,422.05,10320897.8433333,366609.07,1333884.30333333,588887.046666667,1743233.08666667,2377.45,88081.22,141491.323333333,,66452.5233333333,107208.583333333,,1472039.24,1908235.99333333
"PL1-P1-C5",106772420.086667,134353304.663333,157573082.093333,20656413.82,4771910.18666667,262828158.9,1535601347.25333,527120990.72,3622292.53333333,1058418.99333333,1558639.57333333,2563619.84333333,440.39,17676.1733333333,381676.26,1387633.54,607621.87,1806953.79333333,2647.38333333333,94105.0566666667,150180.376666667,802779.813333333,70171.4833333333,111793.816666667,183119.59,1501248.17666667,1956901.24333333
"PL1-P1-C3",117039714.463333,145794182.27,170425565.236667,21504378.96,5227463.87333333,278559759.946667,1527077543.74667,9788396.04666667,80250.2566666667,1132068.83666667,1613009.27666667,2457227.88666667,443.723333333333,612779.576666667,413414.81,1432856.07,618589.87,1902537.5,2917.29,100907.776666667,160667.61,807733.666666667,73339.5966666667,119548.753333333,179911.49,1536628.15666667,2047025.39666667
"PL1-P1-C2",84339468.7466667,107052208.406667,130281082.506667,17033778.83,4021556.55666667,215917826.89,1352629421.77333,421187095.623333,2755725.30666667,901030.883333333,1262327.16,2226294.12666667,384.716666666667,473027.51,658009.93,1258489.39666667,556598.486666667,1616095.07,1910.92666666667,78769.23,127528.093333333,727278.606666667,60536.09,97258.53,178326.22,1419544.13,1834332.03
"PL1-P1-C1",91727125.2966667,115288279.393333,138708342.38,17982606.7266667,4207058.40333333,228154421.383333,1376190622.14667,428904354.313333,2887728.67333333,941639.906666667,1459009.57,2479519.34666667,513.4,507233.393333333,350824.09,1294674.73,565016.003333333,1657631.71333333,2127.52,83203.47,132722.44,737639.706666667,62420.4266666667,101812.006666667,175799.413333333,1433618.29,1860925.62
"PL1-P1-B6",99980593.15,126571403.666667,150076119.986667,19613617.69,4555762.23666667,248153916.84,1479896564.43667,470201128.95,3210343.08666667,1008515.21666667,1494847.5,2476291.81666667,432.72,5284458.07666667,372931.406666667,1358085.49333333,590557.186666667,1742867,2404.11333333333,89102.5533333333,142000.946666667,777770.35,66861.21,107221.076666667,180950.623333333,1467292.6,1904522.63
"PL1-P1-B5",106992644.983333,136176843.526667,158671698.746667,21004970.8466667,4859213.58666667,266357154.436667,1565317342.20333,483037617.74,3322169.45,1077913.60333333,1487684.96,2458288.30666667,418.383333333333,10989.29,380864.373333333,1400256.07,608839.213333333,1823193.31333333,2695.69,95127.58,151304.93,809604.333333333,70407.71,113218.353333333,184958.09,1501383.17666667,1939858.96
"PL1-P1-B3",119018969.933333,148925893.34,171836410.77,21911341.9966667,5289417.48666667,285665505.443333,1550089942.00333,4964974.96,40064.6633333333,1146528.10333333,1503266.31333333,2287076.95333333,436.72,599513.84,420917.26,1424021.9,620066.776666667,1895654.34,2852.31666666667,102302.546666667,160632.356666667,808298.32,73362.73,118522.99,179478.11,1530600.24666667,2026492.48333333
"PL1-P1-B2",85004637.03,106431009.523333,130504003.61,17147510.0366667,4018606.13333333,216706852.553333,1349128547.69,419135908.686667,2776657.92,899153.356666667,1236575.46333333,2187448.82333333,471.726666666667,512700.09,332843.093333333,1259449.75333333,551526.233333333,1600420.31333333,2007.55666666667,77382.58,127074.746666667,720938.893333333,59787.8733333333,97285.3433333333,177049.546666667,1409948.77,1805420.92333333
"PL1-P1-B1",93304238.4866667,116855148.256667,139194345.706667,18146500.95,4276147.31,230236877.1,1384373257.82333,423107585.57,2859557.61333333,953200.953333333,1331367.17,2281927.52,549.403333333333,515409.886666667,354360.006666667,1312710.15,565564.933333333,1651215.77666667,2169.17666666667,83308.3233333333,133512.343333333,733435.673333333,62763.69,101210.473333333,173527.423333333,1429782.88666667,1837241.47333333
"PL1-P1-A6",101539063.993333,129022165.856667,152516088.836667,19981665.6666667,4653403.5,252765736.833333,1480326968.15667,455626824.046667,3153335.91666667,1028815.37,1505317.28333333,2739703.61666667,409.383333333333,2735990.70666667,373863.083333333,1367538.77333333,596874.186666667,1774240.51,2469.08333333333,91224.99,145552.68,781861.04,68215.9433333333,108891.186666667,180680.366666667,1493039.37666667,1932983.68333333
"PL1-P1-A5",113893989.663333,146128074.49,166225167.523333,21973303.1966667,5074877.40666667,279381865.36,1618533690.01,501260626.56,3458695.40333333,1149276.05,1622186.09,2611593.76333333,468.39,6120.27,400290.423333333,1474615.88,633053.743333333,1864967.74,2850.64,101916.33,156647.343333333,831338.973333333,74736.0933333333,116107.913333333,187300.53,1526925.47333333,1995101.03
"PL1-P1-A4",115472328.076667,143078282.313333,159580596.513333,21151032.2866667,5049688.97,274327954.956667,1608672816.14667,2557232776.68667,17153246.4966667,1126228.97666667,1340825.60666667,2176016.36666667,475.06,562998.413333333,378346.076666667,1375531.75666667,611332.616666667,1812250.83,2704.01,103376.99,156813.89,810924.593333333,72235.3833333333,113863.996666667,175218.876666667,1434048.06,1867049.07333333
"PL1-P1-A3",125959237.656667,156664232.11,178870257.333333,22824160.7933333,5524943.00333333,295903679.923333,1597149333.07,1067117.88666667,6994.59333333333,1193107.20333333,1652065.15,2503504.5,449.723333333333,620919.033333333,430626.933333333,1432730.17666667,645802.663333333,1968473.57,3110.57,107057.986666667,168026.396666667,843139.656666667,77735.7,123764.683333333,186550.326666667,1495988.34666667,2093363.53
"PL1-P1-A2",86879862.8466667,109569220.59,133401295.793333,17544514.5733333,4091956.38666667,221724898.753333,1364937742.99333,418991340.09,2788479.75,919185.15,1469791.07666667,2562027.43333333,422.72,480181.513333333,336654.17,1276619.01,562626.33,1635802.06666667,2049.21666666667,79681.84,129632.973333333,732622.996666667,61232.48,99530.07,177976.57,1426286.05666667,1843690.15333333
"PL1-P1-A9",87287022.62,111289978.34,154745529.916667,2195.40333333333,4532722.6,87086.47,499485.976666667,439331937.55,3079962.84666667,904131.113333333,998421.73,1338101.15333333,366.71,521585.35,348363.23,1286938.23666667,549356.166666667,1745490.04,2484.08666666667,75152.4366666667,141945.83,783639.486666667,59454.7733333333,111168.826666667,185208.95,1509220.11666667,2097212.51666667
"PL1-P1-B9",91622099.47,116752061.593333,158353003.193333,235354.816666667,4663655.98333333,2624543.2,15347576.9333333,446889672.843333,3153117.81666667,946442.423333333,1207178.87333333,1620749.53666667,388.383333333333,553932.586666667,349017.03,1328238.45333333,569737.843333333,1779631.71,2524.06333333333,79535.3066666667,146668.113333333,799069.546666667,62910.9066666667,114156.553333333,188366.886666667,1527896.95,2107471.26666667
"PL1-P1-C9",96515532.17,121363433.746667,161907690.92,497367.783333333,4801091.06333333,5511543.48333333,32007871.9533333,461010621.083333,3259461.06333333,967354.9,1117989.92333333,1800880.15666667,400.716666666667,568714.1,379346.4,1346157.79666667,579156.883333333,1805116.18,2594.05333333333,82921.0266666667,151302.603333333,821093.246666667,64518.1666666667,116491.366666667,190530.61,1536474.87666667,2106570.05333333
"PL1-P1-D9",97602736.9566667,122430737.066667,164581758.66,1100873.98,4855147.14,13302050.75,75966331.1566667,457212455.843333,3260147.51333333,974204.046666667,1220998.65,1976447.72,393.716666666667,571475.746666667,377928.536666667,1348505.90333333,567769.446666667,1779776.39,2655.70666666667,83287.7266666667,150786.48,810337.24,64771.1,115468.936666667,186477.266666667,1494955.27,2064761.11333333
"PL1-P1-E9",99736600.1333333,124801781.473333,167496984.17,2329731.99,4956141.19666667,28253141.7266667,166198891.37,478798480.96,3314789.09333333,982306.736666667,1355890.89333333,2212726.22666667,393.716666666667,577159.28,387980.81,1352708.06,575971.92,1824597.95,2784.00333333333,85600.89,156228.666666667,844623.99,66021.2733333333,118590.136666667,191596.856666667,1487702.71,2088041.53333333
"PL1-P1-F9",100195599.823333,123940580.373333,165644610.863333,4425124.04333333,4878074.80333333,54052712.0566667,316357062.586667,471818616.766667,3287342.63,971763.31,1360133.19,2233430.11,396.05,565550.72,375232.416666667,2720951.61666667,558091.956666667,1761949.67666667,2664.03666666667,84237.2366666667,152292.533333333,813496.66,64201.9166666667,115205.276666667,182839.2,1491139.79333333,2013697.70666667
"PL1-P1-G9",98637697.8633333,123087607.053333,160155308.723333,10474452.9533333,4751106.31333333,129310641.086667,757933053.02,457570587.75,3157726.22666667,954644.343333333,1398746.42,2264230.33666667,433.386666666667,539421.433333333,366380.496666667,1341190.94666667,540571.05,1682505.73333333,2560.73,83721.6266666667,147634.173333333,787389.83,62843.1966666667,109377.373333333,172975.906666667,1476939.77,1897433.52666667
"PL1-P1-H9",88920936.58,115270547.17,142009823.44,36573958.6666667,4268751.40666667,472739219.233333,2812922209.78667,431945307.53,2938586.58666667,910864.076666667,1272683.52,1997384.68666667,390.38,464699.646666667,324320.206666667,1204723.82,490618.48,1459164.97,2304.13666666667,83448.3466666667,136968.756666667,712030.833333333,58807.0533333333,96110.7833333333,147697.82,1245474.73666667,1548843.87333333
"PL1-P1-A10",87459069.9366667,108298196.166667,116814889.37,72058575.0533333,3585964.90666667,1005538549.79667,5535581413.08333,329319218.96,2430891.87,838107.53,1212811.31333333,1780780.27666667,350.373333333333,377202.45,277414.733333333,986291.52,427424.506666667,1296492.59,1919.25666666667,80420.0533333333,119346.95,557837.766666667,51249.9466666667,79635.7766666667,119894.403333333,983505.816666667,1281662.08666667
"PL1-P1-B10",70991889.3533333,86788493.15,87916579.8,104950923.503333,2682690.37666667,1592936760.64667,"OR",259220574.513333,1980963.51333333,669560.723333333,1239293.04666667,1517903.64,307.703333333333,275065.453333333,209875.946666667,773878.073333333,358871.31,992164.196666667,1439.42333333333,64702.3666666667,96250.73,423030.976666667,41091.11,60046.5,96427.17,769740.576666667,933077.31
"PL1-P1-C10",40860657.18,50316377.03,55083365.8466667,127225844.693333,1628555.3,2101522675.31333,"OR",189212950.353333,1309907.33,454971.153333333,1098975.84333333,1420413.24333333,231.03,179759.593333333,143019.423333333,562410.506666667,282441.173333333,693202.346666667,678.046666666667,43833.6933333333,65645.9166666667,294532.6,28679.26,39264.0566666667,67483.1733333333,590478.556666667,636199.03
"PL1-P1-D10",17301740.64,21042658.9933333,22582930.4966667,124348415.57,836538.76,2446382109.26333,"OR",82404550.3966667,708100.2,200743.16,761016.8,1015032.84333333,138.02,70438.8833333333,58504.9866666667,226692.2,113658.986666667,322991.196666667,176.586666666667,19453.83,32129.9466666667,122827.083333333,11975.67,17299.1066666667,23787.4833333333,178930.346666667,243668.976666667
"PL1-P1-A11",315364946.986667,59863.09,90668.37,10587598.02,2526112.84,134340852.786667,1036031007.84667,307895656.873333,1740330,617060.973333333,1053106.16333333,1778891.31666667,181.353333333333,328132.98,230354.906666667,975679.26,470879.59,1330993.16666667,1309.47,51633.9366666667,82050.27,546994.263333333,44061.4533333333,68028.2666666667,160487.52,1389176.84,1560370.39
"PL1-P1-B11",289395547.026667,123651.23,148456.393333333,10250182.4366667,2454005.31666667,131306283.323333,996259544.446667,300168582.743333,1710751.49666667,573812.583333333,945993.866666667,1602985.81333333,192.353333333333,311269.433333333,215076.22,935306.063333333,443398.146666667,1308498.35333333,1191.17333333333,48694.25,80498.1733333333,531809.51,40968.4,66447.35,154993.68,1340838.09,1545263.61666667
"PL1-P1-C11",294578795.67,673825.866666667,1268537.12333333,10936116.2133333,2518139.10666667,139246885.313333,1025214144.69667,306417851.593333,1730208.7,585406.39,1027733.90666667,1760862.55333333,193.02,316721.78,222760.526666667,955804.033333333,451454.986666667,1328783.63333333,1202.83666666667,49746.2733333333,82491.31,549629.733333333,42173.8066666667,68076.9833333333,158875.463333333,1355045.43666667,1545839.60666667
"PL1-P1-D11",301044309.906667,1306231.45,1637500.34,10473330.0933333,2565832.89666667,133743029.983333,983767619.633333,300235751.016667,1753322.17666667,595482.943333333,1022002.64333333,1670527.47666667,179.686666666667,325554.383333333,224893.896666667,960111.526666667,449335.913333333,1329785.42333333,1262.81333333333,49510.4933333333,83325.89,534727.68,42365.22,67751.8466666667,153394.52,1345031.86333333,1555806.8
"PL1-P1-E11",289144345.946667,3200284.15333333,4076954.14,10596715.6833333,2567320.13,134979826.736667,1004661005.61333,302804946.533333,1757178.55666667,583013.866666667,997664.93,1666145.58,185.353333333333,316872.67,195980.036666667,948068.156666667,440822.75,1331774.39,1229.49333333333,48598.8033333333,83307.62,540195.42,41219.18,67548.6533333333,153897.756666667,1326985.62666667,1549185.61333333
"PL1-P1-F11",278168673.223333,6831217.53666667,8794651.67333333,10813119.4066667,2611800.87,137663772.256667,1011471248.95,305353921.246667,1792529.76666667,585777.266666667,1050741.75666667,1738019.20666667,189.686666666667,317404.486666667,219980.893333333,961083.25,439782.29,1339600.34666667,1202.84,48691.72,83638.8033333333,538484.526666667,40898.9566666667,67901.2066666667,153268.936666667,1320772.57333333,1549036.52333333
"PL1-P1-G11",252200904.113333,13183384.6633333,16962556.83,10776944.4566667,2593470.2,137793707.186667,1006154599.15667,305003401.733333,1787280.23666667,583622.063333333,1046286.99666667,1726301.88666667,186.02,315049.87,217678.076666667,950257.48,433382.813333333,1327110.22,1214.5,48341.3166666667,83460.1266666667,535991.21,40684.1466666667,67843.36,152338.92,1313737.67666667,1538932.63
"PL1-P1-H11",184621565.326667,33540516.1666667,42605024.3666667,11148847.4033333,2665929.36666667,141341364.72,1012949740.72333,307562838.473333,1830416.97,602528.283333333,1118036.81333333,1812557.91,216.696666666667,330605.196666667,230979.31,968246.326666667,452237.113333333,1364226.47333333,1284.47666666667,50509.8533333333,85646.4,547052.11,42569.1866666667,69630.48,155364.09,1363939.76333333,1561957.56333333
"PL1-P1-A12",54154611.7133333,139756292.363333,178626030.67,11827781.6433333,3026283.82666667,148765598.693333,1094329517.63667,323405564.826667,1896012.89333333,640243.166666667,1102352.53333333,1803241.31333333,310.373333333333,342140.75,230796.18,1003374.97666667,470226.19,1422440.13,1336.11666666667,53909.5,91563.6266666667,584180.49,43643.4566666667,72498.6133333333,160335.266666667,1388140.04666667,1593663.44333333
"PL1-P1-B12",57185540.1533333,358388816.883333,450576588.843333,11603381.0333333,3836169.64,149789529.25,1133525992.73,338890995.84,1904146.39666667,661265.883333333,1113688.77,1840002.40666667,541.736666666667,337535.82,229401.093333333,994653.963333333,458301.55,1340353.15,1412.76333333333,55390.9033333333,90643.6566666667,595237.21,43090.8666666667,68643.7366666667,152139,1278801.08,1539109.6
"PL1-P1-C12",61278071.5966667,757645953.156667,951549879.156667,11818531.7166667,5352760.45,160314278.63,1210272096.12667,358873508.053333,2003914.90333333,696371.58,1073427.77666667,1723907.08333333,880.123333333333,329633.93,220569.51,967794.18,441947.15,1309705.12333333,1486.07333333333,58818.4066666667,95818.02,620170.28,42439.62,67949.64,140499.81,1138920.69,1418025.21666667
"PL1-P1-A7",55440256.0433333,71722189.4866667,96552663.0033333,12333165.3533333,2895555.43666667,156430404.896667,1067286555.62333,323393679.643333,2006001.58333333,624255.863333333,119394.316666667,219568.556666667,241.696666666667,6451.44333333333,243683.376666667,994685.163333333,447782.086666667,1426116.66333333,1387.77,52136.7,93735.9966666667,577290.196666667,42870.9,74766.2133333333,155108.363333333,1363756.12,1585031.51
"PL1-P1-B7",55015774.9266667,72490586.6966667,97719267.4333333,12535420.4166667,2949852.64,158354158.58,1080793929.19,328971015.82,2044106.86,632794.186666667,133234.703333333,251110.13,262.696666666667,6005.88333333333,243894.026666667,1003972.13,448679.273333333,1435016.99333333,1449.41666666667,52621.95,94787.82,578416.653333333,43284.85,75232.13,155532.34,1353704.13,1573212.87666667
"PL1-P1-C7",55148252.4433333,71133309.4966667,96439414.12,12554648.4266667,2923572.22,158283321.08,1071400109.03333,323469230.2,2038760.83666667,631629.866666667,139317.47,261024.05,255.363333333333,5732.74666666667,244506.913333333,1006882.24333333,449004.663333333,1417975.48666667,1427.76333333333,52903.83,95568.2633333333,578483.023333333,43701.9766666667,75454.3033333333,155353.073333333,1354667.42333333,1607394.73
"PL1-P1-D7",56298006.3733333,72612851.6966667,97419892.9933333,12543049.3466667,2942781.59666667,158698129.203333,1080250118.73333,329638709.023333,2050862.76,636546.126666667,170862.703333333,320432.133333333,254.696666666667,5628.36,244002.62,1021627.49666667,448976.696666667,1433823.60666667,1491.06666666667,52959.9366666667,95160.1466666667,579793.743333333,43452.7733333333,74705.8433333333,154641.396666667,1348180.88666667,1564959.59
"PL1-P1-E7",56180527.6066667,72981490.58,99051559.6366667,12716324.0933333,2983746.46666667,161180805.126667,1084293455.26,328159220.626667,2060885.15,630821.756666667,215231.74,399267.203333333,253.03,5740.08333333333,246817.903333333,1015925.59666667,451825.346666667,1381883.55333333,1532.71666666667,53598.9466666667,96449.9566666667,587659.53,43844.1433333333,76611.97,156997.386666667,1357910.8,1595223.60333333
"PL1-P1-F7",56177944.32,72445046.14,97438769.6566667,12471987.1566667,2936397.67,158816440.846667,1070593382.33667,322730425.883333,2024673.47,632833.263333333,297784.816666667,552752.253333333,268.696666666667,5410.25333333333,245236.243333333,1020073.25333333,451644.47,1426951.46666667,1456.07333333333,53212.44,94851.79,574962.53,43730.4066666667,74884.61,153922.613333333,1351308.83,1565646.12333333
"PL1-P1-G7",56327412.5066667,72696495.5833333,98246311.87,12641994.9066667,2956363.10333333,160417406.756667,1086887996.37667,331611222.463333,2071452.14,628867.233333333,648444.14,1143173.09666667,260.03,5101.10333333333,245965.663333333,1031237.28,447989.92,1416739.94333333,1434.42666666667,52870.38,95501.1066666667,583245.766666667,43626.73,75987.8633333333,155195.696666667,1338940.99,1564258.49666667
"PL1-P1-H7",59118081.9,77126444.96,105765048.423333,9754.9,3154276.33333333,156588.023333333,1083477.30666667,322341161.206667,2193783.46333333,659045.243333333,1053408.14666667,1895041.56,278.03,6065.25333333333,269198.613333333,1064314.58333333,477711.68,1411969.28333333,1536.04666666667,53010.0566666667,97993.3033333333,577032.406666667,45557.2933333333,81407.2666666667,165354.856666667,1526706.7,1830476.69333333
"PL1-P1-A8",61669326.8266667,79843472.1433333,110398453.91,11461.1433333333,3298898.57,176984.496666667,1223127.29,339858941.513333,2268941.75,673332.513333333,3355496.52333333,6058103.16333333,261.696666666667,5897.16,280166.943333333,1167600.71,404.823333333333,951.28,0,49.18,88.3566666666667,3277.10333333333,45.01,57.5166666666667,132.536666666667,1212.85333333333,1094.56666666667
"PL1-P1-B8",59540947.1566667,77300737.1833333,106414742.856667,8068.41333333333,3204745.23666667,135770.243333333,19887716.3766667,326484509.96,2224301.08,673712.45,8710174.16,15196767.2633333,267.03,7028.77666666667,273080.11,1037172.43666667,482826.023333333,1426434.77,1539.38333333333,53829.03,102010.53,583690.1,46626.7466666667,82820.6566666667,166213.883333333,1525105.11333333,1822043.21333333
"PL1-P1-C8",57066231.47,74214057.78,102612900.693333,7089.48333333333,3025497.05666667,121959.213333333,708448.676666667,316342757.666667,2120713.09333333,631142.64,19336828.84,35072851.8633333,261.696666666667,8406.65333333333,513031.216666667,1008486.69666667,459968.07,1371926.17666667,1476.07666666667,51153.01,96104.2233333333,568073.936666667,43789.6933333333,79062.94,162445.883333333,1472500.79,1801653.29
"PL1-P1-D8",56283295.4,73696170.01,102282888.476667,9357.03333333333,3032145.51333333,147984.136666667,736810.003333333,308966726.32,2094090.09333333,638838.813333333,51009443.4566667,91727778.3033333,276.033333333333,13435.97,262293.98,1052545.54,458789.896666667,1376670.08333333,1549.38,51132.13,95902.99,560627.396666667,43886.7733333333,79004.6266666667,161302.986666667,1464904.47333333,1769030.18333333
