"Plate","Normalization","element_measured","Plate_Position","element_perturbed","rel_element_concentration_th","value","OD600corrected","SpecOD","Final_Vol_for_ICPMS","Volume_perwell_of_culture_transferred_to_filterplate","ng_perwell","pg_percell","Median.pgpcell.AE.batch","Median.ngpwell.AE.batch","Median.pgpcell.Across.batches","Median.ngpwell.Across.batches","pg_percell_BC","ng_perwell_BC"
"1","Unnormalized","Mn","1_E9","Ca",0.1,9.5988402308857,0.47409999370575,0.425179632560634,1.054,2.5,10.1171776033535,0.000634535104918554,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000653743149017136,12.9958520509524
"1","Unnormalized","Mn","1_B10","Ca",2,7.54568189332086,0.52674999833107,0.487159344830514,1.054,2.5,7.95314871556018,0.000435348244878802,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000448526693511594,10.2160847717433
"1","Unnormalized","Mn","1_B7","B",0.05,7.93110979588719,0.585799992084503,0.556673139718498,1.054,2.5,8.3593897248651,0.00040044515070812,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000412567046020519,10.7379148967978
"1","Unnormalized","Mn","1_B4","AllEle",1,7.95816102829687,0.627549976110458,0.6058213214825,1.054,2.5,8.3879017238249,0.000369213448537332,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000380389927421357,10.7745395103694
"1","Unnormalized","Mn","1_G11","B",2,8.13680052298497,0.498449981212616,0.453844496508717,1.054,2.5,8.57618775122616,0.000503913436853376,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000519167425863472,11.0163991921207
"1","Unnormalized","Mn","1_B5","Ca",0.05,10.2181471385933,0.602950006723405,0.576862178262897,1.054,2.5,10.7699270840773,0.000497862516208349,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000512933337495043,13.8343305288839
"1","Unnormalized","Mn","1_G7","B",5,7.7740334780897,0.523600012063981,0.483451173409112,1.054,2.5,8.19383128590654,0.00045196325842666,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000465644660970831,10.5252495603922
"1","Unnormalized","Mn","1_C5","Ca",0.1,9.31689828276703,0.584600001573563,0.555260507998446,1.054,2.5,9.82001079003645,0.000471610983725327,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000485887143550929,12.6141313683935
"1","Unnormalized","Mn","1_D3","B",2,7.67554283896466,0.636749982833862,0.61665159155855,1.054,2.5,8.09002215226875,0.000349847348184484,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000360437594869988,10.3919032660811
"1","Unnormalized","Mn","1_G6","AllEle",1,7.77250617501322,0.537349998950958,0.499637691093854,1.054,2.5,8.19222150846393,0.000437235308944434,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000450470880988537,10.5231817475793
"1","Unnormalized","Mn","1_F11","B",0.5,8.20878295399927,0.559300005435944,0.52547729160183,1.054,2.5,8.65205723351523,0.000439070403068716,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.00045236152533942,11.113856072455
"1","Unnormalized","Mn","1_F9","Ca",0.2,9.53743341751862,0.508750006556511,0.465969711154568,1.054,2.5,10.0524548220646,0.00057528516447457,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000592699650643788,12.912713479808
"1","Unnormalized","Mn","1_E6","B",0.01,7.76767389009012,0.477449998259544,0.429123265990955,1.054,2.5,8.18712828015499,0.000508766217324453,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.00052416710509644,10.5166393259514
"1","Unnormalized","Mn","1_G2","B",0.1,7.82145806132687,0.508950009942055,0.466205155621805,1.054,2.5,8.24381679663852,0.000471541577621166,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000485815636451095,10.5894576160014
"1","Unnormalized","Mn","1_D4","B",100,7.92967348718771,0.590000003576279,0.561617403363734,1.054,2.5,8.35787585549584,0.000396847904187082,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000408860907068986,10.7359702811037
"1","Unnormalized","Mn","1_G10","B",0.01,7.23905824578828,0.629949986934662,0.608646620005973,1.054,2.5,7.62996739106085,0.000334292166270404,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000344411541261259,9.80094758195709
"1","Unnormalized","Mn","1_D9","Ca",0.05,8.51881812851159,0.408649995923043,0.348131737512861,1.054,2.5,8.97883430745121,0.000687772919649956,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000708592528317852,11.533612122315
"1","Unnormalized","Mn","1_F5","Ca",0.5,7.73794416164633,0.480949997901917,0.433243474000863,1.054,2.5,8.15579314637523,0.000501999061239731,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000517195100089271,10.4763883015488
"1","Unnormalized","Mn","1_E8","B",50,8.28067107816593,0.63815000653267,0.618299702829207,1.054,2.5,8.72782731638689,0.000376422729471386,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000387817440861425,11.2111852709226
"1","Unnormalized","Mn","1_C2","B",0.01,7.65079846027006,0.455950006842613,0.403813424305103,1.054,2.5,8.06394157712464,0.000532519300037395,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000548639218571733,10.3584018974915
"1","Unnormalized","Mn","1_F7","B",2,7.49132123278112,0.560750007629395,0.527184237676771,1.054,2.5,7.8958525793513,0.000399397504201934,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000411487686154214,10.1424859738913
"1","Unnormalized","Mn","1_C8","B",10,7.74933407519185,0.524350017309189,0.484334081390407,1.054,2.5,8.16779811525221,0.000449706015143069,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.00046331908856219,10.4918090844507
"1","Unnormalized","Mn","1_G9","Ca",0.5,8.50752453959407,0.493499994277954,0.448017359965552,1.054,2.5,8.96693086473215,0.000533725202994909,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000549881625478369,11.5183217531489
"1","Unnormalized","Mn","1_C4","B",50,7.85905671504495,0.530600011348725,0.491691589428927,1.054,2.5,8.28344577765737,0.00044924886281002,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000462848097747857,10.6403623637919
"1","Unnormalized","Mn","1_F4","Ca",0.01,9.95219692373237,0.566049993038177,0.533423393266758,1.054,2.5,10.4896155576139,0.000524392227763595,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000540266131284078,13.4742610244316
"1","Unnormalized","Mn","1_D7","B",0.2,7.52214310229434,0.592799991369247,0.564913555738313,1.054,2.5,7.92833882981823,0.00037425614352418,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000385585270081962,10.1842156460697
"1","Unnormalized","Mn","1_G4","Ca",0.02,9.90976920036615,0.47834999859333,0.430182748551837,1.054,2.5,10.4448967371859,0.000647470361366033,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000667069969263598,13.4168182081681
"1","Unnormalized","Mn","1_B2","B",0,7.77184467926593,0.528349995613097,0.489042865485039,1.054,2.5,8.19152429194629,0.000446669736340151,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000460190898410806,10.5222861497094
"1","Unnormalized","Mn","1_B6","Ca",5,6.99814772475942,0.481949999928474,0.434420678795362,1.054,2.5,7.37604770189643,0.000452774499430677,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000466480459092112,9.47477927271334
"1","Unnormalized","Mn","1_C9","Ca",0.02,9.58571079612621,0.41584999859333,0.356607597999912,1.054,2.5,10.103339179117,0.000755514968331813,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000778385199964969,12.9780761334933
"1","Unnormalized","Mn","1_E3","B",5,7.62777082483761,0.479900002479554,0.432007416860396,1.054,2.5,8.03967044937884,0.000496267433419359,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000511289969874663,10.3272248244322
"1","Unnormalized","Mn","1_E5","Ca",0.2,9.3296152365203,0.627749979496002,0.606056765949736,1.054,2.5,9.83341445929239,0.000432672977704003,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000445770443189495,12.6313488285805
"1","Unnormalized","Mn","1_D6","B",0,7.26018895119408,0.629949986934663,0.608646620005973,1.054,2.5,7.65223915455856,0.000335267960226618,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000345416873525436,9.82955640495869
"1","Unnormalized","Mn","1_C3","B",0.5,8.0194490213269,0.591749995946883,0.563677498597845,1.054,2.5,8.45249926847855,0.000399874007838608,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000411978614056457,10.857517210879
"1","Unnormalized","Mn","1_E7","B",0.5,7.82545698855115,0.462849989533424,0.411936100549617,1.054,2.5,8.24803166593291,0.000533935993466181,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000550098796798607,10.5948717561807
"1","Unnormalized","Mn","1_G8","Ca",0,9.2573770787003,0.286650002002717,0.204513050792511,1.054,2.5,9.75727544095011,0.00127226116255363,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.00131077384424108,12.5335457201965
"1","Unnormalized","Mn","1_B3","B",0.2,8.11445257532663,0.544300019741059,0.507819272309385,1.054,2.5,8.55263301439426,0.000449116892866229,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000462712132935256,10.9861423470827
"1","Unnormalized","Mn","1_G5","Ca",2,7.28806206082395,0.496299996972084,0.451313529881814,1.054,2.5,7.68161741210844,0.000453882096207488,0.000485664457688122,8.2076691338918,0.000500366030931395,10.5430247376373,0.000467621583986701,9.86729375658
"1","Unnormalized","Mo","1_B11","B",0.02,57.7314415185059,0.582649976015091,0.552964933213731,1.054,2.5,60.8489393605052,0.0029344327017562,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.0029344327017562,78.8393486755786
"1","Unnormalized","Mo","1_B5","Ca",0.05,39.6255770177192,0.602950006723405,0.576862178262897,1.054,2.5,41.765358176676,0.00193069146614044,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00193069146614044,54.1135748701085
"1","Unnormalized","Mo","1_D6","B",0,52.8842381176698,0.629949986934663,0.608646620005973,1.054,2.5,55.739986976024,0.00244213900781933,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00244213900781933,72.2198992218964
"1","Unnormalized","Mo","1_C4","B",50,53.9719291440739,0.530600011348725,0.491691589428927,1.054,2.5,56.8864133178539,0.00308520839978434,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00308520839978434,73.7052744321184
"1","Unnormalized","Mo","1_G9","Ca",0.5,56.2347526169615,0.493499994277954,0.448017359965552,1.054,2.5,59.2714292582774,0.00352792455856828,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00352792455856828,76.7954368129257
"1","Unnormalized","Mo","1_G10","B",0.01,52.2344019836411,0.629949986934662,0.608646620005973,1.054,2.5,55.0550596907577,0.00241213025231696,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00241213025231696,71.3324684527156
"1","Unnormalized","Mo","1_B2","B",0,45.0864738693652,0.528349995613097,0.489042865485039,1.054,2.5,47.5211434583109,0.00259124625193084,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00259124625193084,61.5710978358269
"1","Unnormalized","Mo","1_G4","Ca",0.02,36.2137089138966,0.47834999859333,0.430182748551837,1.054,2.5,38.169249195247,0.00236607964552985,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00236607964552985,49.454251423523
"1","Unnormalized","Mo","1_F6","B",0.02,41.9992556277551,0.459250003099442,0.407698187847774,1.054,2.5,44.2672154316539,0.00289542390268901,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00289542390268901,57.3551235073515
"1","Unnormalized","Mo","1_E7","B",0.5,49.0464464886465,0.462849989533424,0.411936100549617,1.054,2.5,51.6949545990334,0.00334647077738905,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00334647077738905,66.9789250763296
"1","Unnormalized","Mo","1_E2","B",0.02,54.4756301528757,0.565299987792969,0.532540485285463,1.054,2.5,57.417314181131,0.00287513986348427,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00287513986348427,74.3931398035111
"1","Unnormalized","Mo","1_E3","B",5,43.8275882372686,0.479900002479554,0.432007416860396,1.054,2.5,46.1942780020811,0.00285144968653838,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00285144968653838,59.851935440415
"1","Unnormalized","Mo","1_G11","B",2,53.42524281842,0.498449981212616,0.453844496508717,1.054,2.5,56.3102059306147,0.00330863435170953,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00330863435170953,72.9587073499404
"1","Unnormalized","Mo","1_D2","AllEle",1,44.7257789408827,0.49134999513626,0.445486375796966,1.054,2.5,47.1409710036904,0.00282184288542943,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00282184288542943,61.0785247684625
"1","Unnormalized","Mo","1_B8","AllEle",1,44.400847808191,0.520900011062622,0.480272725726467,1.054,2.5,46.7984935898333,0.00259843993259151,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00259843993259151,60.6347915410907
"1","Unnormalized","Mo","1_E9","Ca",0.1,44.3877617890607,0.47409999370575,0.425179632560634,1.054,2.5,46.78470092567,0.00293427043334823,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00293427043334823,60.6169209804767
"1","Unnormalized","Mo","1_G6","AllEle",1,49.8264211292682,0.537349998950958,0.499637691093854,1.054,2.5,52.5170478702487,0.00280294028020042,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00280294028020042,68.0440759028575
"1","Unnormalized","Mo","1_F11","B",0.5,46.7401622113476,0.559300005435944,0.52547729160183,1.054,2.5,49.2641309707604,0.00250003221873899,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00250003221873899,63.8294116482839
"1","Unnormalized","Mo","1_D9","Ca",0.05,31.5392022371882,0.408649995923043,0.348131737512861,1.054,2.5,33.2423191579964,0.00254634021748876,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00254634021748876,43.070640481586
"1","Unnormalized","Mo","1_D5","AllEle",1,45.0039974099438,0.463200002908706,0.412348137138122,1.054,2.5,47.4342132700808,0.00306758352941248,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00306758352941248,61.4584661368633
"1","Unnormalized","Mo","1_C3","B",0.5,51.0632706201742,0.591749995946883,0.563677498597845,1.054,2.5,53.8206872336636,0.0025461692719705,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.0025461692719705,69.7331452506494
"1","Unnormalized","Mo","1_B10","Ca",2,51.979719721503,0.52674999833107,0.487159344830514,1.054,2.5,54.7866245864641,0.00299897081138272,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00299897081138273,70.9846686552732
"1","Unnormalized","Mo","1_B9","Ca",0.01,32.7926144207464,0.444350004196167,0.390157873247263,1.054,2.5,34.5634155994667,0.00236235417981255,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00236235417981255,44.7823282131678
"1","Unnormalized","Mo","1_F10","AllEle",1,46.6367691515404,0.456399992108345,0.404343148043861,1.054,2.5,49.1551546857236,0.00324181114801639,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00324181114801639,63.6882157716806
"1","Unnormalized","Mo","1_E4","Ca",0,29.6039186590797,0.404550001025201,0.343305213642928,1.054,2.5,31.20253026667,0.00242369600201674,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00242369600201674,40.4277739120459
"1","Unnormalized","Mo","1_F4","Ca",0.01,33.8003538555664,0.566049993038177,0.533423393266758,1.054,2.5,35.625572963767,0.00178097790802867,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00178097790802867,46.1585197404561
"1","Unnormalized","Mo","1_C5","Ca",0.1,37.4770864917474,0.584600001573563,0.555260507998446,1.054,2.5,39.5008491623018,0.00189704825480643,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00189704825480643,51.1795481205951
"1","Unnormalized","Mo","1_G2","B",0.1,54.1602281643849,0.508950009942055,0.466205155621805,1.054,2.5,57.0848804852617,0.00326522231951006,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00326522231951006,73.9624197887402
"1","Unnormalized","Mo","1_C8","B",10,43.366487873673,0.524350017309189,0.484334081390407,1.054,2.5,45.7082782188513,0.00251662533363383,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00251662533363383,59.2222464635981
"1","Unnormalized","Mo","1_F9","Ca",0.2,55.226001775617,0.508750006556511,0.465969711154568,1.054,2.5,58.2082058715003,0.00333115819780208,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00333115819780208,75.4178640862504
"1","Unnormalized","Mo","1_G8","Ca",0,22.2730824320741,0.286650002002717,0.204513050792511,1.054,2.5,23.4758288834061,0.0030610374307732,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.0030610374307732,30.416619882587
"1","Unnormalized","Mo","1_F5","Ca",0.5,45.0149303985809,0.480949997901917,0.433243474000863,1.054,2.5,47.4457366401043,0.00292034322422037,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00292034322422037,61.4733964708469
"1","Unnormalized","Mo","1_G5","Ca",2,52.2884983877694,0.496299996972084,0.451313529881814,1.054,2.5,55.1120773007089,0.00325639560389521,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00325639560389521,71.4063437129721
"1","Unnormalized","Mo","1_D7","B",0.2,47.1884610438252,0.592799991369247,0.564913555738313,1.054,2.5,49.7366379401918,0.00234781115021813,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00234781115021813,64.4416185676838
"1","Unnormalized","Mo","1_F7","B",2,45.7490369508149,0.560750007629395,0.527184237676771,1.054,2.5,48.2194849461589,0.00243909593648731,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00243909593648731,62.4759088092587
"1","Unnormalized","Mo","1_C9","Ca",0.02,36.0517855620902,0.41584999859333,0.356607597999912,1.054,2.5,37.9985819824431,0.00284148606259384,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00284148606259384,49.233125270148
"1","Unnormalized","Mo","1_D8","B",20,55.9466918277236,0.647549986839295,0.629365382289128,1.054,2.5,58.9678131864207,0.00249850891478198,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00249850891478198,76.4020545518019
"1","Unnormalized","Mo","1_B6","Ca",5,56.1767912204201,0.481949999928474,0.434420678795362,1.054,2.5,59.2103379463228,0.00363459297014508,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00363459297014508,76.7162834325241
"1","Unnormalized","Mo","1_F8","B",100,51.4712763321356,0.5591000020504,0.525241847134594,1.054,2.5,54.2507252540709,0.00275432358382615,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00275432358382615,70.2903269828367
"1","Unnormalized","Mo","1_G3","B",20,49.0441196505945,0.630900025367737,0.60976500753787,1.054,2.5,51.6925021117266,0.00226065239221482,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00226065239221482,66.9757474942068
"1","Unnormalized","Mo","1_D4","B",100,62.4125268454642,0.590000003576279,0.561617403363734,1.054,2.5,65.7828032951193,0.00312349310645156,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00312349310645156,85.2319435695396
"1","Unnormalized","Mo","1_B4","AllEle",1,49.4697748277491,0.627549976110458,0.6058213214825,1.054,2.5,52.1411426684475,0.00229511643425836,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00229511643425836,67.55703173109
"1","Unnormalized","Mo","1_C7","B",0.1,67.4884333138589,0.542899996042252,0.506171161038729,1.054,2.5,71.1328087128073,0.00374749698326464,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00374749698326464,92.1637150510834
"1","Unnormalized","Mo","1_F2","B",0.05,52.0616562380605,0.481149986386299,0.433478900926416,1.054,2.5,54.8729856749158,0.0033756651474166,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.0033756651474166,71.0965629961771
"1","Unnormalized","Mo","1_C2","B",0.01,50.0578786860897,0.455950006842613,0.403813424305103,1.054,2.5,52.7610041351385,0.00348418359962032,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00348418359962032,68.360159522907
"1","Unnormalized","Mo","1_E5","Ca",0.2,48.4651488889665,0.627749979496002,0.606056765949736,1.054,2.5,51.0822669289707,0.00224763398629482,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00224763398629482,66.1850920636764
"1","Unnormalized","Mo","1_G7","B",5,52.169460115466,0.523600012063981,0.483451173409112,1.054,2.5,54.9866109617012,0.00303300458514872,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00303300458514872,71.243782384015
"1","Unnormalized","Mo","1_D3","B",2,52.5137707732765,0.636749982833862,0.61665159155855,1.054,2.5,55.3495143950334,0.00239355102741851,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00239355102741851,71.713980724639
"1","Unnormalized","Mo","1_B3","B",0.2,57.7088561201243,0.544300019741059,0.507819272309385,1.054,2.5,60.825134350611,0.00319405676611416,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00319405676611416,78.8085055500452
"1","Unnormalized","Mo","1_E8","B",50,51.7476320522774,0.63815000653267,0.618299702829207,1.054,2.5,54.5420041831004,0.00235234375534617,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00235234375534617,70.6677245396216
"1","Unnormalized","Mo","1_B7","B",0.05,59.6256154151875,0.585799992084503,0.556673139718498,1.054,2.5,62.8453986476076,0.00301052301197253,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00301052301197253,81.4260749440504
"1","Unnormalized","Mo","1_E6","B",0.01,56.2937913554905,0.477449998259544,0.429123265990955,1.054,2.5,59.333656088687,0.00368712431701385,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00368712431701385,76.8760614356586
"1","Unnormalized","Mo","1_F3","B",10,44.6968699194977,0.464200004935264,0.413525341932621,1.054,2.5,47.1105008951506,0.00303797590251525,0.00281239158281493,48.2946839779022,0.00281239158281493,62.573340954272,0.00303797590251525,61.039045961821
"1","Unnormalized","Na","1_B9","Ca",0.01,467.39964506301,0.444350004196167,0.390157873247263,1.054,2.5,492.639225896412,0.0336711032243574,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0366139263884668,579.098083350805
"1","Unnormalized","Na","1_B11","B",0.02,532.698797180769,0.582649976015091,0.552964933213731,1.054,2.5,561.464532228531,0.0270765587956498,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0294430248985652,660.002325010486
"1","Unnormalized","Na","1_B6","Ca",5,451.772703925507,0.481949999928474,0.434420678795362,1.054,2.5,476.168429937484,0.029229328662585,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0317839448534023,559.736640189795
"1","Unnormalized","Na","1_G7","B",5,448.21733835374,0.523600012063981,0.483451173409112,1.054,2.5,472.421074624842,0.0260582578267286,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0283357253702738,555.331618898125
"1","Unnormalized","Na","1_B10","Ca",2,445.146685566606,0.52674999833107,0.487159344830514,1.054,2.5,469.184606587202,0.0256827455775172,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0279273936990784,551.52714629647
"1","Unnormalized","Na","1_D2","AllEle",1,429.412293480844,0.49134999513626,0.445486375796966,1.054,2.5,452.600557328809,0.0270925192130581,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0294603802416386,532.032573727151
"1","Unnormalized","Na","1_E7","B",0.5,442.241673117475,0.462849989533424,0.411936100549617,1.054,2.5,466.122723465818,0.0301744354909352,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0328116531411848,547.927898502486
"1","Unnormalized","Na","1_G4","Ca",0.02,471.751062820925,0.47834999859333,0.430182748551837,1.054,2.5,497.225620213255,0.0308225978772733,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.033516464318384,584.48939613866
"1","Unnormalized","Na","1_B5","Ca",0.05,479.931302578745,0.602950006723405,0.576862178262897,1.054,2.5,505.847592917997,0.0233838681972531,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0254275965698827,594.624536837077
"1","Unnormalized","Na","1_F7","B",2,425.41047934452,0.560750007629395,0.527184237676771,1.054,2.5,448.382645229124,0.0226806298157464,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0246628958066655,527.074412289183
"1","Unnormalized","Na","1_C5","Ca",0.1,435.562288400353,0.584600001573563,0.555260507998446,1.054,2.5,459.082651973972,0.0220476764983141,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0239746229568754,539.652284841876
"1","Unnormalized","Na","1_F8","B",100,454.037651966149,0.5591000020504,0.525241847134594,1.054,2.5,478.555685172321,0.0242963979499113,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0264198805757997,562.542861981102
"1","Unnormalized","Na","1_G2","B",0.1,427.294774365874,0.508950009942055,0.466205155621805,1.054,2.5,450.368692181631,0.0257608300695258,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0280123027032009,529.409013196264
"1","Unnormalized","Na","1_D7","B",0.2,431.108760254307,0.592799991369247,0.564913555738313,1.054,2.5,454.388633308039,0.0214493529115466,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0233240064440627,534.13445948457
"1","Unnormalized","Na","1_G8","Ca",0,423.620135442302,0.286650002002717,0.204513050792511,1.054,2.5,446.495622756186,0.0582190226688505,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0633073112039813,524.856214793176
"1","Unnormalized","Na","1_G6","AllEle",1,443.205403150523,0.537349998950958,0.499637691093854,1.054,2.5,467.138494920651,0.0249321193201923,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0271111634036878,549.121939235937
"1","Unnormalized","Na","1_D9","Ca",0.05,409.169509401248,0.408649995923043,0.348131737512861,1.054,2.5,431.264662908915,0.033034595159482,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0359217881096071,506.952200675952
"1","Unnormalized","Na","1_E9","Ca",0.1,447.855306102523,0.47409999370575,0.425179632560634,1.054,2.5,472.039492632059,0.0296056509755944,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0321931573872195,554.883068744085
"1","Unnormalized","Na","1_D8","B",20,473.935455329705,0.647549986839295,0.629365382289128,1.054,2.5,499.527969917509,0.0211653615520077,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0230151945033361,587.195811362724
"1","Unnormalized","Na","1_F2","B",0.05,441.170363649572,0.481149986386299,0.433478900926416,1.054,2.5,464.993563286648,0.0286053792417812,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0311054628324475,546.600569168603
"1","Unnormalized","Na","1_C9","Ca",0.02,461.458299876687,0.41584999859333,0.356607597999912,1.054,2.5,486.377048070028,0.0363706625656472,0.0269738719281527,464.14090304391,0.0293313632941756,545.5982658879,0.0395494247101191,571.736884757124
