"BioSpecID","element_perturbed","rel_element_concentration_actual","element_measured","ng_perwell_BC","mean_ng_perwell_BC_AE","Ratio_to_AEngperwell"
"Mo 0.1","Mo",0.12,"Mg",7213.81470592556,6900.42067160921,1.0454166563505
"Cu 0.01","Cu",0.022,"Mg",6877.43839537049,6900.42067160921,0.996669438381739
"Ca 0.1","Ca",0.115,"Mg",7297.60161226881,6900.42067160921,1.05755894597756
"Fe 0.02","Fe",0.159,"Mg",7368.91292881503,6900.42067160921,1.06789328933718
"Ca 0.05","Ca",0.058,"Mg",6939.12024409502,6900.42067160921,1.00560829177343
"Zn 0.2","Zn",0.213,"Mg",6883.70234850663,6900.42067160921,0.997577202333278
"Ca 2","Ca",2.207,"Mg",7040.79111021141,6900.42067160921,1.02034230161934
"Zn 0.02","Zn",0.049,"Mg",7177.3468788228,6900.42067160921,1.04013178621891
"Ca 0.2","Ca",0.223,"Mg",6928.77187561429,6900.42067160921,1.00410861965586
"Fe 50","Fe",56.327,"Mg",7229.75272781776,6900.42067160921,1.04772637377943
"Fe 0.2","Fe",0.317,"Mg",7258.59800040244,6900.42067160921,1.05190659321205
"Fe 0.2","Fe",0.317,"Mg",7043.97371861098,6900.42067160921,1.02080352109436
"Zn 0.010","Zn",0.036,"Mg",7297.89784039519,6900.42067160921,1.05760187497283
"K 2","K",2.102,"Mg",6878.97897523303,6900.42067160921,0.996892697214185
"Cu 0.05","Cu",0.074,"Mg",6548.7618397696,6900.42067160921,0.949038058898864
"Mg 0.05","Mg",0.045,"Mg",4966.34862485268,6900.42067160921,0.719716791366939
"Zn 2","Zn",2.421,"Mg",7362.21118044453,6900.42067160921,1.06692208066898
"Mg 2","Mg",1.79,"Mg",7272.05558373974,6900.42067160921,1.05385684870773
"Mn 100","Mn",99.502,"Mg",7404.401860672,6900.42067160921,1.07303629924134
"K 0.5","K",0.522,"Mg",7342.05270105946,6900.42067160921,1.0640007400226
"Ca 0.5","Ca",0.53,"Mg",7085.89345883638,6900.42067160921,1.02687847539358
"Fe 0.01","Fe",0.124,"Mg",7236.9751641519,6900.42067160921,1.04877303987095
"K 2","K",2.102,"Mg",6880.39967458614,6900.42067160921,0.997098583118934
"Mn 0.2","Mn",0.223,"Mg",6965.48771177304,6900.42067160921,1.00942943093767
"Ca 0.1","Ca",0.115,"Mg",6858.73426269642,6900.42067160921,0.993958859771506
"Zn 10","Zn",11.246,"Mg",7246.95176102022,6900.42067160921,1.05021883532938
"Fe 0","Fe",0.118,"Mg",7265.01152022082,6900.42067160921,1.05283603217289
"Ca 0.01","Ca",0.012,"Mg",6654.89011830698,6900.42067160921,0.964418031162589
"Cu 10","Cu",11.197,"Mg",7102.89194207374,6900.42067160921,1.0293418735031
"Zn 0.5","Zn",0.491,"Mg",7023.74197921586,6900.42067160921,1.01787156370249
"Fe 0","Fe",0.118,"Mg",7310.00415188112,6900.42067160921,1.05935630590713
"Cu 0.1","Cu",0.125,"Mg",6615.96053546454,6900.42067160921,0.958776406587059
"K 5","K",5.208,"Mg",6671.91498075246,6900.42067160921,0.966885252112686
"Mg 0.1","Mg",0.097,"Mg",5818.41366276092,6900.42067160921,0.843196949817849
"Mn 0.5","Mn",0.542,"Mg",6902.70844402704,6900.42067160921,1.00033154100695
"K 0.1","K",0.107,"Mg",7376.69726519678,6900.42067160921,1.06902138525368
"Fe 0.05","Fe",0.195,"Mg",7291.50576916839,6900.42067160921,1.05667554431402
"Mo 0.05","Mo",0.062,"Mg",7144.9003034794,6900.42067160921,1.03542967066864
"Na 10","Na",8.783,"Mg",7224.01411329283,6900.42067160921,1.04689474121701
"Mn 20","Mn",19.935,"Mg",7109.42695072473,6900.42067160921,1.03028891846775
"Fe 2","Fe",2.348,"Mg",7067.02236426991,6900.42067160921,1.02414370088278
"Cu 5","Cu",5.662,"Mg",6789.36499672385,6900.42067160921,0.983905955858273
"K 10","K",9.698,"Mg",6661.48201693842,6900.42067160921,0.965373320549301
"Mo 0.5","Mo",0.544,"Mg",7173.5654018858,6900.42067160921,1.03958377949339
"Cu 20","Cu",22.122,"Mg",7226.8645338941,6900.42067160921,1.04730782046782
"Mo 0.5","Mo",0.544,"Mg",7196.38856155379,6900.42067160921,1.04289128214491
"Fe 10","Fe",9.185,"Mg",6817.49682080384,6900.42067160921,0.987982783260367
"Ca 0.01","Ca",0.012,"Mg",7055.14624020694,6900.42067160921,1.02242262841081
"Zn 2","Zn",2.421,"Mg",7267.83750295765,6900.42067160921,1.05324556992012
"Mn 0.5","Mn",0.542,"Mg",6908.49785525572,6900.42067160921,1.00117053496169
"Fe 20","Fe",23.594,"Mg",7292.82913014583,6900.42067160921,1.05686732406781
"Ca 0.2","Ca",0.223,"Mg",7161.80140808033,6900.42067160921,1.03787895679267
"Cu 0.02","Cu",0.035,"Mg",6715.89424382629,6900.42067160921,0.973258669787752
"Cu 10","Cu",11.197,"Mg",6806.55965568497,6900.42067160921,0.98639778349885
"Na 0.5","Na",0.439,"Mg",7174.13324378858,6900.42067160921,1.0396660704043
"Na 0.5","Na",0.439,"Mg",7057.45800814793,6900.42067160921,1.0227576468178
"Mo 0.02","Mo",0.021,"Mg",7238.75941039647,6900.42067160921,1.04903161051895
"Ca 2","Ca",2.207,"Mg",7288.1423729524,6900.42067160921,1.05618812530349
"Zn 5","Zn",6.002,"Mg",7259.25092299748,6900.42067160921,1.05200121390637
"Fe 50","Fe",56.327,"Mg",7002.40736371598,6900.42067160921,1.01477977893817
"Na 0.5","Na",0.439,"Mg",7225.15511089204,6900.42067160921,1.04706009310692
"Na 0.05","Na",0.054,"Mg",7312.0767939169,6900.42067160921,1.05965667049857
"Fe 20","Fe",23.594,"Mg",7105.27583800457,6900.42067160921,1.02968734460469
"Cu 0.2","Cu",0.237,"Mg",7055.58512778047,6900.42067160921,1.02248623142784
"Ca 0.5","Ca",0.53,"Mg",7266.35063397422,6900.42067160921,1.05303009479851
"Zn 0.02","Zn",0.049,"Mg",7108.85983724213,6900.42067160921,1.03020673311854
"Mo 0","Mo",0.044,"Mg",7212.11590734666,6900.42067160921,1.0451704686672
"Fe 20","Fe",23.594,"Mg",6961.70472495944,6900.42067160921,1.00888120540279
"Fe 5","Fe",5.199,"Mg",7081.56794294074,6900.42067160921,1.02625162724888
"Cu 0.1","Cu",0.125,"Mg",7086.73901535812,6900.42067160921,1.02700101234632
"Mo 5","Mo",5.931,"Mg",6823.94345276775,6900.42067160921,0.988917020790325
"Mn 0.02","Mn",0.032,"Mg",7012.6215952701,6900.42067160921,1.01626001210658
"Cu 0","Cu",0.011,"Mg",7050.14213551311,6900.42067160921,1.02169744005897
"Na 20","Na",16.842,"Mg",7240.21487986632,6900.42067160921,1.04924253526385
"Mn 0.05","Mn",0.062,"Mg",6878.87511942802,6900.42067160921,0.996877646565834
"Cu 0.5","Cu",0.582,"Mg",6562.6626558972,6900.42067160921,0.951052547114749
"Mn 0.2","Mn",0.223,"Mg",6897.48097346803,6900.42067160921,0.999573982764083
"Na 2","Na",1.882,"Mg",7204.15204834309,6900.42067160921,1.04401635656556
"Na 0.02","Na",0.041,"Mg",7236.99253794388,6900.42067160921,1.04877555765831
"Zn 10","Zn",11.246,"Mg",7326.39291560801,6900.42067160921,1.06173134425723
"Zn 0.01","Zn",0.049,"Mg",7065.63592512471,6900.42067160921,1.02394277992286
"Cu 10","Cu",11.197,"Mg",7123.98905509115,6900.42067160921,1.03239923971618
"Cu 0","Cu",0.011,"Mg",6697.73331559661,6900.42067160921,0.970626811659973
"Cu 0.5","Cu",0.582,"Mg",6664.82757509815,6900.42067160921,0.965858154491888
"Fe 0.1","Fe",0.215,"Mg",7036.86488976046,6900.42067160921,1.0197733188518
"Fe 50","Fe",56.327,"Mg",7145.03186548264,6900.42067160921,1.03544873646325
"Mn 50","Mn",50.166,"Mg",7240.34403111278,6900.42067160921,1.04926125169472
"Cu 0.2","Cu",0.237,"Mg",6350.08867732766,6900.42067160921,0.92024660227661
"Zn 0.1","Zn",0.122,"Mg",7137.33891880343,6900.42067160921,1.03433388462373
"Na 2","Na",1.882,"Mg",7277.06840735249,6900.42067160921,1.05458330059397
"Cu 0.05","Cu",0.074,"Mg",6609.0959584175,6900.42067160921,0.95778160099857
"Cu 20","Cu",22.122,"Mg",7004.95574871052,6900.42067160921,1.0151490875812
"Mn 5","Mn",4.913,"Mg",7034.47969704862,6900.42067160921,1.01942765982239
"Fe 0.5","Fe",0.65,"Mg",7181.45945067414,6900.42067160921,1.04072777478933
"Mo 2","Mo",2.42,"Mg",6888.32800589002,6900.42067160921,0.998247546592493
"Na 5","Na",4.414,"Mg",7113.25563512763,6900.42067160921,1.03084376643791
"Fe 0.5","Fe",0.65,"Mg",7223.96000060569,6900.42067160921,1.04688689927668
"Mg 5","Mg",4.514,"Mg",7703.4274360053,6900.42067160921,1.11637069718082
"Mn 0.1","Mn",0.137,"Mg",6834.63274694564,6900.42067160921,0.990466099417063
"Ca 0.5","Ca",0.53,"Mg",7059.1246170628,6900.42067160921,1.0229991696168
"Mg 5","Mg",4.514,"Mg",7413.71169317211,6900.42067160921,1.07438546807367
"Na 5","Na",4.414,"Mg",7227.76331526616,6900.42067160921,1.04743807069673
"Na 0.2","Na",0.182,"Mg",7217.76420907708,6900.42067160921,1.04598901321676
"Mo 0.05","Mo",0.062,"Mg",7138.37668060611,6900.42067160921,1.03448427571611
"Ca 0","Ca",0.002,"Mg",6648.70781793222,6900.42067160921,0.963522100223161
"Mo 10","Mo",11.979,"Mg",6861.48746922928,6900.42067160921,0.994357850885799
"Cu 0.5","Cu",0.582,"Mg",7017.58668854146,6900.42067160921,1.01697954697375
"K 0.2","K",0.211,"Mg",7281.27772454398,6900.42067160921,1.05519330937341
"Ca 0.02","Ca",0.024,"Mg",7060.96099720394,6900.42067160921,1.02326529544137
"Cu 0.1","Cu",0.125,"Mg",6488.76827741064,6900.42067160921,0.940343869774164
"Cu 0.01","Cu",0.022,"Mg",6574.58193622946,6900.42067160921,0.952779873737211
"K 0.2","K",0.211,"Mg",7389.37272039849,6900.42067160921,1.07085829575594
"Zn 0.5","Zn",0.491,"Mg",6932.48328169399,6900.42067160921,1.00464647180377
"Mg 2","Mg",1.79,"Mg",7214.84335179648,6900.42067160921,1.04556572637389
"Ca 0.2","Ca",0.223,"Mg",6996.43028213752,6900.42067160921,1.01391358804012
"Na 2","Na",1.882,"Mg",7336.17936525952,6900.42067160921,1.06314958382801
"Fe 0.5","Fe",0.65,"Mg",7069.69442807212,6900.42067160921,1.02453093289796
"Mn 5","Mn",4.913,"Mg",7171.49035573762,6900.42067160921,1.0392830665011
"Fe 0.2","Fe",0.317,"Mg",7244.40262134288,6900.42067160921,1.04984941731871
"Mo 5","Mo",5.931,"Mg",7016.28994106028,6900.42067160921,1.01679162401327
"Mo 0.1","Mo",0.12,"Mg",7336.35529965853,6900.42067160921,1.06317508001257
"Zn 10","Zn",11.246,"Mg",7102.82925263872,6900.42067160921,1.02933278863161
"Na 20","Na",16.842,"Mg",7325.78252292812,6900.42067160921,1.06164288694297
"Ca 5","Ca",5.658,"Mg",6923.82406550377,6900.42067160921,1.00339158944191
"Mo 0.01","Mo",0.046,"Mg",7312.93461362864,6900.42067160921,1.05978098461687
"Mo 0.01","Mo",0.046,"Mg",7254.34603587398,6900.42067160921,1.05129040403594
"Ca 0.05","Ca",0.058,"Mg",7081.42476657261,6900.42067160921,1.02623087831559
"Ca 0.1","Ca",0.115,"Mg",6946.16263307792,6900.42067160921,1.00662886563669
"Cu 5","Cu",5.662,"Mg",7178.22985346815,6900.42067160921,1.04025974575752
"Na 20","Na",16.842,"Mg",7213.0593786725,6900.42067160921,1.04530719530616
"Fe 5","Fe",5.199,"Mg",6967.45669200007,6900.42067160921,1.00971477299444
"Mn 50","Mn",50.166,"Mg",7155.05556458551,6900.42067160921,1.03690135791633
"Mo 0.2","Mo",0.239,"Mg",7188.07438721667,6900.42067160921,1.04168640280019
"Cu 0.05","Cu",0.074,"Mg",6932.89975064721,6900.42067160921,1.00470682594347
"Mn 100","Mn",99.502,"Mg",7295.64297844223,6900.42067160921,1.0572751033077
"Mo 2","Mo",2.42,"Mg",6929.31070795357,6900.42067160921,1.00418670653852
"Zn 0.1","Zn",0.122,"Mg",7124.16840320099,6900.42067160921,1.03242523061128
"Cu 0.2","Cu",0.237,"Mg",6546.31862227274,6900.42067160921,0.948683990992988
"Zn 20","Zn",22.071,"Mg",7218.97460587835,6900.42067160921,1.04616442234888
"Mn 0.1","Mn",0.137,"Mg",6800.57652040252,6900.42067160921,0.985530715305883
"Cu 2","Cu",2.269,"Mg",7056.0577342198,6900.42067160921,1.02255472093911
"Mg 10","Mg",9.004,"Mg",7710.30859372323,6900.42067160921,1.11736790561859
"Zn 2","Zn",2.421,"Mg",7360.49449360178,6900.42067160921,1.06667330064172
"Cu 20","Cu",22.122,"Mg",7214.2605121665,6900.42067160921,1.04548126201183
"Ca 0","Ca",0.002,"Mg",6918.84971881325,6900.42067160921,1.00267071358125
"Na 0","Na",0.013,"Mg",6892.624829446,6900.42067160921,0.998870236680601
"Zn 0.01","Zn",0.049,"Mg",7128.61076426158,6900.42067160921,1.0330690118055
"Zn 20","Zn",22.071,"Mg",7188.68647846109,6900.42067160921,1.04177510626822
"Na 0.1","Na",0.096,"Mg",7093.43091224703,6900.42067160921,1.02797079335061
"Cu 0.01","Cu",0.022,"Mg",6587.88523585517,6900.42067160921,0.954707770637821
"Zn 0.05","Zn",0.075,"Mg",7149.96022334007,6900.42067160921,1.03616294768195
"Mn 10","Mn",10.016,"Mg",7062.59805015365,6900.42067160921,1.02350253502829
"Ca 0.02","Ca",0.024,"Mg",6832.15574369289,6900.42067160921,0.990107135323331
"Na 0.1","Na",0.096,"Mg",7240.35387016559,6900.42067160921,1.04926267755747
"Mg 0.5","Mg",0.457,"Mg",6619.12285319009,6900.42067160921,0.959234685563957
"Fe 0","Fe",0.118,"Mg",7051.1509083136,6900.42067160921,1.02184363010281
"Mn 0","Mn",0.007,"Mg",7075.05177984174,6900.42067160921,1.02530731335714
"Mg 0.2","Mg",0.187,"Mg",6172.78294075774,6900.42067160921,0.894551685255186
"Fe 0.01","Fe",0.124,"Mg",7218.55033189724,6900.42067160921,1.04610293711468
"Zn 0.2","Zn",0.213,"Mg",7055.97096679869,6900.42067160921,1.02254214671715
"Zn 5","Zn",6.002,"Mg",6961.97054512892,6900.42067160921,1.00891972771645
"Mn 0.02","Mn",0.032,"Mg",7053.20330556655,6900.42067160921,1.02214106084662
"Na 0.2","Na",0.182,"Mg",6984.27089035475,6900.42067160921,1.01215146477816
"Fe 0.01","Fe",0.124,"Mg",7258.27306443025,6900.42067160921,1.05185950391305
"Mo 0.02","Mo",0.021,"Mg",7239.68289228075,6900.42067160921,1.04916544031401
"Fe 0.02","Fe",0.159,"Mg",7168.18064659591,6900.42067160921,1.03880342775164
"Ca 5","Ca",5.658,"Mg",7034.01751264626,6900.42067160921,1.01936068065918
"K 0.5","K",0.522,"Mg",7147.47591775969,6900.42067160921,1.03580292534439
"Na 0.01","Na",0.02,"Mg",7214.08479429239,6900.42067160921,1.04545579720577
"Ca 2","Ca",2.207,"Mg",7178.38052258684,6900.42067160921,1.04028158053048
"Mn 2","Mn",2.077,"Mg",7051.80453409183,6900.42067160921,1.02193835270152
"Na 10","Na",8.783,"Mg",7355.41985939687,6900.42067160921,1.06593789124476
"Mo 0.2","Mo",0.239,"Mg",7209.98878318282,6900.42067160921,1.04486220859654
"Ca 0.02","Ca",0.024,"Mg",6662.13299652935,6900.42067160921,0.965467659665988
"Cu 0.02","Cu",0.035,"Mg",6525.25414016298,6900.42067160921,0.945631353608658
"Fe 0.05","Fe",0.195,"Mn",11.6995608310558,11.1397650897465,1.05025202388016
"K 0.5","K",0.522,"Mn",9.33774929840343,11.1397650897465,0.838235745832585
"Fe 0","Fe",0.118,"Mn",11.5600706079379,11.1397650897465,1.03773019581699
"Ca 0.02","Ca",0.024,"Mn",15.3509888334396,11.1397650897465,1.37803523770616
"Ca 0.02","Ca",0.024,"Mn",17.0122900838903,11.1397650897465,1.52716775864054
"Na 2","Na",1.882,"Mn",10.2946144020923,11.1397650897465,0.924132090681868
"Fe 0.02","Fe",0.159,"Mn",11.702591961238,11.1397650897465,1.05052412388925
"Mn 5","Mn",4.913,"Mn",19.6025388718106,11.1397650897465,1.75969050638721
"Mg 0.05","Mg",0.045,"Mn",20.6749108272776,11.1397650897465,1.85595572803485
"Mn 0.02","Mn",0.032,"Mn",2.37209619930129,11.1397650897465,0.212939517143379
"Cu 0.1","Cu",0.125,"Mn",9.95509420034932,11.1397650897465,0.893653871526646
"Mn 0","Mn",0.007,"Mn",0.738049184048989,11.1397650897465,0.0662535680153903
"Na 0.5","Na",0.439,"Mn",9.93604775892334,11.1397650897465,0.891944101053702
"Mo 0.02","Mo",0.021,"Mn",10.2855480255159,11.1397650897465,0.923318215658168
"Cu 0","Cu",0.011,"Mn",9.65354984530843,11.1397650897465,0.866584687157718
"Na 0.05","Na",0.054,"Mn",10.4560539164411,11.1397650897465,0.938624273690054
"Cu 2","Cu",2.269,"Mn",11.301183550739,11.1397650897465,1.01449029307998
"Cu 5","Cu",5.662,"Mn",10.7051292807931,11.1397650897465,0.960983395479909
"Fe 2","Fe",2.348,"Mn",10.5398103334377,11.1397650897465,0.946142961590727
"Mg 2","Mg",1.79,"Mn",9.93486010591285,11.1397650897465,0.891837487224692
"Cu 0.05","Cu",0.074,"Mn",9.54226274406984,11.1397650897465,0.856594611034747
"Ca 0.5","Ca",0.53,"Mn",11.7427291828585,11.1397650897465,1.05412718205943
"Cu 10","Cu",11.197,"Mn",10.5907500052354,11.1397650897465,0.950715739507249
"Fe 0","Fe",0.118,"Mn",12.4024152900008,11.1397650897465,1.11334621422282
"Fe 0.02","Fe",0.159,"Mn",11.3865561225565,11.1397650897465,1.02215406077434
"Zn 0.010","Zn",0.036,"Mn",14.0516415178869,11.1397650897465,1.26139477849677
"Cu 20","Cu",22.122,"Mn",10.1391942729744,11.1397650897465,0.910180258855455
"K 5","K",5.208,"Mn",12.7499811630568,11.1397650897465,1.14454668122153
"Zn 10","Zn",11.246,"Mn",9.65128348962178,11.1397650897465,0.866381239807762
"Mn 0.01","Mn",0.035,"Mn",2.41822626295399,11.1397650897465,0.217080543752204
"Cu 5","Cu",5.662,"Mn",10.856443428227,11.1397650897465,0.974566639490425
"Cu 0.1","Cu",0.125,"Mn",9.79299788100066,11.1397650897465,0.879102728118976
"Ca 5","Ca",5.658,"Mn",9.70816592333679,11.1397650897465,0.871487490546152
"Cu 0.05","Cu",0.074,"Mn",10.669590386674,11.1397650897465,0.957793122271025
"Cu 0.01","Cu",0.022,"Mn",9.75888242993214,11.1397650897465,0.876040235257262
"K 2","K",2.102,"Mn",11.4581738656948,11.1397650897465,1.02858307813343
"Zn 0.01","Zn",0.049,"Mn",14.0276609273114,11.1397650897465,1.25924207685699
"Zn 0.01","Zn",0.049,"Mn",13.9390537103754,11.1397650897465,1.25128793992304
"Fe 0.01","Fe",0.124,"Mn",11.3635494700446,11.1397650897465,1.0200887880934
"Ca 0.01","Ca",0.012,"Mn",18.1333674056878,11.1397650897465,1.62780518795486
"Cu 0","Cu",0.011,"Mn",9.49266984605342,11.1397650897465,0.852142730980106
"Na 20","Na",16.842,"Mn",9.90872157754409,11.1397650897465,0.88949107074659
"Mo 0.5","Mo",0.544,"Mn",10.3632822262796,11.1397650897465,0.930296298242272
"Cu 0.2","Cu",0.237,"Mn",9.66145874037984,11.1397650897465,0.86729465680319
"Mn 100","Mn",99.502,"Mn",112.043738179759,11.1397650897465,10.057998286058
"Fe 0.1","Fe",0.215,"Mn",10.7073355599968,11.1397650897465,0.961181449854114
"Cu 10","Cu",11.197,"Mn",10.5463869146306,11.1397650897465,0.946733331418087
"Na 2","Na",1.882,"Mn",9.66900209471766,11.1397650897465,0.8679718124054
"Fe 50","Fe",56.327,"Mn",11.0029851205799,11.1397650897465,0.987721467368058
"Fe 0.2","Fe",0.317,"Mn",10.9137445136832,11.1397650897465,0.979710471967555
"Zn 0.05","Zn",0.075,"Mn",14.1138897179769,11.1397650897465,1.26698270603281
"Fe 0.2","Fe",0.317,"Mn",10.9891744546775,11.1397650897465,0.986481704609053
"Mn 0.05","Mn",0.062,"Mn",3.63759857050464,11.1397650897465,0.32654176647341
"Ca 0","Ca",0.002,"Mn",21.9419090346924,11.1397650897465,1.9696922563375
"Zn 0.1","Zn",0.122,"Mn",13.9415773613365,11.1397650897465,1.25151448428378
"Cu 0.02","Cu",0.035,"Mn",11.066929152941,11.1397650897465,0.993461627222957
"Mg 0.05","Mg",0.045,"Mn",21.4774622723037,11.1397650897465,1.92799956725052
"Ca 0.1","Ca",0.115,"Mn",14.6133548473395,11.1397650897465,1.31181894138775
"Cu 0.5","Cu",0.582,"Mn",10.2758948057582,11.1397650897465,0.922451660602486
"Mn 100","Mn",99.502,"Mn",103.0891427274,11.1397650897465,9.2541576861695
"Mg 10","Mg",9.004,"Mn",8.51408648377509,11.1397650897465,0.764296770639429
"Ca 0.02","Ca",0.024,"Mn",16.4126660162934,11.1397650897465,1.47334040566083
"Ca 0.5","Ca",0.53,"Mn",11.9677188758637,11.1397650897465,1.07432416926631
"Ca 2","Ca",2.207,"Mn",10.4827580844727,11.1397650897465,0.941021466792101
"Cu 0.1","Cu",0.125,"Mn",11.2268619041851,11.1397650897465,1.00781855036771
"Fe 0.2","Fe",0.317,"Mn",10.8557929879132,11.1397650897465,0.974508250439263
"K 0.2","K",0.211,"Mn",7.48635598777379,11.1397650897465,0.672038945835991
"Zn 10","Zn",11.246,"Mn",10.0982748510927,11.1397650897465,0.9065069837413
"Zn 2","Zn",2.421,"Mn",10.2836924371642,11.1397650897465,0.923151642275631
"Zn 0.02","Zn",0.049,"Mn",13.7310468633256,11.1397650897465,1.23261547731956
"Fe 0","Fe",0.118,"Mn",11.1290804426145,11.1397650897465,0.999040855256291
"Cu 2","Cu",2.269,"Mn",10.6989346049643,11.1397650897465,0.960427308724135
"Zn 0.5","Zn",0.491,"Mn",11.8269888655104,11.1397650897465,1.06169104736297
"Zn 0.1","Zn",0.122,"Mn",14.0814616977561,11.1397650897465,1.26407169130678
"Fe 50","Fe",56.327,"Mn",10.6812377131112,11.1397650897465,0.958838685291728
"Na 20","Na",16.842,"Mn",9.49900046028498,11.1397650897465,0.852711020722355
"Ca 0.01","Ca",0.012,"Mn",17.7674095995521,11.1397650897465,1.59495370471555
"Mn 2","Mn",2.077,"Mn",13.4131055755627,11.1397650897465,1.2040743648992
"Cu 0.05","Cu",0.074,"Mn",9.77634883281025,11.1397650897465,0.87760816804017
"Cu 0","Cu",0.011,"Mn",10.7631661152664,11.1397650897465,0.966193275042515
"Mo 2","Mo",2.42,"Mn",11.523104597054,11.1397650897465,1.03441181247712
"Ca 0.05","Ca",0.058,"Mn",16.2170726730796,11.1397650897465,1.45578228467371
"Mg 0.1","Mg",0.097,"Mn",15.532723022402,11.1397650897465,1.39434924320791
"Mn 50","Mn",50.166,"Mn",58.4073051798495,11.1397650897465,5.24313616214494
"Ca 0.5","Ca",0.53,"Mn",10.9538962100761,11.1397650897465,0.983314829516334
"Mo 2","Mo",2.42,"Mn",11.3741847682895,11.1397650897465,1.02104350286154
"Mn 50","Mn",50.166,"Mn",56.0905851512706,11.1397650897465,5.03516768077083
"Mn 0","Mn",0.007,"Mn",0.746301565727957,11.1397650897465,0.0669943719383172
"Fe 20","Fe",23.594,"Mn",10.7384048859476,11.1397650897465,0.963970496633874
"Fe 0.1","Fe",0.215,"Mn",11.2497431489809,11.1397650897465,1.00987256538611
"Mo 5","Mo",5.931,"Mn",12.1149718380388,11.1397650897465,1.08754284676882
"Ca 0.1","Ca",0.115,"Mn",13.3973892165179,11.1397650897465,1.20266353092575
"Mn 0.1","Mn",0.137,"Mn",4.80899511862099,11.1397650897465,0.431696277244427
"Ca 0.1","Ca",0.115,"Mn",14.9935219155605,11.1397650897465,1.34594596876744
"Zn 2","Zn",2.421,"Mn",9.66698717331966,11.1397650897465,0.867790935934329
"Mn 0.02","Mn",0.032,"Mn",2.31111986403716,11.1397650897465,0.207465763004681
"Zn 0.2","Zn",0.213,"Mn",13.3208845129794,11.1397650897465,1.19579581846304
"Mo 0.01","Mo",0.046,"Mn",10.2103776577757,11.1397650897465,0.916570284518277
"K 0.2","K",0.211,"Mn",7.4852831507093,11.1397650897465,0.671942638862203
"Cu 0.5","Cu",0.582,"Mn",10.9102879728695,11.1397650897465,0.979400183484285
"Mo 0.01","Mo",0.046,"Mn",10.0967745928044,11.1397650897465,0.906372307805474
"Mn 2","Mn",2.077,"Mn",13.7060727836371,11.1397650897465,1.23037359165255
"Na 5","Na",4.414,"Mn",9.4709726879452,11.1397650897465,0.850195009647258
"Fe 2","Fe",2.348,"Mn",10.5974862191229,11.1397650897465,0.951320439322128
"Mg 2","Mg",1.79,"Mn",10.2750581475473,11.1397650897465,0.922376555050063
"Zn 0.5","Zn",0.491,"Mn",11.4742319582143,11.1397650897465,1.03002458900823
"Mo 0.02","Mo",0.021,"Mn",10.1179127402853,11.1397650897465,0.908269847592954
"Fe 0.5","Fe",0.65,"Mn",10.9322073862,11.1397650897465,0.981367856335006
"Mn 0.05","Mn",0.062,"Mn",3.35224833223167,11.1397650897465,0.300926303671988
"Fe 20","Fe",23.594,"Mn",10.7804338421891,11.1397650897465,0.967743372982963
"Ca 5","Ca",5.658,"Mn",8.98186611890518,11.1397650897465,0.80628864671235
"Fe 20","Fe",23.594,"Mn",10.7328865495974,11.1397650897465,0.963475123858437
"Ca 0.05","Ca",0.058,"Mn",15.1804716234004,11.1397650897465,1.3627281635744
"Fe 5","Fe",5.199,"Mn",10.6409008959217,11.1397650897465,0.955217709726752
"Na 0.5","Na",0.439,"Mn",10.7993793107725,11.1397650897465,0.969444079275307
"Mn 0.1","Mn",0.137,"Mn",4.9923768359257,11.1397650897465,0.448158178893817
"Na 0.1","Na",0.096,"Mn",9.88450059156642,11.1397650897465,0.887316789172201
"K 0.5","K",0.522,"Mn",9.52416502711369,11.1397650897465,0.854970006134163
"Mg 0.2","Mg",0.187,"Mn",13.9037389113123,11.1397650897465,1.24811778339113
"Mn 0.2","Mn",0.223,"Mn",5.99959641476372,11.1397650897465,0.538574769434411
"Fe 50","Fe",56.327,"Mn",10.9190826757656,11.1397650897465,0.980189670769268
"Zn 20","Zn",22.071,"Mn",9.82940505131547,11.1397650897465,0.882370945179344
"K 10","K",9.698,"Mn",14.5937074902418,11.1397650897465,1.31005522761647
"Mo 0.05","Mo",0.062,"Mn",10.6958270557548,11.1397650897465,0.960148348693606
"Fe 0.05","Fe",0.195,"Mn",12.1578050615803,11.1397650897465,1.09138792098685
"Ca 2","Ca",2.207,"Mn",9.7722225771661,11.1397650897465,0.877237760261289
"Na 10","Na",8.783,"Mn",9.44726399608622,11.1397650897465,0.848066715947348
"K 5","K",5.208,"Mn",12.6977682995575,11.1397650897465,1.13985961079602
"Mg 0.5","Mg",0.457,"Mn",11.8975034695335,11.1397650897465,1.06802103757865
"Zn 20","Zn",22.071,"Mn",9.7600812572163,11.1397650897465,0.876147852184055
"Mo 0.1","Mo",0.12,"Mn",10.051799324367,11.1397650897465,0.902334945430683
"Mo 10","Mo",11.979,"Mn",11.043060299812,11.1397650897465,0.991318956086112
"K 2","K",2.102,"Mn",11.6380915143648,11.1397650897465,1.04473401553835
"Fe 10","Fe",9.185,"Mn",10.3500576371718,11.1397650897465,0.929109146717866
"Mo 0.5","Mo",0.544,"Mn",10.2438034447733,11.1397650897465,0.919570867270997
"Na 0.2","Na",0.182,"Mn",10.2083265021864,11.1397650897465,0.916386155358208
"Ca 0","Ca",0.002,"Mn",22.310201963083,11.1397650897465,2.00275335999843
