Cluster,ORF,Gene,Ag_10uM_Fold Change,Ag_10uM_P-value,Ag_20uM_Fold Change,Ag_20uM_P-value,As_400uM_Fold Change,As_400uM_P-value,As_1250uM_Fold Change,As_1250uM_P-value,Cd_5uM_Fold Change,Cd_5uM_P-value,Cd_25uM_Fold Change,Cd_25uM_P-value,Cr_400uM_Fold Change,Cr_400uM_P-value,Cr_1700uM_Fold Change,Cr_1700uM_P-value,Cu_5000uM_Fold Change,Cu_5000uM_P-value,Cu_9000uM_Fold Change,Cu_9000uM_P-value,Hg_19uM_Fold Change,Hg_19uM_P-value,Hg_47uM_Fold Change,Hg_47uM_P-value,Zn_1000uM_Fold Change,Zn_1000uM_P-value,Zn_2000uM_Fold Change,Zn_2000uM_P-value
I,YPR078C,YPR078C,1.86085,0.00268,1.66415,2.75801E-08,1.57559,2.79356E-07,1.92594,6.66906E-09,1.44284,0.04054,1.51707,2.07489E-07,1.56988,4.65262E-07,1.32986,0.04105,1.35794,0.02262,1.78556,5.77962E-13,1.47295,1.86346E-07,1.9818,9.10623E-08,1.88014,0.03867,2.29565,0.00006
I,YDR451C,YHP1,1.18278,0.03236,1.36382,0.00005,1.7507,7.80896E-13,-1.0806,0.19947,2.40055,1.16427E-22,1.56052,5.0343E-15,2.85434,0,1.46965,0.00001,3.29184,2.14891E-25,2.87288,0,2.92714,0,1.68003,1.05102E-14,1.42094,6.97634E-08,1.14213,0.02068
I,YDR214W,AHA1,1.34165,0.00002,1.25005,5.97392E-06,1.83262,0,2.59321,4.30001E-40,1.41427,5.63702E-07,1.59586,2.2112E-11,1.01726,0.82579,1.16378,0.00815,1.07627,0.04435,1.4599,1.03502E-06,1.39266,5.4481E-11,1.22603,0.00018,1.23305,0.00058,1.14262,0.02728
I,YDL129W,YDL129W,2.03581,0.00004,2.54163,0,1.47375,2.14461E-06,2.22032,1.80389E-15,1.59032,1.96737E-06,2.16679,1.29363E-24,1.79774,3.88553E-17,2.13324,4.05389E-22,1.35169,0.00011,-1.5699,0.04678,1.28967,0.00086,1.29751,0.0414,1.96609,4.63973E-37,2.36636,9.55895E-24
I,YCR047C,BUD23,2.32054,1.17913E-11,2.55706,8.2729E-21,1.85765,3.43346E-14,1.94483,3.51444E-08,1.87777,9.72395E-06,1.96104,8.59495E-07,2.05778,4.4024E-07,1.60811,0.00001,1.06273,0.52129,-1.33176,0.05339,1.74533,0.00005,1.58574,0.00053,2.0782,4.26514E-08,2.6434,1.77995E-12
I,YMR069W,NAT4,1.8294,5.43797E-14,2.09425,0,2.13227,0,2.82999,0,1.43047,2.35896E-22,1.62323,0,1.66892,0,1.49823,1.21107E-23,1.41134,1.52051E-15,1.74982,1.09119E-25,1.83071,1.13582E-17,1.90201,0,2.3857,0,2.28442,0
I,YIR017C,MET28,1.06948,0.50169,-1.10367,0.00132,6.18208,0,7.01253,0,2.00781,0,1.00821,0.76678,3.3567,0,2.73329,0,3.43245,0,4.39979,0,1.50535,1.55931E-15,1.48452,1.99212E-24,1.06247,0.18945,1.06671,0.17146
I,YLR109W,AHP1,1.2266,8.22845E-12,1.28738,8.46483E-07,2.02246,2.14419E-08,3.70007,3.36922E-16,1.62564,1.89708E-06,1.06043,0.16186,1.23183,0.00725,1.62901,3.52778E-20,-1.05727,0.47258,1.51644,2.63283E-12,1.54338,2.51049E-08,1.27203,0.0493,1.5887,0.0303,1.42121,0.02009
I,YMR195W,ICY1,2.25217,1.5336E-34,1.8,0,1.36235,1.88294E-11,-1.20654,0.00377,2.64321,0,1.62027,4.80494E-13,2.50362,4.20524E-38,1.99278,1.08572E-16,2.13234,0,1.58884,1.77881E-09,2.33235,1.79366E-43,2.1948,0,1.6345,2.76279E-29,1.76962,5.76074E-42
I,YMR193C-A,YMR193C-A,3.14018,0,3.24624,4.59626E-43,3.16321,0,4.70969,0,2.77763,0,2.14247,0,2.79766,0,3.02385,0,2.11381,9.2588E-14,4.08911,0,2.90949,2.22836E-38,2.67312,0,5.15855,2.1428E-33,3.45919,1.49377E-18
I,YPR038W,YPR038W,1.6398,0.008,1.55709,0.00602,1.68261,0.00002,2.13336,5.92445E-11,1.45765,0.00029,1.33724,0.00588,1.52492,9.9769E-08,1.30004,0.00342,1.3978,0.00122,2.16649,7.66589E-23,1.68022,3.04004E-06,1.94513,5.25965E-08,1.93808,0.00002,2.29041,9.63669E-07
I,YHL045W,YHL045W,1.85604,3.8623E-10,2.05246,0,1.74381,4.18026E-12,2.01713,0,1.5369,3.26155E-11,1.36592,2.00998E-08,1.6944,0,1.62233,4.5915E-13,1.6126,8.05963E-18,2.70045,7.37486E-27,1.90824,6.171E-17,2.0742,5.34356E-14,2.39606,0,2.35264,1.02295E-43
I,YLR415C,YLR415C,1.60603,1.28136E-14,1.83366,1.00873E-10,1.50039,1.84538E-08,1.5258,3.27817E-10,1.35629,1.34711E-10,1.2884,0.00032,1.4632,1.2952E-07,1.48332,5.72853E-25,1.64505,4.04976E-09,2.00618,1.14359E-37,1.73667,1.02783E-12,1.59624,7.50003E-22,1.877,0,1.7312,3.53444E-30
I,YOR153W,LEM1,1.81436,3.87428E-12,1.66764,3.54481E-07,8.38262,0,7.47347,0,1.69327,4.59251E-10,1.78755,1.99533E-12,1.82961,6.73849E-26,2.17269,1.18888E-27,1.23386,0.0169,1.51343,6.22634E-08,1.68466,2.1596E-32,2.45158,5.64526E-39,2.27683,2.11353E-13,3.53444,0
I,YGR134W,CAF130,1.06309,0.18272,1.2588,1.37341E-32,1.76366,0,2.01846,5.01124E-38,1.08741,0.00064,-1.03628,0.32683,1.13817,0.00012,1.13967,1.12386E-10,1.04509,0.24606,1.14725,0.00004,1.09699,7.44402E-08,1.13752,3.21047E-17,1.12693,6.59138E-13,1.09637,0.00894
I,YGL137W,SEC27,1.88085,0,2.1434,0,1.18312,0.00471,-1.16751,0.00085,1.13337,0.00056,1.10157,0.12011,1.64656,0,1.68445,4.06574E-23,1.17343,0.00217,1.17698,0.02173,1.32375,1.7942E-38,1.40016,3.8086E-36,1.54645,0,1.62013,0
I,YBL066C,SEF1,1.37608,4.46249E-10,1.7146,1.7383E-22,1.69215,2.46643E-20,2.18683,1.21104E-17,1.62391,2.86418E-36,1.65235,5.07789E-29,1.62893,2.26657E-34,1.52663,5.23304E-13,1.85836,5.1582E-37,2.60835,0,1.78674,1.81257E-24,2.31641,2.1039E-26,2.18739,0,2.5815,1.84888E-22
I,YIL130W,YIL130W,-1.16897,0.04964,-1.18679,0.01536,1.37677,2.68987E-09,1.56375,1.06106E-18,1.67247,4.65518E-34,2.04971,1.32932E-28,1.24772,0.0027,-1.26213,0.00071,1.87515,1.02994E-14,1.60353,1.53858E-22,2.40567,0,2.1826,0,1.77286,0,1.89821,0
I,YJL078C,PRY3,2.19457,1.21833E-12,2.15882,0,1.57011,8.31014E-11,-1.23698,0.00142,2.38057,4.02455E-33,2.22063,1.02912E-18,1.55582,1.05593E-07,1.4505,9.21257E-06,2.29017,1.27968E-39,2.32811,7.91526E-25,2.61877,8.98793E-42,2.305,1.13643E-34,2.61255,0,2.45641,1.04757E-38
I,YHR047C,AAP1',2.25084,3.70964E-31,2.33642,1.82491E-38,1.85963,8.94297E-31,-1.02327,0.76999,1.88059,6.72079E-23,1.80103,3.61673E-17,1.848,6.11621E-14,2.07425,2.57453E-21,2.18028,1.25499E-32,1.83859,4.78394E-15,1.40969,0.00003,1.26855,0.00308,1.35604,0.00019,1.2304,0.01284
I,YMR102C,YMR102C,1.67879,4.80831E-09,1.3049,0.00118,1.67071,1.39643E-17,1.6058,1.37182E-09,2.10826,5.385E-27,1.76936,5.59615E-21,1.34782,6.79564E-09,1.2529,0.00224,1.13578,0.1406,1.03553,0.53875,1.98358,0,1.4389,3.66592E-11,1.81864,0,1.58574,8.16223E-36
I,YIL047C,SYG1,2.49375,3.32198E-24,2.12646,1.23263E-17,2.28643,6.76842E-17,3.83558,7.20492E-41,1.88809,1.18271E-10,1.77635,2.52508E-06,2.1051,2.33146E-18,2.19789,9.62913E-19,1.50416,2.38325E-06,1.55297,5.30144E-09,2.25175,2.00984E-24,1.82872,1.05649E-09,2.11882,4.05382E-18,2.25488,6.41628E-17
I,YDR089W,YDR089W,1.42743,0,1.45159,0,1.89003,3.17235E-37,1.13911,4.8279E-06,1.63485,5.49104E-19,1.02008,0.65736,2.44826,0,1.7922,1.30321E-43,2.54276,3.77832E-31,1.72357,0,1.51529,1.77063E-28,1.28089,4.17519E-13,1.51709,6.30829E-23,1.31493,3.93655E-20
I,YBL008W,HIR1,1.41158,0.01989,1.60933,2.51074E-23,1.76421,2.27971E-18,2.25431,0,1.26275,0.00326,1.19912,0.00746,1.3783,2.80984E-08,1.31262,1.5738E-06,-1.06481,0.4345,1.05455,0.61534,1.3258,0.00018,1.37429,3.22889E-08,1.33164,0.00019,1.55345,1.75237E-07
I,YDR362C,TFC6,1.34965,0,1.38712,4.7991E-17,1.28754,3.60362E-11,2.02632,0,1.18612,2.55591E-08,1.291,1.1731E-12,1.28252,2.11262E-16,1.37881,5.09201E-20,1.07964,0.00004,1.26484,4.32413E-40,1.30761,6.00844E-25,1.23572,5.22019E-07,1.23292,1.27343E-17,1.21639,2.33658E-17
I,YNR053C,NOG2,3.53975,0,4.24538,0,2.55419,0,1.48151,1.57226E-06,2.73937,8.51582E-22,3.08725,0,3.58071,0,2.28073,6.16487E-16,1.87051,1.68819E-21,1.02374,0.66114,2.89957,0,1.97174,1.1922E-21,2.66613,0,3.90759,0
I,YAR035W,YAT1,1.77869,7.86016E-07,1.5738,5.25571E-08,1.71908,6.43696E-19,5.09448,0,2.42064,1.4013E-45,2.4303,2.67207E-37,1.56278,0.00003,1.48527,6.0975E-11,1.25184,0.05993,1.53353,0.038,2.23364,2.41324E-15,2.80173,2.19496E-35,1.4186,0.00011,1.43037,0.00927
I,YML088W,UFO1,1.27603,0.00174,1.17977,0.01689,1.95228,1.95778E-35,2.55764,0,1.31583,0.00016,1.28199,0.00016,1.43377,6.27708E-14,1.23703,0.00052,-1.15718,0.00751,-1.11853,0.03883,1.2408,1.98726E-09,1.41021,3.36616E-22,1.50283,1.80935E-32,1.54721,0
I,YKL029C,MAE1,3.16374,9.18648E-19,2.91016,4.5221E-20,2.35116,7.80301E-14,2.69652,8.43155E-15,2.40824,3.56526E-19,2.66688,2.03675E-14,2.37401,7.03207E-13,1.71167,0.00006,1.04788,0.58149,-1.18826,0.08196,2.61938,4.47544E-14,2.04143,5.33226E-10,3.26259,3.44539E-28,2.91327,1.05131E-23
I,YBL075C,HSP70,1.22527,0.00087,1.27549,2.40625E-12,1.62402,7.99928E-33,5.69032,0,1.2355,1.13809E-09,1.2076,4.71036E-08,1.56544,1.65904E-30,1.54674,2.51952E-19,1.43454,2.81405E-13,2.64225,2.19007E-37,1.0385,0.36028,1.19575,5.58593E-06,1.05305,0.2769,1.26404,0.00106
I,YHR039C,MSC7,1.16178,1.21296E-08,1.10222,0.00016,1.01511,0.6122,-1.20319,6.47112E-09,1.1679,9.16096E-17,1.14888,3.25262E-08,1.30541,3.149E-19,1.37948,2.86228E-29,1.21708,2.33141E-21,1.17754,5.4204E-15,1.38115,2.82607E-23,2.16233,0,1.24759,8.15656E-36,1.27611,3.56379E-24
I,YHR218W,YHR218W,1.21989,0.00008,1.17524,0.00352,1.44514,5.35438E-30,2.02003,4.61027E-42,1.18541,0.0057,1.42275,3.7299E-19,1.49335,1.7633E-17,1.37181,3.54285E-08,1.09073,0.00596,1.04609,0.22066,1.33426,6.52168E-07,1.85148,1.38366E-20,1.78353,5.79731E-14,1.91456,9.68023E-15
I,YCL073C,YCL073C,1.60622,0.00259,2.18267,8.23692E-24,2.20323,1.90775E-16,3.10774,0,1.68671,0.00002,1.69878,4.51088E-11,1.94217,7.86975E-24,1.80713,4.23821E-15,1.73851,2.40126E-08,2.57448,1.954E-18,1.86908,1.6286E-12,1.88462,0.00001,2.88592,0.00002,2.38912,2.31076E-07
I,YLL024C,SSA2,1.4503,0.00003,1.28332,0.00201,2.6794,1.71698E-32,2.20258,3.6777E-19,1.77995,3.56303E-09,1.81027,4.69753E-10,1.1788,0.06812,-1.09858,0.1126,1.14962,0.0262,1.549,1.47596E-12,1.68587,2.46849E-10,1.56443,3.23195E-07,1.72078,3.83455E-11,1.75536,1.79261E-09
I,YDR046C,BAP3,2.01596,2.07128E-13,1.92575,4.30774E-21,3.05409,0,1.67859,3.35299E-06,2.21131,2.3174E-21,1.60021,2.6665E-07,2.76721,1.80215E-32,2.63655,0,2.3042,1.88807E-17,2.33747,1.46132E-18,2.09168,2.39306E-22,2.10138,2.16056E-24,1.58422,5.20257E-11,1.85099,6.64615E-24
I,YIL146C,ECM37,1.10387,0.00081,1.00876,0.78407,1.16404,2.54708E-06,2.10052,0,1.054,0.02011,-1.01564,0.71312,1.15556,8.71818E-14,1.17624,0.00001,1.20972,1.38385E-11,1.24525,0.00001,1.02528,0.13348,1.06991,7.95523E-08,1.10199,5.98948E-07,1.1004,8.56913E-06
I,YCR072C,RSA4,2.22789,0,3.60423,0,2.25127,0,1.23472,0.0005,2.64721,0,3.26153,0,2.72419,1.96058E-11,2.19919,0,1.62844,3.64213E-14,-1.19534,0.25857,2.88117,0,1.68564,1.5111E-18,2.28873,0,2.64277,0
I,YDR528W,HLR1,1.26035,0.00111,1.48168,3.32653E-11,2.37426,0,1.48528,1.12369E-14,2.06467,0,1.8045,0,2.73703,1.5958E-30,1.52855,9.0555E-27,2.16793,9.68252E-34,1.67053,3.39613E-10,1.9573,0,1.9464,2.83353E-19,1.64805,3.93715E-37,1.42084,7.53058E-42
I,YBR063C,YBR063C,1.71024,2.16906E-14,1.83146,0,1.42254,6.40804E-21,2.62167,0,1.37243,7.95384E-12,1.51501,4.15979E-18,1.95817,0,2.07435,0,1.45802,7.03768E-10,1.37552,2.3693E-12,1.48791,1.58436E-31,1.64189,0,1.44348,1.68106E-21,1.75567,4.23365E-26
I,YLR099C,ICT1,1.52366,0.00011,1.41213,4.30856E-06,2.50909,1.42353E-39,2.48981,7.51265E-34,1.28464,0.00939,1.36592,1.31214E-17,1.97291,1.49274E-19,2.21152,0,1.13576,0.22588,2.43146,2.54672E-32,1.29189,2.2494E-07,1.76417,4.19032E-14,1.46209,8.86712E-12,2.38006,4.28079E-24
I,YGL126W,SCS3,1.65474,0,1.54376,0,1.20329,4.00437E-20,1.03018,0.0638,1.35484,4.6383E-43,1.62123,0,1.60719,0,1.70042,0,1.34353,3.94421E-35,2.04216,7.00649E-45,1.41854,0,1.78169,0,1.64452,2.8026E-45,1.77416,3.2769E-20
I,YML027W,YOX1,1.97707,6.01086E-14,2.44976,2.87219E-29,2.78626,8.17254E-37,2.36849,0,3.18405,9.36067E-43,2.7966,0,6.86912,0,3.54617,0,8.36736,0,6.6124,0,4.0509,0,2.67576,0,2.88123,0,2.38847,0
I,YEL046C,GLY1,1.60335,6.8402E-18,1.73427,1.25856E-16,2.17503,4.98883E-39,1.64639,2.63841E-10,1.7621,1.52256E-20,1.54622,3.13239E-11,1.82564,3.54009E-27,1.60359,3.14843E-15,1.20292,0.00104,1.10736,0.04145,1.98813,8.75604E-29,1.85146,7.27789E-26,1.68604,2.76218E-15,1.63187,3.24003E-12
I,YJR095W,ACR1,1.26823,0.00002,1.26327,0.00116,1.18096,0.03101,4.40403,0,1.23868,0.00037,1.82021,1.15518E-23,1.24861,3.85202E-06,1.12207,9.5644E-06,1.13509,0.0036,1.2304,0.00749,1.26515,2.08993E-12,1.493,0.00002,1.3118,2.33652E-14,1.39031,3.15397E-08
I,YBR231C,aor1,1.08038,0.3687,1.07793,0.16635,1.89019,0,2.41032,2.01026E-16,1.45097,2.01225E-11,1.26477,3.15776E-16,1.20754,0.00583,1.19482,0.00198,1.41277,6.90077E-06,1.40267,5.38712E-06,1.41331,3.51448E-08,1.30407,0.00024,1.12012,0.12901,1.04084,0.63041
I,YDR275W,BSC2,1.39568,3.00317E-20,1.49837,0,1.50702,0,1.25541,5.04004E-06,1.84615,0,1.69449,0,2.08635,2.46628E-33,1.71932,0,1.50679,5.02634E-36,1.25632,3.94076E-13,1.96986,0,2.12403,0,1.67784,0,1.49303,0
I,YCR031C,CRY1,2.13436,0,2.27521,0,1.85034,0,-1.02728,0.33793,2.07687,0,1.85873,0,1.95002,0,1.86672,0,1.57205,0,1.59296,3.8217E-36,2.16665,0,1.70267,0,2.10214,0,2.08015,0
I,YIR035C,YIR035C,2.67019,0,2.50612,0,2.70465,0,2.28932,2.99092E-24,2.10844,4.2039E-45,1.88537,7.5392E-23,2.38586,0,2.83678,0,2.09148,0,1.52399,5.48647E-15,2.38839,0,1.86719,5.42515E-30,2.56972,0,2.63851,0
I,YER004W,YER004W,1.07876,0.01579,1.10642,0.00003,1.37174,2.04166E-17,2.72895,0,1.10172,0.00004,1.21701,7.88039E-06,1.08396,0.06762,1.23867,6.45099E-10,1.1357,0.00226,1.32285,8.91059E-09,1.02006,0.47293,1.15795,1.82621E-09,1.01797,0.44013,1.05433,0.0282
I,YGL152C,YGL152C,1.81176,1.97116E-24,2.2603,0,1.92904,0,2.02629,0,1.56308,9.43624E-10,1.54297,9.65858E-32,1.6838,0,1.59152,0,1.75978,1.39314E-39,2.3595,0,1.69098,3.56548E-13,1.95523,2.08732E-36,2.40101,0,2.367,9.1785E-43
I,YHR105W,YPT35,2.08994,0.00019,1.45104,9.46844E-09,1.65019,0.00085,1.56688,0.00022,1.24361,0.1854,1.40786,0.01115,1.46872,0.00003,1.49641,0.00007,1.09851,0.46515,1.48092,0.00482,1.23537,0.00168,1.4879,1.93717E-10,2.61826,0.00005,1.77026,2.89903E-06
I,YCR063W,BUD31,1.49254,0.00044,1.68845,0.00002,2.35025,1.03301E-09,1.77803,4.30615E-25,2.38343,3.24071E-07,1.94123,3.02455E-27,2.15037,4.20863E-13,2.08175,0.00045,1.5709,0.00069,1.19475,0.3882,2.56724,4.079E-08,1.43596,0.02593,1.78124,2.16647E-12,1.39877,0.01703
I,YHL041W,YHL041W,2.00645,5.70703E-10,2.20619,6.08954E-28,2.02127,1.57914E-19,2.36495,5.51794E-34,1.80531,6.10303E-06,1.72303,9.75159E-17,1.97074,1.41088E-13,1.61566,4.16553E-12,1.6547,9.21688E-08,2.67822,6.75249E-32,1.82243,1.73118E-06,1.9168,1.23019E-08,2.3292,3.08365E-11,2.65868,4.1938E-12
I,YDR433W,YDR433W,1.95341,9.58706E-19,2.06398,4.31545E-16,1.3257,0.00006,1.58338,6.31364E-19,1.09224,0.03936,1.19257,0.02796,1.46148,7.41649E-06,1.39033,5.16665E-07,1.17882,0.03246,1.30768,0.00054,1.13241,0.06884,1.25808,4.78663E-08,1.53329,1.57341E-17,1.61292,4.07304E-14
I,YHR095W,YHR095W,1.74153,0.07337,1.78513,0.00034,1.83855,9.30038E-06,2.52862,7.09745E-14,1.62511,0.01743,1.60478,0.00018,1.72266,0.00013,1.91527,0.00429,1.42572,0.18871,2.16991,0.00007,2.0988,4.35291E-08,2.02071,0.00483,2.04521,0.00146,2.15694,0.00045
I,YGL102C,YGL102C,2.02954,1.05658E-42,1.67701,3.85226E-31,1.50316,4.00235E-24,-1.20421,0.00003,1.88536,0,1.33734,8.28502E-17,1.4637,8.55335E-33,1.34529,0,1.37783,1.4473E-12,1.04072,0.26752,1.99153,0,1.70107,0,2.25685,0,2.21609,0
I,YDR134C,YDR134C,2.08893,1.06492E-21,1.70711,2.2392E-32,1.95653,8.96831E-44,2.06118,6.53285E-42,1.82544,1.70807E-39,1.6291,3.14045E-34,2.10332,0,2.6179,0,2.06666,0,2.00815,0,1.97069,6.62156E-38,2.0941,0,1.89124,9.03239E-27,2.1024,4.2039E-45
I,YPR064W,YPR064W,2.1849,0.0019,1.9646,3.42785E-10,2.3052,0.00007,4.13279,5.24698E-27,1.93481,0.00173,1.82202,0.00019,2.01411,1.05724E-09,1.74524,7.39736E-06,1.5569,0.02279,3.01832,8.24968E-11,1.90808,6.01546E-06,2.09118,0.00057,2.53052,0.00026,2.79478,0.00008
I,YLR445W,YLR445W,2.32622,0.00036,2.71335,2.15243E-14,2.25159,6.74845E-06,3.28612,3.14673E-25,1.91035,0.00007,1.85078,4.43969E-10,2.1888,0.0016,2.07081,0.00029,2.01348,3.60442E-06,3.0976,1.26862E-11,1.98846,8.7012E-09,2.3823,2.7791E-09,2.25028,2.67704E-09,2.4722,0.00005
I,YLR110C,CCW12,1.82854,2.05373E-12,1.60907,5.24115E-07,1.89506,2.24784E-17,2.09263,3.44886E-09,1.48845,3.84206E-08,1.45498,0.00028,1.83724,1.06645E-13,2.10609,2.73507E-12,2.0225,5.76862E-19,1.95081,1.91591E-38,1.56352,1.43405E-06,2.28061,0,1.64755,2.15016E-11,1.64422,0
I,YCR020C-A,LSM9,3.33781,0,3.36332,0,3.45756,0,3.7372,0,3.73133,0,3.73494,0,4.07602,0,4.06542,0,2.62165,0,3.31194,0,3.7621,0,3.61606,0,3.66279,0,4.25613,0
I,YJL212C,HGT1,1.37704,0.00063,1.44319,0.00002,3.90604,0,2.83068,4.18847E-39,1.81355,3.42517E-12,1.62598,2.60222E-07,1.85802,6.86239E-08,1.59095,7.69333E-07,3.4066,3.11927E-32,3.39118,8.47239E-29,1.76274,3.33642E-11,1.31972,0.00123,1.52532,2.68407E-06,1.41068,0.00032
I,YGR250C,YGR250C,1.6646,8.05357E-31,1.24708,1.21455E-07,2.8441,0,2.40982,0,1.91403,0,1.83392,4.71638E-27,1.61237,6.95956E-34,1.75015,0,2.12568,0,2.20138,0,1.78694,0,2.19705,0,1.9854,0,1.90183,3.57142E-25
I,YPL153C,LSD1,1.0235,0.70308,1.06834,0.51363,2.05427,6.64187E-34,3.00064,0,1.28546,0.00155,1.36597,4.33552E-06,1.5947,1.31266E-18,1.41559,8.18624E-07,1.39719,0.00045,1.11361,0.15402,1.36899,2.57581E-13,1.30642,6.7576E-07,1.10142,0.07199,1.20827,0.00008
I,YOR384W,FRE5,1.79734,0.00006,3.00478,6.71792E-09,2.90303,2.68328E-13,3.71491,0,2.0535,1.18581E-14,2.17877,1.28889E-10,2.09703,9.62445E-07,2.78465,6.24572E-33,2.40184,0.0001,3.22133,8.66768E-06,2.08469,8.43685E-07,2.49299,1.19582E-39,3.3586,5.32449E-27,4.8003,2.2267E-38
I,YKL222C,YKL222C,2.00965,3.43821E-33,2.37723,0,2.27006,0,2.9373,0,1.82504,2.51522E-30,1.81177,0,2.03155,0,1.99783,0,1.78823,0,2.5088,0,2.08819,4.85673E-33,2.13837,9.1421E-28,3.27054,5.90031E-30,2.38781,7.28209E-17
I,YOR154W,YOR154W,1.41616,4.77494E-06,1.8875,2.50707E-12,1.78809,2.06332E-19,2.11047,1.19479E-23,1.66402,1.89714E-11,1.69054,3.34159E-27,1.62779,2.09961E-12,1.73941,1.11362E-25,1.46413,0.00003,2.07628,3.672E-13,2.00199,4.78033E-20,1.97538,4.23894E-19,2.10423,3.49999E-08,2.01742,3.20497E-11
I,YNL065W,AQR1,3.06042,0,3.30004,0,4.10017,0,4.9721,0,3.48308,0,5.62224,0,4.29932,0,2.13732,0,5.52564,0,5.53314,0,3.96022,0,4.03141,0,3.18604,0,3.99088,0
I,YHR196W,UTP9,1.63209,4.20408E-21,2.08085,0,1.65836,0,1.0075,0.86991,2.03432,0,1.89679,0,1.71358,4.72252E-28,1.46323,0,1.11682,0.04974,-1.35941,6.90878E-09,2.0567,0,1.3921,5.90227E-42,1.59643,4.02173E-43,1.98238,0
I,YCR088W,ABP1,1.6338,1.77315E-06,1.66215,1.1017E-07,1.55976,4.728E-10,1.54328,4.31456E-09,1.3186,0.00113,1.19415,0.07352,1.76285,3.34655E-13,2.14874,5.03283E-21,1.80936,1.72811E-10,1.73296,2.63537E-10,1.28247,0.01232,1.49057,5.35889E-10,1.46946,8.68288E-07,1.53312,9.813E-07
I,YDL174C,DLD1,1.20914,6.84969E-29,1.09334,0.00005,1.02103,0.44072,1.61139,4.61577E-22,1.24799,9.48248E-10,1.42814,9.40726E-28,1.51898,0,1.65633,0,2.19788,0,3.14909,0,1.05988,0.05505,1.63387,0,1.09132,1.4932E-07,1.19206,1.72467E-19
I,YJL172W,CPS1,1.51223,9.69333E-12,1.49147,0,1.18356,3.47875E-24,1.31489,2.67479E-11,1.42988,2.38892E-09,1.90259,1.05626E-40,2.82595,0,3.49662,0,1.44038,0,1.52954,1.3197E-24,1.41035,0.00001,1.86138,5.46506E-44,1.35474,3.7221E-15,1.67144,0
I,YLL012W,YEH1,1.61368,0.00011,1.90659,1.00715E-11,1.91864,1.38371E-14,1.40949,0.00313,2.01357,5.3955E-34,1.79535,6.97007E-16,2.43813,0,1.93687,1.71703E-23,1.41207,0.0001,1.0037,0.96713,2.61268,1.63751E-33,3.93164,0,1.68585,7.29165E-12,1.98931,9.49205E-24
I,YPL030W,YPL030W,1.49785,1.56014E-09,1.74572,6.75662E-34,1.58039,2.0096E-16,1.06413,0.37074,1.97804,0,1.92579,0,1.54703,1.57119E-23,1.19193,0.00457,1.28397,5.46503E-13,-1.17101,0.00021,1.95756,0,1.42065,4.21912E-25,1.62283,0,2.0202,5.59731E-21
I,YLR044C,PDC1,1.0964,0.16426,1.4309,3.6167E-13,1.82126,0,2.44676,1.23692E-19,1.31845,0.315,1.73734,3.91894E-27,1.79306,4.27508E-17,1.58131,0.00191,2.17181,0,2.33014,3.26948E-22,2.12288,9.59012E-13,1.27641,0.31908,1.61428,0.00022,2.19093,0
I,YCL036W,GFD2,3.56754,1.24939E-24,4.27435,0,2.10805,2.70736E-12,1.48675,0.0006,2.19261,9.1081E-08,2.72771,1.37058E-23,3.05992,4.73495E-29,2.32841,1.99292E-16,1.47171,0.01018,-1.05817,0.75371,1.91829,5.56106E-09,1.54895,0.00194,1.96802,2.04709E-06,3.49714,2.80134E-19
I,YGL179C,TOS3,2.5673,0,1.9546,0,1.80622,1.24716E-43,1.79982,0,1.99752,0,1.98199,0,2.36657,0,2.31392,0,1.44821,9.75319E-14,1.28122,8.87365E-08,2.25882,0,2.28039,0,2.93189,0,2.87261,0
I,YOR023C,AHC1,1.28289,3.35436E-13,1.1481,7.54759E-09,1.70354,0,2.82701,0,1.21783,1.68009E-07,1.144,5.15592E-09,1.18238,9.75784E-08,1.20614,1.76378E-11,1.0996,0.0127,1.46179,1.42166E-31,1.0625,0.00333,1.20812,1.33934E-13,1.02415,0.36912,1.05284,0.00391
I,YNR072W,HXT17,1.742,5.18639E-22,2.32221,0,1.98413,9.72109E-22,2.01761,0,1.78226,0,1.68803,8.81819E-11,1.89384,4.34018E-14,1.78456,1.43383E-38,1.5833,0.00005,2.10834,1.17168E-17,1.88953,0,2.03887,0,2.37444,0,2.4291,0
I,YMR199W,CLN1,-1.02853,0.41967,-1.07902,0.12715,1.02418,0.68698,-2.98001,0,1.86098,5.94792E-29,1.50169,7.73024E-23,2.75749,0,1.70679,0,3.00809,0,1.9116,0,2.50683,0,1.41576,8.96143E-13,1.57112,3.49199E-40,1.16078,1.11645E-07
I,YGR108W,CLB1,1.37244,2.63258E-27,1.62259,0,1.2512,1.79218E-14,-1.77021,0,1.71317,0,1.28722,9.01447E-13,2.41863,0,1.86168,0,2.48309,1.18844E-41,2.42658,0,1.66743,0,1.21374,0.00004,1.22766,1.48304E-07,1.33328,1.01925E-16
I,YCR005C,CIT2,3.22582,0,2.01698,0,1.40523,4.29928E-10,1.42903,6.72367E-16,2.25154,0,2.50771,1.68807E-39,3.73251,0,3.49923,0,1.34588,1.29473E-12,1.07331,0.14024,1.7321,1.41786E-18,2.9031,0,1.89289,4.46832E-14,3.4367,0
