"","ORF","OEgenename","metal","zscore_OEmetallomics"
"93147","YFL034C-B","MOB2","Zn",-0.293826739
"93148","YFL034W","MIL1","Zn",0.768403745
"93149","YFL036W","RPO41","Zn",-1.379071472
"93150","YFL037W","TUB2","Zn",-0.232257265
"93151","YFL038C","YPT1","Zn",0.32614978
"93152","YFL039C","ACT1","Zn",-0.164276722
"93153","YFL040W","YFL040W","Zn",0.437811256
"93154","YFL041W","FET5","Zn",0.340239646
"93155","YFL042C","LAM5","Zn",-0.386107219
"93156","YFL044C","OTU1","Zn",0.724934893
"93157","YFL045C","SEC53","Zn",0.612475454
"93158","YFL046W","FMP32","Zn",-0.170746518
"93159","YFL047W","RGD2","Zn",-0.111548003
"93160","YFL048C","EMP47","Zn",0.131723048
"93161","YFL049W","SWP82","Zn",-0.055509353
"93162","YFL050C","ALR2","Zn",-0.179316932
"93163","YFL051C","YFL051C","Zn",0.790385115
"93164","YFL052W","ZNF1","Zn",-4.533442293
"93165","YFL053W","DAK2","Zn",0.403199016
"93166","YFL054C","AQY3","Zn",-0.13018387
"93167","YFL055W","AGP3","Zn",-0.037047995
"93168","YFL056C","AAD6","Zn",-0.128793532
"93169","YFL057C","YFL057C","Zn",0.323827024
"93170","YFL059W","SNZ3","Zn",-0.464949464
"93171","YFL060C","SNO3","Zn",0.332399211
"93172","YFL061W","DDI2","Zn",0.055889142
"93173","YFL063W","YFL063W","Zn",0.538375138
"93174","YFL065C","YFL065C","Zn",-0.025290894
"93175","YFR001W","LOC1","Zn",-0.092634535
"93176","YFR002W","NIC96","Zn",-0.251235821
"93177","YFR003C","YPI1","Zn",0.404698012
"93178","YFR004W","RPN11","Zn",-0.075907198
"93179","YFR005C","SAD1","Zn",0.203234987
"93180","YFR006W","YFR006W","Zn",-0.333364547
"93181","YFR007W","YFH7","Zn",0.311729714
"93182","YFR008W","FAR7","Zn",-0.027450802
"93183","YFR009W","GCN20","Zn",0.034724563
"93184","YFR010W","UBP6","Zn",-5.166193167
"93185","YFR011C","MIC19","Zn",-0.458958426
"93186","YFR012W","DCV1","Zn",0.07459019
"93187","YFR012W-A","YFR012W-A","Zn",0.506637895
"93188","YFR013W","IOC3","Zn",1.276055006
"93189","YFR014C","CMK1","Zn",1.214046549
"93190","YFR015C","GSY1","Zn",-0.591056881
"93191","YFR016C","YFR016C","Zn",-0.054966612
"93192","YFR017C","IGD1","Zn",0.532676589
"93193","YFR018C","YFR018C","Zn",0.238583525
"93194","YFR020W","CSS2","Zn",0.181564476
"93195","YFR021W","ATG18","Zn",1.340581432
"93196","YFR022W","ROG3","Zn",0.483677019
"93197","YFR023W","PES4","Zn",0.05847927
"93198","YFR024C","YFR024C","Zn",0.101958508
"93199","YFR024C-A","LSB3","Zn",0.135010826
"93200","YFR025C","HIS2","Zn",0.423459315
"93201","YFR026C","ULI1","Zn",0.392541085
"93202","YFR027W","ECO1","Zn",1.337631572
"93203","YFR028C","CDC14","Zn",0.158701168
"93204","YFR029W","PTR3","Zn",-0.290592064
"93205","YFR030W","MET10","Zn",-0.078765924
"93206","YFR031C","SMC2","Zn",0.298534697
"93207","YFR031C-A","RPL2A","Zn",-0.108392641
"93208","YFR032C","RRT5","Zn",0.253959394
"93209","YFR032C-A","RPL29","Zn",-0.037448439
"93210","YFR032C-B","YFR032C-B","Zn",-0.16347081
"93211","YFR033C","QCR6","Zn",0.659947316
"93212","YFR034C","PHO4","Zn",-0.906522975
"93213","YFR034W-A","YFR034W-A","Zn",-0.433023987
"93214","YFR035C","YFR035C","Zn",-0.583707332
"93215","YFR037C","RSC8","Zn",0.434588123
"93216","YFR038W","IRC5","Zn",0.195441653
"93217","YFR039C","OSW7","Zn",1.084358754
"93218","YFR040W","SAP155","Zn",0.52158421
"93219","YFR041C","ERJ5","Zn",-0.680188204
"93220","YFR042W","KEG1","Zn",-0.217119485
"93221","YFR043C","IRC6","Zn",-0.247149185
"93222","YFR044C","DUG1","Zn",-0.055171089
"93223","YFR045W","YFR045W","Zn",0.815344867
"93224","YFR046C","CNN1","Zn",0.124630237
"93225","YFR047C","BNA6","Zn",0.195115803
"93226","YFR048W","RMD8","Zn",0.006181837
"93227","YFR049W","YMR31","Zn",-0.581159345
"93228","YFR050C","PRE4","Zn",-2.177866424
"93229","YFR051C","RET2","Zn",0.20399151
"93230","YFR052W","RPN12","Zn",0.788253906
"93231","YFR053C","HXK1","Zn",-0.361488616
"93232","YFR054C","YFR054C","Zn",-0.299005387
"93233","YFR055W","IRC7","Zn",0.0086518
"93234","YFR056C","YFR056C","Zn",0.269984106
"93235","YFR057W","YFR057W","Zn",-0.197602042
"93236","YGL001C","ERG26","Zn",0.27483408
"93237","YGL002W","ERP6","Zn",-0.088343648
"93238","YGL003C","CDH1","Zn",0.225860182
"93239","YGL004C","RPN14","Zn",0.294294826
"93240","YGL005C","COG7","Zn",-0.395147739
"93241","YGL006W","PMC1","Zn",0.162410499
"93242","YGL007C-A","YGL007C-A","Zn",-0.059675077
"93243","YGL007W","BRP1","Zn",0.444188129
"93244","YGL010W","MPO1","Zn",-0.190369386
"93245","YGL011C","SCL1","Zn",1.323628314
"93246","YGL012W","ERG4","Zn",1.613933886
"93247","YGL013C","PDR1","Zn",0.051548184
"93248","YGL014W","PUF4","Zn",0.698424861
"93249","YGL015C","YGL015C","Zn",0.299508533
"93250","YGL016W","KAP122","Zn",0.330866683
"93251","YGL017W","ATE1","Zn",-6.406468803
"93252","YGL018C","JAC1","Zn",-0.19149551
"93253","YGL019W","CKB1","Zn",-6.513578512
"93254","YGL020C","GET1","Zn",-0.201601688
"93255","YGL021W","ALK1","Zn",0.108779845
"93256","YGL023C","PIB2","Zn",0.022161823
"93257","YGL025C","PGD1","Zn",-1.81446802
"93258","YGL026C","TRP5","Zn",-0.498570661
"93259","YGL027C","CWH41","Zn",-1.043208573
"93260","YGL028C","SCW11","Zn",0.278766889
"93261","YGL029W","CGR1","Zn",0.064200822
"93262","YGL030W","RPL30","Zn",-0.147699165
"93263","YGL031C","RPL24A","Zn",-2.264875265
"93264","YGL032C","AGA2","Zn",-0.518336097
"93265","YGL033W","HOP2","Zn",0.032165818
"93266","YGL034C","YGL034C","Zn",0.047233115
"93267","YGL035C","MIG1","Zn",1.097695791
"93268","YGL036W","YGL036W","Zn",-0.037455083
"93269","YGL037C","PNC1","Zn",-0.618051847
"93270","YGL038C","OCH1","Zn",1.530624222
"93271","YGL039W","YGL039W","Zn",-0.171280886
"93272","YGL042C","YGL042C","Zn",0.213523257
"93273","YGL043W","DST1","Zn",0.478300251
"93274","YGL044C","RNA15","Zn",0.336867304
"93275","YGL045W","RIM8","Zn",-0.057480117
"93276","YGL046W","YGL046W","Zn",-0.546951879
"93277","YGL047W","ALG13","Zn",-0.17748679
"93278","YGL048C","RPT6","Zn",-0.422401859
"93279","YGL049C","TIF4632","Zn",3.382129502
"93280","YGL050W","TYW3","Zn",0.836090039
"93281","YGL051W","MST27","Zn",0.881714216
"93282","YGL052W","YGL052W","Zn",0.209201621
"93283","YGL053W","PRM8","Zn",0.368321855
"93284","YGL055W","OLE1","Zn",-1.141689294
"93285","YGL057C","GEP7","Zn",1.397878418
"93286","YGL058W","RAD6","Zn",-0.307727712
"93287","YGL060W","YBP2","Zn",-0.085017958
"93288","YGL061C","DUO1","Zn",-0.784050739
"93289","YGL062W","PYC1","Zn",1.054052179
"93290","YGL063C-A","YGL063C-A","Zn",-1.045021706
"93291","YGL063W","PUS2","Zn",-0.099652006
"93292","YGL064C","MRH4","Zn",0.336919858
"93293","YGL065C","ALG2","Zn",0.072074967
"93294","YGL066W","SGF73","Zn",-4.708265529
"93295","YGL067W","NPY1","Zn",0.29536531
"93296","YGL068W","MNP1","Zn",-0.239227506
"93297","YGL069C","YGL069C","Zn",-0.008440487
"93298","YGL070C","RPB9","Zn",0.65104585
"93299","YGL071W","AFT1","Zn",0.768121415
"93300","YGL072C","YGL072C","Zn",-0.425887904
"93301","YGL073W","HSF1","Zn",-0.377771237
"93302","YGL074C","YGL074C","Zn",0.30739587
"93303","YGL075C","MPS2","Zn",0.402256218
"93304","YGL076C","RPL7A","Zn",-1.213873707
"93305","YGL077C","HNM1","Zn",-0.059948705
"93306","YGL078C","DBP3","Zn",-0.157283644
"93307","YGL079W","KXD1","Zn",0.21828692
"93308","YGL080W","MPC1","Zn",-0.225765926
"93309","YGL081W","YGL081W","Zn",-0.441570348
"93310","YGL082W","YGL082W","Zn",0.519135785
"93311","YGL083W","SCY1","Zn",2.935202179
"93312","YGL084C","GUP1","Zn",-0.219435664
"93313","YGL085W","LCL3","Zn",-0.622728101
"93314","YGL086W","MAD1","Zn",-0.166672853
"93315","YGL087C","MMS2","Zn",-0.030883949
"93316","YGL088W","YGL088W","Zn",-0.905513242
"93317","YGL089C","MF(ALPHA)2","Zn",-0.012766205
"93318","YGL090W","LIF1","Zn",-0.736261125
"93319","YGL092W","NUP145","Zn",-0.055139965
"93320","YGL093W","SPC105","Zn",-0.607135231
"93321","YGL094C","PAN2","Zn",0.416283036
"93322","YGL095C","VPS45","Zn",0.695807695
"93323","YGL096W","TOS8","Zn",0.080402039
"93324","YGL097W","SRM1","Zn",0.975938706
"93325","YGL098W","USE1","Zn",-0.290135345
"93326","YGL099W","LSG1","Zn",0.174930107
"93327","YGL101W","YGK1","Zn",0.844560507
"93328","YGL102C","YGL102C","Zn",-0.47515109
"93329","YGL103W","RPL28","Zn",-0.469559466
"93330","YGL104C","VPS73","Zn",0.478656856
"93331","YGL105W","ARC1","Zn",0.145954286
"93332","YGL106W","MLC1","Zn",0.449958832
"93333","YGL107C","RMD9","Zn",0.176456593
"93334","YGL108C","YGL108C","Zn",-1.090488918
"93335","YGL109W","YGL109W","Zn",0.042628311
"93336","YGL110C","CUE3","Zn",-0.745428183
"93337","YGL111W","NSA1","Zn",-0.301918967
"93338","YGL112C","TAF6","Zn",-3.595854019
"93339","YGL113W","SLD3","Zn",-0.209272156
"93340","YGL114W","YGL114W","Zn",1.213942393
"93341","YGL115W","SNF4","Zn",-0.568022094
"93342","YGL116W","CDC20","Zn",0.670926281
"93343","YGL118C","YGL118C","Zn",0.232653115
"93344","YGL119W","COQ8","Zn",-0.050609518
"93345","YGL120C","PRP43","Zn",0.4051652
"93346","YGL121C","GPG1","Zn",-0.134882541
"93347","YGL122C","NAB2","Zn",0.842428808
"93348","YGL123C-A","YGL123C-A","Zn",-0.16868991
"93349","YGL123W","RPS2","Zn",-0.051082255
"93350","YGL124C","MON1","Zn",0.857760042
"93351","YGL126W","SCS3","Zn",0.951174668
"93352","YGL127C","SOH1","Zn",-0.379838754
"93353","YGL128C","CWC23","Zn",0.009474391
"93354","YGL130W","CEG1","Zn",-5.292304093
"93355","YGL131C","SNT2","Zn",-0.631836147
"93356","YGL132W","YGL132W","Zn",-0.196035362
"93357","YGL133W","ITC1","Zn",0.101772856
"93358","YGL134W","PCL10","Zn",-0.19269933
"93359","YGL135W","RPL1B","Zn",0.737173941
"93360","YGL136C","MRM2","Zn",-0.706549796
"93361","YGL137W","SEC27","Zn",-0.821275732
"93362","YGL138C","YGL138C","Zn",-0.276532482
"93363","YGL139W","FLC3","Zn",0.403961596
"93364","YGL141W","HUL5","Zn",0.050728852
"93365","YGL142C","GPI10","Zn",-0.263992782
"93366","YGL143C","MRF1","Zn",0.412288925
"93367","YGL144C","ROG1","Zn",-0.848133434
"93368","YGL145W","TIP20","Zn",-0.102107345
"93369","YGL146C","RRT6","Zn",0.724354029
"93370","YGL147C","RPL9A","Zn",0.184328728
"93371","YGL148W","ARO2","Zn",-0.574976644
"93372","YGL149W","YGL149W","Zn",-0.376670939
"93373","YGL151W","NUT1","Zn",-0.153173481
"93374","YGL152C","YGL152C","Zn",-1.028751247
"93375","YGL153W","PEX14","Zn",0.040013011
"93376","YGL154C","LYS5","Zn",-0.853307129
"93377","YGL155W","CDC43","Zn",-0.057299893
"93378","YGL156W","AMS1","Zn",0.210215118
"93379","YGL157W","ARI1","Zn",-0.239566817
"93380","YGL158W","RCK1","Zn",-0.229586107
"93381","YGL159W","YGL159W","Zn",0.318355007
"93382","YGL160W","AIM14","Zn",-0.303324861
"93383","YGL161C","YIP5","Zn",0.071138645
"93384","YGL162W","SUT1","Zn",-3.31323353
"93385","YGL163C","RAD54","Zn",0.521734945
"93386","YGL164C","YRB30","Zn",-0.683938078
"93387","YGL165C","YGL165C","Zn",-0.407944462
"93388","YGL166W","CUP2","Zn",0.07715219
"93389","YGL167C","PMR1","Zn",-0.232847896
"93390","YGL169W","SUA5","Zn",-0.05408926
"93391","YGL170C","SPO74","Zn",0.203233686
"93392","YGL171W","ROK1","Zn",-0.528328356
"93393","YGL172W","NUP49","Zn",0.417824735
"93394","YGL173C","XRN1","Zn",1.071828889
"93395","YGL174W","BUD13","Zn",-0.017451308
"93396","YGL175C","SAE2","Zn",-0.590866635
"93397","YGL176C","YGL176C","Zn",-4.33093576
"93398","YGL177W","YGL177W","Zn",-0.306567031
"93399","YGL179C","TOS3","Zn",-0.298812288
"93400","YGL180W","ATG1","Zn",-3.54585434
"93401","YGL181W","GTS1","Zn",0.681266356
"93402","YGL182C","YGL182C","Zn",0.36750866
"93403","YGL183C","MND1","Zn",-0.216110257
"93404","YGL184C","STR3","Zn",-0.679253646
"93405","YGL186C","TPN1","Zn",0.118497656
"93406","YGL187C","COX4","Zn",-3.662290065
"93407","YGL188C","YGL188C","Zn",0.168822325
"93408","YGL188C-A","YGL188C-A","Zn",0.070267958
"93409","YGL189C","RPS26A","Zn",-0.868983989
"93410","YGL190C","CDC55","Zn",0.193106182
"93411","YGL191W","COX13","Zn",-5.790858336
"93412","YGL192W","IME4","Zn",0.33288514
"93413","YGL193C","YGL193C","Zn",0.540420482
"93414","YGL194C","HOS2","Zn",0.462422468
"93415","YGL196W","DSD1","Zn",-0.129729963
"93416","YGL197W","MDS3","Zn",0.393858512
"93417","YGL199C","YGL199C","Zn",-0.285738348
"93418","YGL200C","EMP24","Zn",0.02051393
"93419","YGL201C","MCM6","Zn",-0.539623683
"93420","YGL202W","ARO8","Zn",-0.134375533
"93421","YGL203C","KEX1","Zn",0.459005838
"93422","YGL204C","YGL204C","Zn",-0.118773715
"93423","YGL205W","POX1","Zn",0.292288367
"93424","YGL206C","CHC1","Zn",-0.278023826
"93425","YGL207W","SPT16","Zn",0.084433329
"93426","YGL208W","SIP2","Zn",-0.259798214
"93427","YGL209W","MIG2","Zn",-0.01758323
"93428","YGL210W","YPT32","Zn",0.309850696
"93429","YGL211W","NCS6","Zn",-0.090514083
"93430","YGL212W","VAM7","Zn",0.041402073
"93431","YGL213C","SKI8","Zn",0.318946967
"93432","YGL214W","YGL214W","Zn",-0.094214364
"93433","YGL215W","CLG1","Zn",-0.046475523
"93434","YGL216W","KIP3","Zn",0.501682961
"93435","YGL219C","MDM34","Zn",0.544342561
"93436","YGL220W","BOL2","Zn",-2.7e-15
"93437","YGL221C","NIF3","Zn",0.610521915
"93438","YGL222C","EDC1","Zn",0.311200684
"93439","YGL223C","COG1","Zn",-0.52509421
"93440","YGL224C","SDT1","Zn",-0.207141229
"93441","YGL225W","VRG4","Zn",-0.254470954
"93442","YGL226C-A","OST5","Zn",-0.39905647
"93443","YGL226W","MTC3","Zn",0.749752358
"93444","YGL227W","VID30","Zn",0.040013004
"93445","YGL228W","SHE10","Zn",-0.704267186
"93446","YGL229C","SAP4","Zn",0.08363527
"93447","YGL230C","YGL230C","Zn",-0.508550794
"93448","YGL231C","EMC4","Zn",-0.005432641
"93449","YGL232W","TAN1","Zn",-0.162161454
"93450","YGL233W","SEC15","Zn",-0.185942669
"93451","YGL234W","ADE57","Zn",0.196783432
"93452","YGL237C","HAP2","Zn",-0.46029243
"93453","YGL238W","CSE1","Zn",-0.008243029
"93454","YGL239C","YGL239C","Zn",-0.129049349
"93455","YGL240W","DOC1","Zn",-0.377296852
"93456","YGL241W","KAP114","Zn",-0.624936494
"93457","YGL242C","YGL242C","Zn",0.332449128
"93458","YGL243W","TAD1","Zn",0.427020341
"93459","YGL244W","RTF1","Zn",0.016668093
"93460","YGL245W","GUS1","Zn",0.100734781
"93461","YGL246C","RAI1","Zn",0.603656852
"93462","YGL247W","BRR6","Zn",-0.061427583
"93463","YGL249W","ZIP2","Zn",-0.614282621
"93464","YGL250W","RMR1","Zn",0.280211495
"93465","YGL251C","HFM1","Zn",-0.272649428
"93466","YGL252C","RTG2","Zn",-0.375760717
"93467","YGL253W","HXK2","Zn",0.650167724
"93468","YGL254W","FZF1","Zn",-0.359904708
"93469","YGL255W","ZRT1","Zn",0.382586995
"93470","YGL256W","ADH4","Zn",-0.178587804
"93471","YGL257C","MNT2","Zn",0.103014596
"93472","YGL258W","VEL1","Zn",-0.258045451
"93473","YGL258W-A","YGL258W-A","Zn",1.450156102
"93474","YGL259W","YPS5","Zn",-0.008369421
"93475","YGL262W","YGL262W","Zn",-0.36768359
"93476","YGL263W","COS12","Zn",0.595711871
"93477","YGR001C","EFM5","Zn",-0.078897715
"93478","YGR002C","SWC4","Zn",-0.061612854
"93479","YGR003W","CUL3","Zn",-0.755003155
"93480","YGR004W","PEX31","Zn",0.274138818
"93481","YGR005C","TFG2","Zn",-1.147311937
"93482","YGR007W","ECT1","Zn",-4.56485521
"93483","YGR008C","STF2","Zn",0.826196292
"93484","YGR009C","SEC9","Zn",0.130369702
"93485","YGR010W","NMA2","Zn",0.012521042
"93486","YGR011W","YGR011W","Zn",0.727480593
"93487","YGR012W","MCY1","Zn",-0.192628729
"93488","YGR013W","SNU71","Zn",-0.491588593
"93489","YGR014W","MSB2","Zn",-0.147520231
"93490","YGR015C","EAT1","Zn",-0.313852726
"93491","YGR016W","YGR016W","Zn",0.319647753
"93492","YGR017W","YGR017W","Zn",-0.378303071
"93493","YGR018C","YGR018C","Zn",-0.25991053
"93494","YGR019W","UGA1","Zn",0.161138664
"93495","YGR020C","VMA7","Zn",-0.116260534
"93496","YGR021W","YGR021W","Zn",0.283040778
"93497","YGR022C","YGR022C","Zn",-0.40415835
"93498","YGR023W","MTL1","Zn",0.214953361
"93499","YGR024C","THG1","Zn",0.313846232
"93500","YGR025W","YGR025W","Zn",0.515823023
"93501","YGR026W","YGR026W","Zn",0.550946557
"93502","YGR027C","RPS25A","Zn",2.228037046
"93503","YGR028W","MSP1","Zn",-1.968932984
"93504","YGR029W","ERV1","Zn",-0.133488166
"93505","YGR030C","POP6","Zn",-0.156165565
"93506","YGR031C-A","NAG1","Zn",0.009664324
"93507","YGR031W","IMO32","Zn",0.114334979
"93508","YGR033C","TIM21","Zn",0.585574457
"93509","YGR035C","YGR035C","Zn",0.608082956
"93510","YGR036C","CAX4","Zn",0.383977586
"93511","YGR037C","ACB1","Zn",-0.269950622
"93512","YGR038W","ORM1","Zn",-0.449323926
"93513","YGR039W","YGR039W","Zn",-0.883035354
"93514","YGR040W","KSS1","Zn",-0.263888552
"93515","YGR041W","BUD9","Zn",-0.100912757
"93516","YGR042W","YGR042W","Zn",-3.40211801
"93517","YGR043C","NQM1","Zn",0.557594128
"93518","YGR044C","RME1","Zn",-0.046343639
"93519","YGR045C","YGR045C","Zn",0.189172683
"93520","YGR046W","TAM41","Zn",-0.389396258
"93521","YGR047C","TFC4","Zn",0.526228002
"93522","YGR048W","UFD1","Zn",-0.164856079
"93523","YGR049W","SCM4","Zn",-4.086856566
"93524","YGR050C","YGR050C","Zn",0.805948479
"93525","YGR051C","YGR051C","Zn",0.602870144
"93526","YGR052W","FMP48","Zn",0.282988788
"93527","YGR053C","YGR053C","Zn",-0.420388251
"93528","YGR054W","YGR054W","Zn",1.209896423
"93529","YGR055W","MUP1","Zn",0.473048357
"93530","YGR056W","RSC1","Zn",0.513452488
"93531","YGR057C","LST7","Zn",-0.062149237
"93532","YGR059W","SPR3","Zn",-0.093033266
"93533","YGR060W","ERG25","Zn",0.064114235
"93534","YGR061C","ADE6","Zn",-0.913719007
"93535","YGR063C","SPT4","Zn",0.45862414
"93536","YGR064W","YGR064W","Zn",-0.47313558
"93537","YGR065C","VHT1","Zn",0.635578842
"93538","YGR066C","YGR066C","Zn",0.730567158
"93539","YGR067C","YGR067C","Zn",-0.266627141
"93540","YGR068C","ART5","Zn",0.089237235
"93541","YGR068W-A","YGR068W-A","Zn",-0.576050981
"93542","YGR070W","ROM1","Zn",0.485666354
"93543","YGR072W","UPF3","Zn",-0.261088833
"93544","YGR073C","YGR073C","Zn",-0.641097056
"93545","YGR074W","SMD1","Zn",0.098407278
"93546","YGR076C","MRPL25","Zn",0.178302293
"93547","YGR077C","PEX8","Zn",-0.165382315
"93548","YGR078C","PAC10","Zn",-0.345982895
"93549","YGR079W","YGR079W","Zn",-0.34952669
"93550","YGR080W","TWF1","Zn",0.584425751
"93551","YGR081C","SLX9","Zn",-0.167212066
"93552","YGR082W","TOM20","Zn",0.010172507
"93553","YGR084C","MRP13","Zn",0.180849889
"93554","YGR085C","RPL11B","Zn",0.03466874
"93555","YGR086C","PIL1","Zn",-0.298178739
"93556","YGR087C","PDC6","Zn",1.076819471
"93557","YGR088W","CTT1","Zn",-0.027633867
"93558","YGR089W","NNF2","Zn",-0.706204543
"93559","YGR090W","UTP22","Zn",-0.150403119
"93560","YGR091W","PRP31","Zn",0.479917225
"93561","YGR092W","DBF2","Zn",-0.290443168
"93562","YGR093W","DRN1","Zn",-1.178524334
"93563","YGR094W","VAS1","Zn",-0.005515247
"93564","YGR095C","RRP46","Zn",-0.364732912
"93565","YGR096W","TPC1","Zn",0.480757945
"93566","YGR097W","ASK10","Zn",0.000814055
"93567","YGR098C","ESP1","Zn",-0.804270672
"93568","YGR099W","TEL2","Zn",0.538865062
"93569","YGR100W","MDR1","Zn",1.196507991
"93570","YGR101W","PCP1","Zn",0.592435982
"93571","YGR102C","GTF1","Zn",0.871372469
"93572","YGR103W","NOP7","Zn",-0.476997199
"93573","YGR104C","SRB5","Zn",1.112273277
"93574","YGR105W","VMA21","Zn",-0.790544361
"93575","YGR106C","VOA1","Zn",1.071922468
"93576","YGR107W","YGR107W","Zn",-0.50885654
"93577","YGR108W","CLB1","Zn",-0.347848622
"93578","YGR109C","CLB6","Zn",0.110332347
"93579","YGR109W-A","TY3A-G","Zn",-4.692022565
"93580","YGR110W","CLD1","Zn",0.01097122
"93581","YGR111W","YGR111W","Zn",0.792092866
"93582","YGR112W","SHY1","Zn",-0.585239488
"93583","YGR113W","DAM1","Zn",-0.029290234
"93584","YGR114C","YGR114C","Zn",0.329460141
"93585","YGR115C","YGR115C","Zn",0.509982654
"93586","YGR117C","YGR117C","Zn",-0.455238937
"93587","YGR118W","RPS23A","Zn",-0.422365062
"93588","YGR119C","NUP57","Zn",0.284411299
"93589","YGR120C","COG2","Zn",1.241862814
"93590","YGR121C","MEP1","Zn",0.262531068
"93591","YGR122C-A","YGR122C-A","Zn",-2.07963195
"93592","YGR122W","YGR122W","Zn",0.577247102
"93593","YGR123C","PPT1","Zn",-0.658107435
"93594","YGR124W","ASN2","Zn",-0.352548946
"93595","YGR125W","YGR125W","Zn",0.446374918
"93596","YGR126W","YGR126W","Zn",-5.908309921
"93597","YGR127W","YGR127W","Zn",0.262772246
"93598","YGR128C","UTP8","Zn",0.235473573
"93599","YGR129W","SYF2","Zn",0.925567712
"93600","YGR130C","YGR130C","Zn",-0.466780497
"93601","YGR132C","PHB1","Zn",0.089934685
"93602","YGR133W","PEX4","Zn",-0.207591979
"93603","YGR134W","CAF130","Zn",0.348255924
"93604","YGR135W","PRE9","Zn",0.697153778
"93605","YGR136W","LSB1","Zn",-1.142764972
"93606","YGR137W","YGR137W","Zn",0.168667447
"93607","YGR138C","TPO2","Zn",0.370560402
"93608","YGR140W","CBF2","Zn",0.105374965
"93609","YGR141W","VPS62","Zn",0.004656868
"93610","YGR142W","BTN2","Zn",0.408778044
"93611","YGR143W","SKN1","Zn",0.883838002
"93612","YGR144W","THI4","Zn",-1.143234166
"93613","YGR146C","ECL1","Zn",0.544995805
"93614","YGR147C","NAT2","Zn",-0.921140918
"93615","YGR148C","RPL24B","Zn",0.151929592
"93616","YGR149W","GPC1","Zn",-0.391497004
"93617","YGR150C","CCM1","Zn",0.128329293
"93618","YGR151C","YGR151C","Zn",-0.80235374
"93619","YGR152C","RSR1","Zn",0.228516098
"93620","YGR153W","YGR153W","Zn",1.021160695
"93621","YGR154C","GTO1","Zn",0.591315373
"93622","YGR155W","CYS4","Zn",-0.856741926
"93623","YGR156W","PTI1","Zn",0.334127367
"93624","YGR157W","CHO2","Zn",-0.04408911
"93625","YGR158C","MTR3","Zn",-0.204888721
"93626","YGR159C","NSR1","Zn",-4.703117336
"93627","YGR160W","YGR160W","Zn",0.143974188
"93628","YGR161C","RTS3","Zn",-0.088319316
"93629","YGR162W","TIF4631","Zn",0.533807949
"93630","YGR164W","YGR164W","Zn",-0.696586449
"93631","YGR166W","TRS65","Zn",0.969240253
"93632","YGR167W","CLC1","Zn",1.004270638
"93633","YGR168C","YGR168C","Zn",-0.126240113
"93634","YGR169C","PUS6","Zn",-0.325913448
"93635","YGR170W","PSD2","Zn",0.314619377
"93636","YGR171C","MSM1","Zn",0.394651412
"93637","YGR172C","YIP1","Zn",0.62504988
"93638","YGR173W","RBG2","Zn",-0.733674746
"93639","YGR174C","CBP4","Zn",0.926862154
"93640","YGR174W-A","YGR174W-A","Zn",0.118625244
"93641","YGR175C","ERG1","Zn",0.177915269
"93642","YGR176W","YGR176W","Zn",0.320137845
"93643","YGR177C","ATF2","Zn",0.5452569
"93644","YGR178C","PBP1","Zn",-0.130612973
"93645","YGR179C","OKP1","Zn",-0.091970113
"93646","YGR180C","RNR4","Zn",0.29461019
"93647","YGR182C","YGR182C","Zn",-0.477066667
"93648","YGR183C","QCR9","Zn",2.261028454
"93649","YGR185C","TYS1","Zn",-0.621230017
"93650","YGR187C","HGH1","Zn",0.811862791
"93651","YGR188C","BUB1","Zn",-0.551344389
"93652","YGR189C","CRH1","Zn",-0.170596765
"93653","YGR190C","YGR190C","Zn",0.368126374
"93654","YGR191W","HIP1","Zn",-0.570028356
"93655","YGR193C","PDX1","Zn",0.56674169
"93656","YGR194C","XKS1","Zn",-0.508434238
"93657","YGR195W","SKI6","Zn",-0.330854454
"93658","YGR196C","FYV8","Zn",-0.342655955
"93659","YGR197C","SNG1","Zn",-2.768472371
"93660","YGR198W","YPP1","Zn",-0.125265291
"93661","YGR199W","PMT6","Zn",-0.199061671
"93662","YGR200C","ELP2","Zn",-0.022817875
"93663","YGR201C","YGR201C","Zn",0.184200857
"93664","YGR203W","YCH1","Zn",-0.108431573
"93665","YGR204C-A","YGR204C-A","Zn",0.283045189
"93666","YGR204W","ADE3","Zn",-0.156057242
"93667","YGR205W","TDA10","Zn",-1.092141227
"93668","YGR206W","MVB12","Zn",0.576877331
"93669","YGR207C","CIR1","Zn",-0.275477121
"93670","YGR208W","SER2","Zn",0.038950325
"93671","YGR209C","TRX2","Zn",0.178212376
"93672","YGR210C","YGR210C","Zn",-0.333714644
"93673","YGR211W","ZPR1","Zn",-0.415141377
"93674","YGR212W","SLI1","Zn",-0.08901729
"93675","YGR213C","RTA1","Zn",0.107695942
"93676","YGR214W","RPS0A","Zn",-0.428118921
"93677","YGR215W","RSM27","Zn",0.065272225
"93678","YGR216C","GPI1","Zn",0.378018535
"93679","YGR218W","CRM1","Zn",0.175219991
"93680","YGR219W","YGR219W","Zn",0.417540196
"93681","YGR220C","MRPL9","Zn",0.793031333
"93682","YGR222W","PET54","Zn",0.109706543
"93683","YGR223C","HSV2","Zn",-0.1469743
"93684","YGR224W","AZR1","Zn",-0.028590493
"93685","YGR227W","DIE2","Zn",0.085577706
"93686","YGR228W","YGR228W","Zn",0.623387549
"93687","YGR229C","SMI1","Zn",-0.330385918
